half_hour,datetime,lat,long,mod_nc_cph,swc,bwe,Mod_cv,Mod_sqrt,N0_fit,site,SiteName
2023-06-29 01:30:00,2023-06-29 01:30:00,39.26668,-106.76085,1865.1628211207872,0.16995199137377767,0.0,0.0072076306738405585,138.74352886664593,3114.4827546009165,278,RF 1
2023-06-29 02:30:00,2023-06-29 02:30:00,39.26668,-106.76085,1843.2722419697027,0.18163010532249832,0.0,0.0072293144455305765,138.32570260078205,3114.4827546009165,278,RF 1
2023-06-29 03:00:00,2023-06-29 03:00:00,39.26668,-106.76085,1847.013586246903,0.17956337181430582,0.0,0.007207874146311149,138.737161568197,3114.4827546009165,278,RF 1
2023-06-29 03:30:00,2023-06-29 03:30:00,39.26668,-106.76085,1838.8754630206854,0.18408795869854805,0.0,0.007240675939960748,138.1086528788113,3114.4827546009165,278,RF 1
2023-06-29 04:00:00,2023-06-29 04:00:00,39.26668,-106.76085,1949.4478766578782,0.1305750010833425,0.0,0.007031451710797533,142.2181423025909,3114.4827546009165,278,RF 1
2023-06-29 04:30:00,2023-06-29 04:30:00,39.26668,-106.76085,1846.8666843911924,0.17964409719527225,0.0,0.007231582465804579,138.28231991111517,3114.4827546009165,278,RF 1
2023-06-29 05:00:00,2023-06-29 05:00:00,39.26668,-106.76085,1919.821464065984,0.14338844450582477,0.0,0.007101312799017563,140.8190328045183,3114.4827546009165,278,RF 1
2023-06-29 05:30:00,2023-06-29 05:30:00,39.26668,-106.76085,1878.8231564648001,0.16285898117417363,0.0,0.007173298457797452,139.40588222883568,3114.4827546009165,278,RF 1
2023-06-29 06:00:00,2023-06-29 06:00:00,39.26668,-106.76085,1861.4843827045997,0.17185676577066727,0.0,0.007199399220898012,138.90205548342624,3114.4827546009165,278,RF 1
2023-06-29 07:00:00,2023-06-29 07:00:00,39.26668,-106.76085,1902.8569794440148,0.15118489758166534,0.0,0.007117482792171624,140.49911031746785,3114.4827546009165,278,RF 1
2023-06-29 07:30:00,2023-06-29 07:30:00,39.26668,-106.76085,1858.5532470842131,0.17332798052193396,0.0,0.007205628352785282,138.78040207464454,3114.4827546009165,278,RF 1
2023-06-29 08:00:00,2023-06-29 08:00:00,39.26668,-106.76085,1875.500049901136,0.1649791809998568,0.0,0.007181517179554852,139.25222180387297,3114.4827546009165,278,RF 1
2023-06-29 09:00:00,2023-06-29 09:00:00,39.26668,-106.76085,1810.3244214058232,0.20085520038576304,0.0,0.007315854688435785,136.6894289987342,3114.4827546009165,278,RF 1
2023-06-29 09:30:00,2023-06-29 09:30:00,39.26668,-106.76085,1796.0984767577156,0.21140345155412318,0.0,0.007325632048489416,136.52477484523413,3114.4827546009165,278,RF 1
2023-06-29 10:30:00,2023-06-29 10:30:00,39.26668,-106.76085,1857.6911197082707,0.17378671129015083,0.0,0.007218006266473656,138.54241227869537,3114.4827546009165,278,RF 1
2023-06-29 11:00:00,2023-06-29 11:00:00,39.26668,-106.76085,1846.1249947727777,0.18005219659189134,0.0,0.007227048557856823,138.36907168872673,3114.4827546009165,278,RF 1
2023-06-29 11:30:00,2023-06-29 11:30:00,39.26668,-106.76085,1892.670782769755,0.1560393615394691,0.0,0.007157845881240827,139.70683591005846,3114.4827546009165,278,RF 1
2023-06-29 12:00:00,2023-06-29 12:00:00,39.26668,-106.76085,1822.7941660914807,0.1933579664123566,0.0,0.0072905362913551035,137.16413041025777,3114.4827546009165,278,RF 1
2023-06-29 13:00:00,2023-06-29 13:00:00,39.26668,-106.76085,1871.5404660641486,0.16655182652458334,0.0,0.007183285265343593,139.21206844235883,3114.4827546009165,278,RF 1
2023-06-29 13:30:00,2023-06-29 13:30:00,39.26668,-106.76085,1878.791404617051,0.16288551837979848,0.0,0.0071925876446447806,139.03225405201854,3114.4827546009165,278,RF 1
2023-06-29 14:30:00,2023-06-29 14:30:00,39.26668,-106.76085,1836.958147691364,0.18698464353023325,0.0,0.007280128746753102,137.38489263525815,3114.4827546009165,278,RF 1
2023-06-29 15:30:00,2023-06-29 15:30:00,39.26668,-106.76085,1859.8794886795288,0.172624500526583,0.0,0.007234988502165409,138.21722034536796,3114.4827546009165,278,RF 1
2023-06-29 16:00:00,2023-06-29 16:00:00,39.26668,-106.76085,1868.2149923056504,0.16827557122338666,0.0,0.0072225446584221805,138.4556317805655,3114.4827546009165,278,RF 1
2023-06-29 17:00:00,2023-06-29 17:00:00,39.26668,-106.76085,1880.2286555412245,0.1621548729393068,0.0,0.007192197533368384,139.0395627150776,3114.4827546009165,278,RF 1
2023-06-29 17:30:00,2023-06-29 17:30:00,39.26668,-106.76085,1888.529378539627,0.1580517822430681,0.0,0.007184585988020171,139.1868650006326,3114.4827546009165,278,RF 1
2023-06-29 18:00:00,2023-06-29 18:00:00,39.26668,-106.76085,1915.4861289701573,0.14534761197586135,0.0,0.007145774380937868,139.9428454762872,3114.4827546009165,278,RF 1
2023-06-29 18:30:00,2023-06-29 18:30:00,39.26668,-106.76085,1861.6900057307748,0.17167457559502328,0.0,0.00725221683446102,137.8888748864138,3114.4827546009165,278,RF 1
2023-06-29 19:30:00,2023-06-29 19:30:00,39.26668,-106.76085,1839.317444175379,0.18405963400877967,0.0,0.007285338885997809,137.26476802272762,3114.4827546009165,278,RF 1
2023-06-29 20:30:00,2023-06-29 20:30:00,39.26668,-106.76085,1816.350900909902,0.19719481818532286,0.0,0.007351351523187182,136.02940858505562,3114.4827546009165,278,RF 1
