half_hour,datetime,lat,long,mod_nc_cph,swc,bwe,Mod_cv,Mod_sqrt,N0_fit,Rhov_g_cm3,site,SiteName
2023-07-01 00:30:00,2023-07-01 00:30:00,39.37997,-106.96697,2480.6622763912683,0.059722900390625,0.0,0.009268003785943248,107.89810007595129,4982.395573822547,6.94383923930411e-06,F4,Fry 6
2023-07-01 01:00:00,2023-07-01 01:00:00,39.37997,-106.96697,2506.1117334257533,0.055450439453125,0.0,0.009217470759636717,108.48963084092415,4982.395573822547,7.5208321162824026e-06,F4,Fry 6
2023-07-01 01:30:00,2023-07-01 01:30:00,39.37997,-106.96697,2587.8058815403724,0.042938232421875,0.0,0.009077415526644964,110.16351483136329,4982.395573822547,7.798842424412425e-06,F4,Fry 6
2023-07-01 02:00:00,2023-07-01 02:00:00,39.37997,-106.96697,2576.410277802753,0.044586181640625,0.0,0.009093163873902113,109.97272389097216,4982.395573822547,8.137733450990453e-06,F4,Fry 6
2023-07-01 02:30:00,2023-07-01 02:30:00,39.37997,-106.96697,2503.383600684459,0.055877685546875,0.0,0.009245003270420485,108.16653826391968,4982.395573822547,8.194136818487393e-06,F4,Fry 6
2023-07-01 03:00:00,2023-07-01 03:00:00,39.37997,-106.96697,2480.428300499866,0.059783935546875,0.0,0.009268003785943248,107.89810007595129,4982.395573822547,8.197154003866752e-06,F4,Fry 6
2023-07-01 03:30:00,2023-07-01 03:30:00,39.37997,-106.96697,2536.811318554635,0.050567626953125,0.0,0.00917315387069111,109.01376059929315,4982.395573822547,8.02558566749338e-06,F4,Fry 6
2023-07-01 04:00:00,2023-07-01 04:00:00,39.37997,-106.96697,2522.4929267340713,0.052825927734375,0.0,0.009215904893531876,108.5080642164443,4982.395573822547,7.966137051606752e-06,F4,Fry 6
2023-07-01 04:30:00,2023-07-01 04:30:00,39.37997,-106.96697,2528.2486472223545,0.051910400390625,0.0,0.00922217315128329,108.43431191278893,4982.395573822547,7.744779883587242e-06,F4,Fry 6
2023-07-01 05:00:00,2023-07-01 05:00:00,39.37997,-106.96697,2477.1550399618886,0.060333251953125,0.0,0.009320186644198512,107.29398864801327,4982.395573822547,7.385118140275994e-06,F4,Fry 6
