half_hour,datetime,lat,long,mod_nc_cph,swc,bwe,Mod_cv,Mod_sqrt,N0_fit,Rhov_g_cm3,site,SiteName
2023-07-01 00:30:00,2023-07-01 00:30:00,39.332739,-106.978789,1555.9490562890467,0.996246337890625,0.0,0.011749267162315414,85.11169132381286,5296.5186255276285,7.944554358632003e-06,R4,RF5
2023-07-01 01:00:00,2023-07-01 01:00:00,39.332739,-106.978789,2539.727029342657,0.059783935546875,0.0,0.009186304243492507,108.8577052853862,5296.5186255276285,8.322980264730754e-06,R4,RF5
2023-07-01 01:30:00,2023-07-01 01:30:00,39.332739,-106.978789,2613.2121058276616,0.049957275390625,0.0,0.009059517220319521,110.38115781237303,5296.5186255276285,8.48297853391295e-06,R4,RF5
2023-07-01 02:00:00,2023-07-01 02:00:00,39.332739,-106.978789,2551.5935240643316,0.058135986328125,0.0,0.009173925859236192,109.00458705944443,5296.5186255276285,8.700753766399735e-06,R4,RF5
2023-07-01 02:30:00,2023-07-01 02:30:00,39.332739,-106.978789,2549.3877942594067,0.058441162109375,0.0,0.00919795460231938,108.71982339941506,5296.5186255276285,8.708692881904572e-06,R4,RF5
2023-07-01 03:00:00,2023-07-01 03:00:00,39.332739,-106.978789,2596.6852144039885,0.052032470703125,0.0,0.009090157869233562,110.00909053346456,5296.5186255276285,8.65828886180328e-06,R4,RF5
2023-07-01 03:30:00,2023-07-01 03:30:00,39.332739,-106.978789,2515.5658503623486,0.063323974609375,0.0,0.00925212302755615,108.08330120791094,5296.5186255276285,8.945929309291004e-06,R4,RF5
2023-07-01 04:00:00,2023-07-01 04:00:00,39.332739,-106.978789,2594.760210326103,0.052276611328125,0.0,0.009126427969889892,109.57189420649804,5296.5186255276285,8.45379960385983e-06,R4,RF5
2023-07-01 04:30:00,2023-07-01 04:30:00,39.332739,-106.978789,2558.9746936937017,0.057098388671875,0.0,0.009203406627203578,108.65541864076545,5296.5186255276285,8.202312386812578e-06,R4,RF5
2023-07-01 05:00:00,2023-07-01 05:00:00,39.332739,-106.978789,2582.962604240091,0.053863525390625,0.0,0.00916390518354299,109.12378292562992,5296.5186255276285,8.02546292571802e-06,R4,RF5
2023-07-01 05:30:00,2023-07-01 05:30:00,39.332739,-106.978789,2550.5464640458476,0.058258056640625,0.0,0.00922531208028885,108.39741694339399,5296.5186255276285,7.834568172137692e-06,R4,RF5
2023-07-01 06:00:00,2023-07-01 06:00:00,39.332739,-106.978789,2491.892801839893,0.066925048828125,0.0,0.009335607349326093,107.11675872616759,5296.5186255276285,7.668071297654445e-06,R4,RF5
2023-07-01 06:30:00,2023-07-01 06:30:00,39.332739,-106.978789,2568.6664610551916,0.055755615234375,0.0,0.009178561887086671,108.94952959971879,5296.5186255276285,7.466665335092088e-06,R4,RF5
2023-07-01 07:00:00,2023-07-01 07:00:00,39.332739,-106.978789,2596.910815418986,0.052032470703125,0.0,0.009121870452517103,109.62663909835054,5296.5186255276285,7.247422178740458e-06,R4,RF5
2023-07-01 07:30:00,2023-07-01 07:30:00,39.332739,-106.978789,2558.447666380496,0.057159423828125,0.0,0.009190182776172597,108.81176406988355,5296.5186255276285,7.113914992779138e-06,R4,RF5
2023-07-01 08:00:00,2023-07-01 08:00:00,39.332739,-106.978789,2517.3670567451227,0.063079833984375,0.0,0.009253707430860436,108.06479537758817,5296.5186255276285,6.811079867683858e-06,R4,RF5
2023-07-01 08:30:00,2023-07-01 08:30:00,39.332739,-106.978789,2504.9622258112868,0.064910888671875,0.0,0.009279968166051804,107.75899034419355,5296.5186255276285,6.805107860699927e-06,R4,RF5
2023-07-01 09:00:00,2023-07-01 09:00:00,39.332739,-106.978789,2535.1793416474907,0.060455322265625,0.0,0.009219037424177585,108.47119433287347,5296.5186255276285,6.540574344857916e-06,R4,RF5
2023-07-01 09:30:00,2023-07-01 09:30:00,39.332739,-106.978789,2516.993965441894,0.063140869140625,0.0,0.009243423333081697,108.18502669038817,5296.5186255276285,6.477006142783329e-06,R4,RF5
2023-07-01 10:00:00,2023-07-01 10:00:00,39.332739,-106.978789,2512.262773777529,0.063812255859375,0.0,0.00925212302755615,108.08330120791094,5296.5186255276285,6.359260795640574e-06,R4,RF5
2023-07-01 10:30:00,2023-07-01 10:30:00,39.332739,-106.978789,2509.461273625563,0.064239501953125,0.0,0.009264025931008332,107.94443014810908,5296.5186255276285,6.287862133173023e-06,R4,RF5
2023-07-01 11:00:00,2023-07-01 11:00:00,39.332739,-106.978789,2480.9411415319228,0.068695068359375,0.0,0.009310486534048232,107.40577265678041,5296.5186255276285,6.05680845271572e-06,R4,RF5
2023-07-01 11:30:00,2023-07-01 11:30:00,39.332739,-106.978789,2521.0561223654922,0.062530517578125,0.0,0.009239477030834173,108.23123393919151,5296.5186255276285,5.945893114832513e-06,R4,RF5
2023-07-01 12:00:00,2023-07-01 12:00:00,39.332739,-106.978789,2487.3300509292503,0.067657470703125,0.0,0.009300816647554057,107.5174404457249,5296.5186255276285,5.888079298746742e-06,R4,RF5
2023-07-01 12:30:00,2023-07-01 12:30:00,39.332739,-106.978789,2538.458692077903,0.059967041015625,0.0,0.009230026489291032,108.34205093129813,5296.5186255276285,5.950467713409241e-06,R4,RF5
2023-07-01 13:00:00,2023-07-01 13:00:00,39.332739,-106.978789,2574.7903550757806,0.054962158203125,0.0,0.009164674839210038,109.1146186356347,5296.5186255276285,6.076018923750089e-06,R4,RF5
2023-07-01 13:30:00,2023-07-01 13:30:00,39.332739,-106.978789,2532.6270770839083,0.060821533203125,0.0,0.009247374696205396,108.1387996974259,5296.5186255276285,6.785079692419504e-06,R4,RF5
2023-07-01 14:00:00,2023-07-01 14:00:00,39.332739,-106.978789,2560.0454457007068,0.056976318359375,0.0,0.009201068858241467,108.6830253535482,5296.5186255276285,7.015685038515476e-06,R4,RF5
2023-07-01 14:30:00,2023-07-01 14:30:00,39.332739,-106.978789,2605.881942748053,0.050872802734375,0.0,0.009126427969889892,109.57189420649804,5296.5186255276285,7.4174936986928225e-06,R4,RF5
