,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT,date,CRNS,Bare
96,96,2023-07-03 01:00:00,12586.0,0.0089136614742296,112.18734331465382,2725.08280696278,0.0402078045492421,2649.315425260765,0.051361083984375,5.296083840263457e-06,792.7,0.111,0.129,0.122,0.108,0.1189907873355065,0.011088042766136,0.0057503457226507,31.1,28.7,22.1,17.9,792.7,23.4,24.7,2023-07-03,0.051361083984375,752.8555548948069
97,97,2023-07-03 01:30:00,12520.0,0.0089371250675395,111.89280584559492,2718.490953202508,0.0413324443160061,2637.341386410372,0.052947998046875,5.6980479021539176e-06,792.8,0.11,0.129,0.123,0.108,0.1187430933127014,0.010798346300941,0.0056001068694431,29.9,28.3,22.3,17.9,792.8,29.2,22.1,2023-07-03,0.052947998046875,752.8555548948069
98,98,2023-07-03 02:00:00,12248.0,0.0090358166768497,110.67068265805538,2668.6732974889883,0.0501795823805857,2576.9956240898823,0.061676025390625,6.588038709517108e-06,792.9,0.109,0.128,0.123,0.108,0.1179709447652179,0.0098952615099628,0.0051317600318162,28.6,27.9,22.5,17.9,792.9,36.4,20.8,2023-07-03,0.061676025390625,752.8555548948069
99,99,2023-07-03 02:30:00,12222.0,0.0090454225688209,110.55315463612968,2657.159912124375,0.0523159627977337,2571.525189224897,0.062469482421875,6.166877962102233e-06,792.9,0.108,0.128,0.123,0.108,0.1175317908046236,0.0093816384979102,0.0048653911195829,27.4,27.4,22.6,17.9,792.9,37.2,19.3,2023-07-03,0.062469482421875,752.8555548948069
100,100,2023-07-03 03:00:00,12300.0,0.0090166963466743,110.90536506409416,2693.548041357001,0.0456835700285261,2600.444172557126,0.058197021484375,6.6301970129232975e-06,793.3,0.107,0.127,0.124,0.108,0.1169511021949293,0.0087024802537897,0.0045131743409816,26.3,26.9,22.7,17.9,793.3,44.5,17.5,2023-07-03,0.058197021484375,752.8555548948069
101,101,2023-07-03 03:30:00,12362.0,0.0089940568919429,111.18453129819814,2729.714236641992,0.0394237929015161,2634.42087263191,0.053375244140625,6.698595294493057e-06,794.0,0.106,0.126,0.124,0.108,0.1161789536474458,0.0077993954628115,0.0040448275033546,25.3,26.3,22.8,17.9,794.0,50.1,15.7,2023-07-03,0.053375244140625,752.8555548948069
102,102,2023-07-03 04:00:00,12584.0,0.0089143697790083,112.17842929904128,2781.548465923337,0.0309814014954746,2691.50710784218,0.045867919921875,6.195163119577584e-06,794.5,0.105,0.126,0.124,0.108,0.1157397996868515,0.0072857724507589,0.0037784585911214,24.4,25.8,22.8,17.9,794.5,46.9,15.5,2023-07-03,0.045867919921875,752.8555548948069
103,103,2023-07-03 04:30:00,12242.0,0.0090380307047369,110.64357188738984,2713.713283504371,0.0421540738408893,2624.0822153221425,0.054779052734375,6.325390973938763e-06,794.8,0.104,0.125,0.124,0.108,0.114967651139368,0.0063826876597807,0.0033101117534944,23.6,25.3,22.8,18.0,794.8,45.9,16.2,2023-07-03,0.054779052734375,752.8555548948069
104,104,2023-07-03 05:00:00,11972.0,0.0091393781266888,109.41663493271945,2654.9858765786457,0.0527234133364639,2566.2075054596216,0.063323974609375,6.40651196800667e-06,794.8,0.103,0.125,0.124,0.108,0.1145284971787737,0.0058690646477281,0.0030437428412611,22.8,24.8,22.8,18.0,794.8,48.5,15.5,2023-07-03,0.063323974609375,752.8555548948069
105,105,2023-07-03 05:30:00,12092.0,0.0090939158411454,109.9636303511302,2684.230214911473,0.0473489407414884,2593.81669700945,0.059112548828125,6.4550606352539725e-06,794.9,0.102,0.124,0.124,0.108,0.1137563486312902,0.00496597985675,0.0025753960036342,22.1,24.3,22.7,18.0,794.9,52.9,14.2,2023-07-03,0.059112548828125,752.8555548948069
