,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,BaroPress,airRH,airT,date,CRNS,Bare
1392,1392,2023-07-30 01:00:00,12634.0,0.0088967126492471,112.40106761058811,2821.254601158388,0.0224358865096398,2719.9593760603734,0.025970458984375,6.896564405796608e-06,795.4,0.011,0.066,0.0300046986496299,0.0150502285624141,0.0087131653228897,34.0,27.2,795.4,23.1,29.7,2023-07-30,0.025970458984375,834.3448733523034
1393,1393,2023-07-30 01:30:00,12406.0,0.0089780932446981,111.3822247937255,2790.442484445002,0.0276042760685738,2670.873517445385,0.031829833984375,8.29032193085803e-06,795.4,0.011,0.066,0.0300046986496299,0.0150502285624141,0.0087131653228897,32.8,27.2,795.4,31.5,27.4,2023-07-30,0.031829833984375,834.3448733523034
1394,1394,2023-07-30 02:00:00,12262.0,0.0090306569328438,110.73391531053169,2771.3841936389936,0.0309094575573688,2647.991094020535,0.034759521484375,8.629399870345999e-06,795.3,0.011,0.066,0.0300046986496299,0.0150502285624141,0.0087131653228897,31.7,27.1,795.3,39.0,24.3,2023-07-30,0.034759521484375,834.3448733523034
1395,1395,2023-07-30 02:30:00,12224.0,0.0090446825661552,110.56219968868204,2730.737190521477,0.0382528638530874,2637.864414332515,0.036102294921875,6.519918978309999e-06,795.2,0.01,0.066,0.0300046986496299,0.0150502285624141,0.0087131653228897,30.5,27.0,795.2,29.3,24.4,2023-07-30,0.036102294921875,834.3448733523034
1396,1396,2023-07-30 03:00:00,12236.0,0.0090402463609184,110.61645447219868,2724.792215807947,0.0393620269815675,2629.984689904716,0.037139892578125,6.675684960726961e-06,795.7,0.01,0.065,0.0295500820034234,0.0156077867213286,0.0090359575247224,29.2,26.7,795.7,30.0,24.4,2023-07-30,0.037139892578125,834.3448733523034
1397,1397,2023-07-30 03:30:00,12074.0,0.0091006919519146,109.88175462741756,2712.6938530126617,0.0416480708658794,2611.50109627638,0.039642333984375,7.175719520978716e-06,796.3,0.009,0.065,0.0295500820034234,0.0156077867213286,0.0090359575247224,27.8,26.5,796.3,41.3,20.1,2023-07-30,0.039642333984375,834.3448733523034
1398,1398,2023-07-30 04:00:00,12410.0,0.0089766462153963,111.40017953306898,2789.0829002582554,0.0278372589491686,2688.0849124097226,0.029754638671875,6.957864685269577e-06,796.5,0.009,0.065,0.0295500820034234,0.0156077867213286,0.0090359575247224,26.5,26.1,796.5,36.7,21.6,2023-07-30,0.029754638671875,834.3448733523034
1399,1399,2023-07-30 04:30:00,12448.0,0.0089629342422759,111.57060544785082,2809.402643966296,0.0243989448214443,2702.209538484089,0.028045654296875,7.346053222961211e-06,796.8,0.009,0.065,0.0295500820034234,0.0156077867213286,0.0090359575247224,25.7,25.8,796.8,33.2,24.3,2023-07-30,0.028045654296875,834.3448733523034
1400,1400,2023-07-30 05:00:00,12178.0,0.0090617487201407,110.35397591387454,2753.183861717655,0.0341467858644544,2645.6476937613093,0.035064697265625,7.527119058240588e-06,797.3,0.009,0.065,0.0295500820034234,0.0156077867213286,0.0090359575247224,25.2,25.4,797.3,35.6,23.5,2023-07-30,0.035064697265625,834.3448733523034
1401,1401,2023-07-30 05:30:00,12234.0,0.0090409852751672,110.60741385639572,2772.6504978963367,0.0306871953461292,2663.623015186967,0.032745361328125,7.5800045504532194e-06,797.6,0.009,0.065,0.0295500820034234,0.0156077867213286,0.0090359575247224,24.8,25.1,797.6,37.1,22.9,2023-07-30,0.032745361328125,834.3448733523034
1402,1402,2023-07-30 06:00:00,11984.0,0.0091348011905233,109.47145746723209,2717.462055406312,0.0407424362124671,2613.5881990531943,0.039337158203125,7.359957980993241e-06,797.7,0.008,0.064,0.0290954653572169,0.0161653448802431,0.0093587497265552,24.2,24.8,797.7,37.5,22.2,2023-07-30,0.039337158203125,834.3448733523034
1403,1403,2023-07-30 06:30:00,12378.0,0.0089882420816425,111.2564604865713,2802.896853155184,0.0254896732002257,2694.9751252234987,0.028900146484375,7.415840311652924e-06,797.6,0.008,0.064,0.0290954653572169,0.0161653448802431,0.0093587497265552,23.6,24.6,797.6,40.5,21.0,2023-07-30,0.028900146484375,834.3448733523034
1404,1404,2023-07-30 07:00:00,11696.0,0.0092465840181913,108.1480466767662,2650.6866507492514,0.0540075508439384,2548.3420623094376,0.048797607421875,7.437267485885501e-06,797.7,0.008,0.064,0.0290954653572169,0.0161653448802431,0.0093587497265552,22.9,24.3,797.7,44.6,19.4,2023-07-30,0.048797607421875,834.3448733523034
1405,1405,2023-07-30 07:30:00,12114.0,0.0090856544466786,110.06361796706484,2751.7465627353963,0.0344058996937686,2643.2612736710057,0.035369873046875,7.600409594529564e-06,797.9,0.007,0.064,0.0290954653572169,0.0161653448802431,0.0093587497265552,22.1,24.0,797.9,47.5,18.7,2023-07-30,0.035369873046875,834.3448733523034
1406,1406,2023-07-30 08:00:00,12358.0,0.0089955123587202,111.16654172906524,2807.841137622421,0.0246598806278727,2699.6920798293463,0.028350830078125,7.418476886549171e-06,797.8,0.008,0.064,0.0290954653572169,0.0161653448802431,0.0093587497265552,21.6,23.7,797.8,49.2,17.7,2023-07-30,0.028350830078125,834.3448733523034
1407,1407,2023-07-30 08:30:00,12210.0,0.0090498664023333,110.49886877249016,2772.5292950360576,0.0307084523735044,2665.419834065653,0.032562255859375,7.441636439927957e-06,797.7,0.007,0.064,0.0290954653572169,0.0161653448802431,0.0093587497265552,21.1,23.4,797.7,54.0,16.2,2023-07-30,0.032562255859375,834.3448733523034
1408,1408,2023-07-30 09:00:00,12366.0,0.008992602131417,111.20251795710384,2797.380205902253,0.02642199360746,2689.171000919838,0.029632568359375,7.45164277636337e-06,797.7,0.007,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,20.6,23.1,797.7,54.4,16.1,2023-07-30,0.029632568359375,834.3448733523034
1409,1409,2023-07-30 09:30:00,12414.0,0.0089751998855367,111.41813137905338,2812.6132704407546,0.0238641253419947,2700.3271298093614,0.028289794921875,7.70044840753138e-06,798.0,0.007,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,20.3,22.8,798.0,56.9,15.9,2023-07-30,0.028289794921875,834.3448733523034
1410,1410,2023-07-30 10:00:00,12250.0,0.0090350790290525,110.67971810589329,2770.525052216094,0.0310604723756384,2660.777543812341,0.033111572265625,7.638223163234523e-06,797.8,0.007,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,20.1,22.6,797.8,56.1,16.0,2023-07-30,0.033111572265625,834.3448733523034
1411,1411,2023-07-30 10:30:00,12304.0,0.0090152305746827,110.92339699089638,2783.1757527139944,0.0288544876379121,2674.452449429628,0.031402587890625,7.528249401837139e-06,797.9,0.007,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,19.7,22.4,797.9,54.3,16.3,2023-07-30,0.031402587890625,834.3448733523034
1412,1412,2023-07-30 11:00:00,12282.0,0.0090233011794584,110.82418508610834,2772.56734107509,0.0307017793348678,2665.235118392336,0.032562255859375,7.457630059231977e-06,798.2,0.007,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,19.3,22.1,798.2,58.2,15.0,2023-07-30,0.032562255859375,834.3448733523034
1413,1413,2023-07-30 11:30:00,12304.0,0.0090152305746827,110.92339699089638,2775.0441007630343,0.0302681118075293,2670.009192045213,0.031951904296875,7.284959572337459e-06,798.2,0.007,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,19.0,21.9,798.2,57.2,14.9,2023-07-30,0.031951904296875,834.3448733523034
1414,1414,2023-07-30 12:00:00,12464.0,0.0089571795487502,111.6422858956229,2804.706373629603,0.0251853510695659,2700.8410851919434,0.028228759765625,7.121601037209387e-06,798.4,0.007,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,18.7,21.7,798.4,57.3,14.5,2023-07-30,0.028228759765625,834.3448733523034
1415,1415,2023-07-30 12:30:00,12238.0,0.0090395076278132,110.62549434917794,2758.1249705772498,0.0332599082211839,2655.7317201210667,0.033782958984375,7.1399203856995405e-06,798.6,0.007,0.062,0.0281862320648038,0.017280461198072,0.0100043341302207,18.3,21.5,798.6,59.6,13.9,2023-07-30,0.033782958984375,834.3448733523034
1416,1416,2023-07-30 13:00:00,12212.0,0.009049125308576,110.50791826833044,2751.789226709393,0.034398200915143,2650.0895380060847,0.034515380859375,7.106656366021506e-06,798.6,0.007,0.062,0.0281862320648038,0.017280461198072,0.0100043341302207,18.0,21.3,798.6,55.8,14.9,2023-07-30,0.034515380859375,834.3448733523034
1417,1417,2023-07-30 13:30:00,12452.0,0.0089614945291123,111.58852987650656,2809.549705257486,0.0243743979352922,2704.138580625335,0.027801513671875,7.218778939602014e-06,798.7,0.006,0.062,0.0281862320648038,0.017280461198072,0.0100043341302207,17.8,21.1,798.7,52.7,16.1,2023-07-30,0.027801513671875,834.3448733523034
1418,1418,2023-07-30 14:00:00,11930.0,0.0091554517491454,109.22453936730518,2694.390330822257,0.0451820262552369,2593.281618184241,0.042144775390625,7.220132029785788e-06,798.7,0.007,0.062,0.0281862320648038,0.017280461198072,0.0100043341302207,17.8,20.9,798.7,47.6,17.8,2023-07-30,0.042144775390625,834.3448733523034
1419,1419,2023-07-30 14:30:00,12158.0,0.0090691989793291,110.26332119068424,2747.851812450654,0.035110624815551,2642.8430774420785,0.035430908203125,7.358008579702058e-06,798.7,0.007,0.061,0.0277316154185973,0.0178380193569865,0.0103271263320534,18.1,20.7,798.7,43.1,19.8,2023-07-30,0.035430908203125,834.3448733523034
1420,1420,2023-07-30 15:00:00,12076.0,0.0090999383026274,109.89085494252924,2722.4795471364146,0.0397960102636203,2618.6700183113185,0.038665771484375,7.341126100286237e-06,798.5,0.007,0.061,0.0277316154185973,0.0178380193569865,0.0103271263320534,18.9,20.6,798.5,39.4,21.3,2023-07-30,0.038665771484375,834.3448733523034
1421,1421,2023-07-30 15:30:00,12414.0,0.0089751998855367,111.41813137905338,2797.6457997160965,0.0263769505164735,2688.6890409255698,0.029632568359375,7.504466766768723e-06,798.2,0.008,0.061,0.0277316154185973,0.0178380193569865,0.0103271263320534,20.3,20.6,798.2,35.9,23.3,2023-07-30,0.029632568359375,834.3448733523034
1422,1422,2023-07-30 16:00:00,12080.0,0.0090984315655854,109.90905331227268,2714.928888044152,0.041222805888586,2612.5439755118737,0.039459228515625,7.257358790963122e-06,798.0,0.009,0.061,0.0277316154185973,0.0178380193569865,0.0103271263320534,22.3,20.6,798.0,31.0,25.3,2023-07-30,0.039459228515625,834.3448733523034
1423,1423,2023-07-30 16:30:00,12186.0,0.0090587737533107,110.3902169578446,2727.436831882683,0.0388674759105373,2627.807375781787,0.037445068359375,7.021024237918031e-06,797.6,0.009,0.061,0.0277316154185973,0.0178380193569865,0.0103271263320534,24.6,20.9,797.6,28.2,26.4,2023-07-30,0.037445068359375,834.3448733523034
1424,1424,2023-07-30 17:00:00,12262.0,0.0090306569328438,110.73391531053169,2758.2229415268025,0.033242384229196,2655.024658765032,0.033843994140625,7.197971981518524e-06,797.5,0.01,0.062,0.0281862320648038,0.017280461198072,0.0100043341302207,26.9,21.2,797.5,26.9,27.7,2023-07-30,0.033843994140625,834.3448733523034
1425,1425,2023-07-30 17:30:00,12214.0,0.0090483843968534,110.51696702316798,2740.864975515251,0.0363843880045491,2636.943601130455,0.036224365234375,7.298107912469999e-06,797.1,0.011,0.062,0.0281862320648038,0.017280461198072,0.0100043341302207,29.2,21.7,797.1,26.1,28.5,2023-07-30,0.036224365234375,834.3448733523034
1426,1426,2023-07-30 18:00:00,12408.0,0.0089773696425817,111.39120252515455,2769.6255889578947,0.0312187639437666,2671.660673642244,0.031768798828125,6.790402375331419e-06,796.6,0.012,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,31.5,22.3,796.6,23.5,29.1,2023-07-30,0.031768798828125,834.3448733523034
1427,1427,2023-07-30 18:30:00,12322.0,0.0090086434355712,111.00450441310927,2751.218724532858,0.0345011863448365,2652.438089888611,0.034210205078125,6.896564405796608e-06,796.3,0.013,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,33.6,23.0,796.3,23.1,29.7,2023-07-30,0.034210205078125,834.3448733523034
1428,1428,2023-07-30 19:00:00,12166.0,0.009066216671133,110.29959202100432,2713.6767814498494,0.0414608812629014,2611.2445221586067,0.039642333984375,7.264328079893794e-06,795.9,0.013,0.063,0.0286408487110104,0.0167229030391575,0.0096815419283879,35.5,23.7,795.9,24.2,29.8,2023-07-30,0.039642333984375,834.3448733523034
1429,1429,2023-07-30 19:30:00,12538.0,0.0089307075356465,111.97321108193692,2786.3778741790475,0.0283020689922908,2681.31349052938,0.030548095703125,7.256282195741945e-06,795.4,0.014,0.064,0.0290954653572169,0.0161653448802431,0.0093587497265552,36.5,24.5,795.4,23.4,30.4,2023-07-30,0.030548095703125,834.3448733523034
1430,1430,2023-07-30 20:00:00,12830.0,0.0088284949272917,113.26958991715296,2838.862089000935,0.0195753672047939,2729.907764421633,0.024810791015625,7.390992119552291e-06,795.1,0.014,0.064,0.0290954653572169,0.0161653448802431,0.0093587497265552,38.3,25.2,795.1,23.2,30.9,2023-07-30,0.024810791015625,834.3448733523034
1435,1435,2023-07-30 22:30:00,12370.0,0.0089911480765718,111.22050170719426,2767.379608912598,0.0316148689353959,2656.852052113644,0.033599853515625,7.703878752901263e-06,795.6,0.013,0.066,0.0300046986496299,0.0150502285624141,0.0087131653228897,39.7,28.5,795.6,30.6,26.6,2023-07-30,0.033599853515625,834.3448733523034
1436,1436,2023-07-30 23:00:00,12436.0,0.0089672575486977,111.5168148756052,2788.620126595677,0.0279166584812351,2679.2814601293067,0.030792236328125,7.557213192711305e-06,795.5,0.013,0.067,0.0304593152958364,0.0144926704034996,0.0083903731210569,39.0,28.7,795.5,32.1,25.4,2023-07-30,0.030792236328125,834.3448733523034
1437,1437,2023-07-30 23:30:00,12542.0,0.0089292832939445,111.99107107265291,2819.8417395364504,0.0226682934633623,2706.054772520951,0.027557373046875,7.786856634389381e-06,795.7,0.012,0.067,0.0304593152958364,0.0144926704034996,0.0083903731210569,37.2,28.8,795.7,34.6,24.6,2023-07-30,0.027557373046875,834.3448733523034
1630,1630,2023-08-04 00:00:00,10640.0,0.0096945841791185,103.15037566582102,2372.575403232376,0.1270230992121953,2265.66418841462,0.104827880859375,8.738441122756671e-06,793.5,0.202,0.067,0.1406267527621205,0.1206206258617748,0.0698319929245967,25.2,22.9,793.5,45.3,21.9,2023-08-04,0.104827880859375,887.1884050094634
