,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,BaroPress,airRH,airT,date,CRNS,Bare
16,16,2023-07-01 09:00:00,17834.0,0.0074881686800281,133.5440002396214,2332.5302522094544,0.2317644715654148,2265.4486811661686,0.214508056640625,5.483467032133087e-06,723.7,0.029,0.067,0.197,0.080139242599944,0.0014216196334023,0.0007274308722254,6.7,9.4,11.4,723.7,100.0,1.8,2023-07-01,0.214508056640625,1161.4633607005458
17,17,2023-07-01 09:30:00,18242.0,0.0074039550645261,135.06294828708576,2380.402673597036,0.2091953044684508,2312.841842340397,0.194915771484375,5.4094771283044114e-06,723.7,0.029,0.067,0.197,0.080139242599944,0.0014216196334023,0.0007274308722254,6.5,9.2,11.2,723.7,100.0,1.6,2023-07-01,0.194915771484375,1161.4633607005458
18,18,2023-07-01 10:00:00,18448.0,0.007362500800672,135.82341477079717,2408.57288406195,0.1969932495736329,2340.6628090705062,0.184356689453125,5.372811395343314e-06,723.8,0.029,0.067,0.197,0.080139242599944,0.0014216196334023,0.0007274308722254,6.2,8.9,11.1,723.8,100.0,1.5,2023-07-01,0.184356689453125,1161.4633607005458
19,19,2023-07-01 10:30:00,18166.0,0.00741942663996,134.78130434151467,2370.85034939336,0.2135066391451474,2304.8829460957727,0.198028564453125,5.300132840386703e-06,723.8,0.029,0.067,0.197,0.080139242599944,0.0014216196334023,0.0007274308722254,5.9,8.7,10.9,723.8,100.0,1.3,2023-07-01,0.198028564453125,1161.4633607005458
20,20,2023-07-01 11:00:00,18182.0,0.0074161614063813,134.8406466908254,2367.3881904776417,0.2150919656752982,2301.9523492007047,0.199249267578125,5.264117821042421e-06,723.9,0.029,0.067,0.197,0.080139242599944,0.0014216196334023,0.0007274308722254,5.7,8.5,10.8,723.9,100.0,1.2,2023-07-01,0.199249267578125,1161.4633607005458
21,21,2023-07-01 11:30:00,18470.0,0.0073581146804957,135.90437814875574,2406.18576799272,0.1979986933051752,2340.1174323976707,0.184539794921875,5.2283175163180405e-06,724.0,0.03,0.067,0.197,0.0805671374177751,0.0019196528845567,0.0009822703199739,5.5,8.3,10.6,724.0,100.0,1.1,2023-07-01,0.184539794921875,1161.4633607005458
22,22,2023-07-01 12:00:00,18172.0,0.0074182016720135,134.80356078383093,2365.0874015673166,0.2161523000288681,2300.147532735525,0.199920654296875,5.2283175163180405e-06,724.0,0.03,0.067,0.197,0.0805671374177751,0.0019196528845567,0.0009822703199739,5.2,8.1,10.5,724.0,100.0,1.1,2023-07-01,0.199920654296875,1161.4633607005458
23,23,2023-07-01 12:30:00,18492.0,0.0073537363899241,135.9852933224766,2416.3529367107944,0.1937516136353974,2349.119452857165,0.181243896484375,5.300132840386703e-06,724.1,0.03,0.067,0.197,0.0805671374177751,0.0019196528845567,0.0009822703199739,5.1,7.9,10.3,724.1,100.0,1.3,2023-07-01,0.181243896484375,1161.4633607005458
24,24,2023-07-01 13:00:00,18230.0,0.0074063915111662,135.01851724856112,2386.95669323037,0.2062893097442024,2319.209845120611,0.192413330078125,5.4094771283044114e-06,724.3,0.03,0.067,0.197,0.0805671374177751,0.0019196528845567,0.0009822703199739,4.9,7.7,10.2,724.3,100.0,1.6,2023-07-01,0.192413330078125,1161.4633607005458
25,25,2023-07-01 13:30:00,18086.0,0.0074358177493886,134.484199815443,2376.266019691668,0.2110511516687097,2304.241874026819,0.198333740234375,5.788370093909038e-06,724.5,0.03,0.067,0.197,0.0805671374177751,0.0019196528845567,0.0009822703199739,4.9,7.5,10.0,724.5,100.0,2.6,2023-07-01,0.198333740234375,1161.4633607005458
26,26,2023-07-01 14:00:00,18182.0,0.0074161614063813,134.8406466908254,2402.646424955577,0.1994989466702746,2318.1592749543065,0.192840576171875,6.749220680301293e-06,724.6,0.03,0.067,0.197,0.0805671374177751,0.0019196528845567,0.0009822703199739,4.9,7.4,9.9,724.6,100.0,4.9,2023-07-01,0.192840576171875,1161.4633607005458
