,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT,date,CRNS,Bare
15247,15247,2024-05-13 16:30:00,9738.0,0.0101336316718413,98.68130522039117,2167.891673473153,0.3375498782997218,2099.9681504679857,0.331756591796875,5.989819504328627e-06,788.0,0.272,0.288,0.27,0.344,0.2798426775755841,0.2147878398154665,0.1103713430207754,14.3,8.7,7.6,7.8,788.0,47.9,14.6,2024-05-13,0.331756591796875,825.9897750381228
15248,15248,2024-05-13 17:00:00,9552.0,0.0102318188633757,97.73433378296492,2126.5523630743787,0.370604018697074,2067.622772639388,0.356842041015625,5.27798748495121e-06,787.9,0.273,0.289,0.27,0.344,0.2806057352033515,0.2156773162721104,0.1108284113128608,16.8,9.7,7.7,7.8,787.9,39.0,15.9,2024-05-13,0.356842041015625,825.9897750381228
15249,15249,2024-05-13 17:30:00,9304.0,0.0103672876627579,96.45724441429996,2077.9058941329627,0.4149834453645691,2011.0114064725688,0.408416748046875,6.160018807146937e-06,787.7,0.274,0.289,0.27,0.344,0.2810370371409953,0.2161800737379673,0.1110867593495467,18.4,10.8,7.8,7.8,787.7,42.6,17.0,2024-05-13,0.408416748046875,825.9897750381228
15250,15250,2024-05-13 18:00:00,9738.0,0.0101336316718413,98.68130522039117,2160.493823639795,0.3431865997213226,2098.3456744440546,0.332916259765625,5.484757186529305e-06,787.4,0.274,0.29,0.27,0.344,0.2813687928311189,0.2165667927287544,0.1112854796049461,19.2,11.9,7.9,7.8,787.4,35.1,18.3,2024-05-13,0.332916259765625,825.9897750381228
15251,15251,2024-05-13 18:30:00,9650.0,0.0101797319711857,98.2344135219425,2129.150164750012,0.3684101803797133,2071.479209898019,0.353729248046875,5.1556425973489095e-06,787.0,0.275,0.29,0.27,0.344,0.2818000947687628,0.2170695501946112,0.111543827641632,21.0,13.0,8.1,7.8,787.0,31.1,19.3,2024-05-13,0.353729248046875,825.9897750381228
15252,15252,2024-05-13 19:00:00,9742.0,0.0101315510575761,98.70157040290697,2142.0494748662395,0.357757029140653,2086.667008266755,0.341766357421875,4.915021080319239e-06,786.7,0.276,0.291,0.27,0.344,0.2825631523965302,0.2179590266512552,0.1120008959337174,22.5,14.1,8.4,7.8,786.7,30.0,19.1,2024-05-13,0.341766357421875,825.9897750381228
15253,15253,2024-05-13 19:30:00,9894.0,0.0100534251067784,99.46858800646564,2168.675973514621,0.3369589939038542,2116.1418180130017,0.320159912109375,4.597304033360856e-06,786.5,0.277,0.292,0.27,0.344,0.2833262100242976,0.2188485031078991,0.1124579642258027,21.8,15.0,8.6,7.8,786.5,26.0,20.4,2024-05-13,0.320159912109375,825.9897750381228
15254,15254,2024-05-13 20:00:00,9684.0,0.0101618460141615,98.40731680114035,2114.952515026029,0.3806059735494247,2063.351871175589,0.360382080078125,4.631141648988015e-06,786.1,0.277,0.292,0.271,0.344,0.2835224973792589,0.2190773101791105,0.1125755395213313,20.3,15.4,9.0,7.7,786.1,25.0,21.2,2024-05-13,0.360382080078125,825.9897750381228
15255,15255,2024-05-13 20:30:00,9930.0,0.0100351848284818,99.6493853468249,2165.789403347054,0.3391400039176238,2114.2273346551774,0.321502685546875,4.516321912370766e-06,786.0,0.277,0.292,0.271,0.344,0.2835224973792589,0.2190773101791105,0.1125755395213313,20.2,15.7,9.3,7.7,786.0,26.3,19.9,2024-05-13,0.321502685546875,825.9897750381228
15256,15256,2024-05-13 21:00:00,9924.0,0.0100382179809853,99.61927524329818,2169.8628542036354,0.3360672222793184,2110.235748126668,0.324310302734375,5.232617583472489e-06,785.7,0.277,0.293,0.271,0.344,0.2838542530693825,0.2194640291698976,0.1127742597767306,19.1,15.8,9.6,7.7,785.7,27.6,21.6,2024-05-13,0.324310302734375,825.9897750381228
15257,15257,2024-05-13 21:30:00,9940.0,0.0100301356785629,99.69954864491612,2171.827223353534,0.3345976299622682,2121.9310882991645,0.316131591796875,4.354535856993701e-06,785.5,0.276,0.293,0.271,0.344,0.2834229511317386,0.2189612717040407,0.1125159117400447,19.0,15.8,10.0,7.7,785.5,24.2,20.7,2024-05-13,0.316131591796875,825.9897750381228
15258,15258,2024-05-13 22:00:00,9624.0,0.0101934733735916,98.10198774744578,2104.886075074281,0.3895683780019958,2054.4733192948856,0.367889404296875,4.544082138728953e-06,785.5,0.276,0.293,0.271,0.344,0.2834229511317386,0.2189612717040407,0.1125159117400447,18.8,15.8,10.3,7.7,785.5,27.9,19.0,2024-05-13,0.367889404296875,825.9897750381228
15259,15259,2024-05-13 22:30:00,9906.0,0.0100473339671057,99.52889027814987,2167.311560973489,0.3379877490164353,2111.5970864932724,0.323333740234375,4.886109826590271e-06,785.3,0.276,0.293,0.272,0.344,0.2836192384866999,0.2191900787752521,0.1126334870355733,17.8,15.8,10.5,7.7,785.3,30.0,19.0,2024-05-13,0.323333740234375,825.9897750381228
15260,15260,2024-05-13 23:00:00,9904.0,0.0100483483882267,99.51884243699784,2156.9428215775006,0.3459335425697823,2102.100394210564,0.330169677734375,4.831360621938939e-06,785.2,0.275,0.293,0.272,0.344,0.2831879365490561,0.2186873213093952,0.1123751389988873,16.9,15.5,10.7,7.7,785.2,28.3,19.8,2024-05-13,0.330169677734375,825.9897750381228
15261,15261,2024-05-13 23:30:00,9970.0,0.010015033834597,99.84988733093292,2173.624990909912,0.3332595687296704,2117.649405736164,0.319061279296875,4.894978875243159e-06,785.3,0.275,0.293,0.272,0.344,0.2831879365490561,0.2186873213093952,0.1123751389988873,16.4,15.3,10.9,7.8,785.3,31.7,18.1,2024-05-13,0.319061279296875,825.9897750381228
15262,15262,2024-05-14 00:00:00,10224.0,0.0098898471516154,101.11379727811632,2218.1654450529063,0.3020813343456721,2160.2973213263263,0.291168212890625,4.960576075725818e-06,785.2,0.274,0.293,0.272,0.344,0.2827566346114122,0.2181845638435383,0.1121167909622014,15.8,15.1,11.1,7.8,785.2,29.4,19.6,2024-05-14,0.291168212890625,828.2881980568985
15263,15263,2024-05-14 00:30:00,9880.0,0.0100605454573191,99.39818911831344,2150.1260991886425,0.3512836765757195,2093.956260749717,0.336212158203125,4.9675449903667765e-06,785.0,0.274,0.293,0.272,0.344,0.2827566346114122,0.2181845638435383,0.1121167909622014,15.2,14.9,11.2,7.8,785.0,30.5,19.0,2024-05-14,0.336212158203125,828.2881980568985
15264,15264,2024-05-14 01:00:00,9772.0,0.0101159871930064,98.85342685005918,2126.859797008975,0.3703435262494278,2074.0837088273056,0.351654052734375,4.7121288411247655e-06,785.2,0.273,0.293,0.272,0.344,0.2823253326737684,0.2176818063776815,0.1118584429255154,14.5,14.6,11.3,7.8,785.2,29.8,18.5,2024-05-14,0.351654052734375,828.2881980568985
15265,15265,2024-05-14 01:30:00,10088.0,0.009956288286669,100.43903623591775,2198.8149365513405,0.3151772964011267,2142.7128590838934,0.302276611328125,4.848654154026347e-06,785.3,0.273,0.293,0.272,0.344,0.2823253326737684,0.2176818063776815,0.1118584429255154,14.1,14.3,11.4,7.9,785.3,31.4,18.1,2024-05-14,0.302276611328125,828.2881980568985
15266,15266,2024-05-14 02:00:00,9838.0,0.0100819976271416,99.18669265581951,2143.596252160892,0.3565058016895626,2090.781045384468,0.338592529296875,4.677961792831966e-06,785.5,0.272,0.293,0.273,0.344,0.2820903180910858,0.217407855983036,0.111717670184358,13.8,14.0,11.4,7.9,785.5,35.2,15.6,2024-05-14,0.338592529296875,828.2881980568985
15267,15267,2024-05-14 02:30:00,9790.0,0.010106683232657,98.94442884771227,2133.305250852625,0.3649353714065592,2080.5800400807016,0.346466064453125,4.692887431693259e-06,785.5,0.272,0.292,0.273,0.344,0.2817585624009623,0.2170211369922489,0.1115189499289587,13.1,13.7,11.4,7.9,785.5,37.3,14.7,2024-05-14,0.346466064453125,828.2881980568985
15268,15268,2024-05-14 03:00:00,9752.0,0.0101263551235672,98.75221516502808,2124.2767392251176,0.3725394551974679,2072.153064564971,0.353179931640625,4.658213965722689e-06,785.6,0.271,0.292,0.273,0.344,0.2813272604633184,0.2165183795263921,0.1112606018922727,12.2,13.4,11.4,8.0,785.6,40.1,13.4,2024-05-14,0.353179931640625,828.2881980568985
15269,15269,2024-05-14 03:30:00,9872.0,0.0100646210278559,99.35793878699376,2147.672460273546,0.3532346346219769,2093.1638965702296,0.336822509765625,4.822450110150029e-06,785.8,0.27,0.292,0.273,0.344,0.2808959585256746,0.2160156220605352,0.1110022538555867,11.5,13.0,11.4,8.0,785.8,45.0,12.1,2024-05-14,0.336822509765625,828.2881980568985
15270,15270,2024-05-14 04:00:00,10000.0,0.01,100.0,2176.660221177628,0.3310152868774718,2121.847508128325,0.316192626953125,4.7838039150566815e-06,785.9,0.27,0.292,0.273,0.344,0.2808959585256746,0.2160156220605352,0.1110022538555867,10.9,12.6,11.4,8.1,785.9,45.2,11.9,2024-05-14,0.316192626953125,828.2881980568985
15271,15271,2024-05-14 04:30:00,9802.0,0.0101004948353632,99.0050503762308,2136.811221992835,0.3620356153593762,2082.864548093712,0.344696044921875,4.7963391595853535e-06,786.1,0.269,0.292,0.273,0.344,0.2804646565880307,0.2155128645946784,0.1107439058189008,10.4,12.2,11.3,8.1,786.1,51.4,9.9,2024-05-14,0.344696044921875,828.2881980568985
15272,15272,2024-05-14 05:00:00,10070.0,0.0099651826846491,100.3493896344168,2196.557248185993,0.3167488570055361,2139.441659401716,0.304412841796875,4.9437949567342e-06,786.2,0.269,0.291,0.273,0.344,0.2801329008979072,0.2151261456038913,0.1105451855635014,9.9,11.9,11.3,8.1,786.2,54.0,9.6,2024-05-14,0.304412841796875,828.2881980568985
15273,15273,2024-05-14 05:30:00,9826.0,0.0100881520672064,99.12618221237013,2145.663109797328,0.3548424237390831,2092.165222426798,0.337554931640625,4.735293404904325e-06,786.5,0.268,0.291,0.272,0.344,0.279505311605302,0.214394581066823,0.1101692622312868,9.7,11.5,11.2,8.2,786.5,43.1,12.5,2024-05-14,0.337554931640625,828.2881980568985
15274,15274,2024-05-14 06:00:00,10008.0,0.0099960023984011,100.0399920031984,2153.191334704938,0.3488652675304111,2093.611164413709,0.336456298828125,5.270016255303898e-06,786.7,0.268,0.29,0.272,0.344,0.2791735559151784,0.2140078620760359,0.1099705419758875,9.7,11.2,11.1,8.2,786.7,51.7,11.3,2024-05-14,0.336456298828125,828.2881980568985
15275,15275,2024-05-14 06:30:00,9862.0,0.0100697224631411,99.30760293149764,2113.8303729891068,0.381591793236322,2051.691657182594,0.370330810546875,5.608625230557511e-06,786.7,0.268,0.29,0.272,0.344,0.2791735559151784,0.2140078620760359,0.1099705419758875,9.6,11.0,11.0,8.2,786.7,57.5,10.6,2024-05-14,0.370330810546875,828.2881980568985
15276,15276,2024-05-14 07:00:00,10114.0,0.0099434827658885,100.568384694197,2171.580066616763,0.334782100206028,2108.7169299521925,0.325408935546875,5.520571035019856e-06,787.0,0.267,0.29,0.272,0.344,0.2787422539775346,0.213505104610179,0.1097121939392015,9.5,10.8,10.9,8.3,787.0,60.3,9.6,2024-05-14,0.325408935546875,828.2881980568985
15277,15277,2024-05-14 07:30:00,9948.0,0.0100261018414086,99.73966111833346,2138.113241049047,0.360966138838538,2077.128061219208,0.349212646484375,5.437099440903758e-06,787.2,0.267,0.29,0.272,0.344,0.2787422539775346,0.213505104610179,0.1097121939392015,9.3,10.6,10.8,8.3,787.2,62.5,8.8,2024-05-14,0.349212646484375,828.2881980568985
15278,15278,2024-05-14 08:00:00,9908.0,0.0100463198531524,99.53893710503444,2138.823032962182,0.3603847940405157,2078.336082454886,0.348236083984375,5.389545620432098e-06,787.2,0.267,0.289,0.272,0.344,0.278410498287411,0.213118385619392,0.1095134736838022,8.9,10.5,10.7,8.4,787.2,67.8,7.4,2024-05-14,0.348236083984375,828.2881980568985
15279,15279,2024-05-14 08:30:00,9688.0,0.0101597479763536,98.42763839491424,2092.4202062019053,0.4010500676855263,2032.188127454879,0.387847900390625,5.488708700816126e-06,787.2,0.267,0.289,0.272,0.344,0.278410498287411,0.213118385619392,0.1095134736838022,8.6,10.2,10.6,8.4,787.2,61.5,9.2,2024-05-14,0.387847900390625,828.2881980568985
15280,15280,2024-05-14 09:00:00,9794.0,0.0101046191698901,98.96464014990404,2125.0151527653225,0.3719100202170752,2062.0255982689323,0.361480712890625,5.656928955653517e-06,786.7,0.266,0.289,0.272,0.345,0.2780198513670384,0.2126630186511743,0.1092794778305329,8.6,10.0,10.5,8.4,786.7,64.2,9.0,2024-05-14,0.361480712890625,828.2881980568985
15281,15281,2024-05-14 09:30:00,9726.0,0.0101398812140153,98.62048468751308,2107.4402164702774,0.3872687861209993,2046.219115710281,0.375091552734375,5.540580084721493e-06,786.6,0.266,0.289,0.272,0.345,0.2780198513670384,0.2126630186511743,0.1092794778305329,8.6,9.9,10.4,8.4,786.6,69.7,7.4,2024-05-14,0.375091552734375,828.2881980568985
15282,15282,2024-05-14 10:00:00,9952.0,0.0100240867470578,99.7597113067194,2146.4317743952533,0.354226294531862,2087.679938969203,0.340972900390625,5.211512224768864e-06,786.2,0.266,0.289,0.272,0.345,0.2780198513670384,0.2126630186511743,0.1092794778305329,8.4,9.7,10.3,8.5,786.2,64.3,7.7,2024-05-14,0.340972900390625,828.2881980568985
15283,15283,2024-05-14 10:30:00,9728.0,0.0101388388206726,98.63062404750362,2100.7900599925943,0.3932932636791005,2043.6629584917368,0.377349853515625,5.176535018443888e-06,786.4,0.265,0.288,0.271,0.345,0.2770605063843097,0.2115447351233189,0.1087048342429189,8.0,9.6,10.2,8.5,786.4,64.7,7.5,2024-05-14,0.377349853515625,828.2881980568985
15284,15284,2024-05-14 11:00:00,9708.0,0.0101492772449555,98.5291834940288,2101.78783625515,0.3923816486324385,2042.432158679355,0.378448486328125,5.381717134131456e-06,786.6,0.265,0.288,0.271,0.345,0.2770605063843097,0.2115447351233189,0.1087048342429189,7.7,9.4,10.1,8.5,786.6,66.4,7.7,2024-05-14,0.378448486328125,828.2881980568985
15285,15285,2024-05-14 11:30:00,10032.0,0.0099840382978858,100.15987220439132,2178.2014992237505,0.3298827097432601,2115.210711019275,0.320770263671875,5.514798463263036e-06,786.9,0.265,0.288,0.271,0.345,0.2770605063843097,0.2115447351233189,0.1087048342429189,7.5,9.2,10.0,8.5,786.9,71.2,7.0,2024-05-14,0.320770263671875,828.2881980568985
15286,15286,2024-05-14 12:00:00,9990.0,0.0100050037531277,99.9499874937461,2169.6447838674376,0.3362308536412945,2108.278775805867,0.325714111328125,5.390214850791584e-06,786.9,0.264,0.287,0.271,0.345,0.2762974487565423,0.2106552586666749,0.1082477659508336,7.3,9.0,9.9,8.5,786.9,73.8,6.1,2024-05-14,0.325714111328125,828.2881980568985
15287,15287,2024-05-14 12:30:00,10004.0,0.0099980005998,100.0199980003999,2170.508679452172,0.3355831932283757,2111.233320636826,0.323577880859375,5.199291898172085e-06,786.9,0.265,0.287,0.271,0.345,0.2767287506941861,0.2111580161325318,0.1085061139875196,7.1,8.9,9.8,8.5,786.9,72.6,5.8,2024-05-14,0.323577880859375,828.2881980568985
