,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,BaroPress,airRH,airT,date,CRNS,Bare
104,104,2023-07-03 05:00:00,11972.0,0.0091393781266888,109.41663493271945,2654.9858765786457,0.0480609696604583,2566.2075054596216,0.056121826171875,6.40651196800667e-06,794.8,0.04,0.04,0.001414213562373,0.001,20.2,794.8,48.5,15.5,2023-07-03,0.056121826171875,944.1247911270029
105,105,2023-07-03 05:30:00,12092.0,0.0090939158411454,109.9636303511302,2684.230214911473,0.0434064454358484,2593.81669700945,0.052398681640625,6.4550606352539725e-06,794.9,0.039,0.039,0.0028284271247461,0.002,19.8,794.9,52.9,14.2,2023-07-03,0.052398681640625,944.1247911270029
106,106,2023-07-03 06:00:00,12026.0,0.0091188358980577,109.66312051004202,2670.557167523276,0.045557574458862,2579.0811425206866,0.054351806640625,6.568232519257877e-06,795.0,0.039,0.039,0.0028284271247461,0.002,19.4,795.0,57.6,13.1,2023-07-03,0.054351806640625,944.1247911270029
107,107,2023-07-03 06:30:00,12202.0,0.0090528325992016,110.46266337545912,2708.323862747232,0.039718919470729,2614.3336705382976,0.049774169921875,6.657754266776057e-06,795.0,0.039,0.039,0.0028284271247461,0.002,19.0,795.0,64.5,11.5,2023-07-03,0.049774169921875,944.1247911270029
108,108,2023-07-03 07:00:00,12058.0,0.0091067278948444,109.80892495603445,2671.3063311174383,0.0454385850096329,2579.723229541058,0.054290771484375,6.574284183296979e-06,794.8,0.039,0.039,0.0028284271247461,0.002,18.6,794.8,67.4,10.6,2023-07-03,0.054290771484375,944.1247911270029
109,109,2023-07-03 07:30:00,12214.0,0.0090483843968534,110.51696702316798,2705.1903596627944,0.0401912499024426,2613.098318594666,0.049957275390625,6.52638347280204e-06,794.8,0.039,0.039,0.0028284271247461,0.002,18.3,794.8,72.2,9.4,2023-07-03,0.049957275390625,944.1247911270029
110,110,2023-07-03 08:00:00,12480.0,0.0089514359254929,111.71392035015153,2750.080240167892,0.0336221745450854,2657.280684230066,0.044586181640625,6.467176408362196e-06,794.8,0.039,0.039,0.0028284271247461,0.002,17.9,794.8,75.3,8.6,2023-07-03,0.044586181640625,944.1247911270029
111,111,2023-07-03 08:30:00,12300.0,0.0090166963466743,110.90536506409416,2713.7313711849083,0.0389088068216352,2620.8612947451834,0.048980712890625,6.562026894797925e-06,794.9,0.039,0.039,0.0028284271247461,0.002,17.6,794.9,78.9,8.1,2023-07-03,0.048980712890625,944.1247911270029
112,112,2023-07-03 09:00:00,12476.0,0.0089528707954108,111.6960160435456,2753.030843965838,0.0332047945519772,2658.363049856984,0.044464111328125,6.59468727721901e-06,794.9,0.038,0.038,0.0042426406871192,0.0029999999999999,17.3,794.9,83.5,7.3,2023-07-03,0.044464111328125,944.1247911270029
113,113,2023-07-03 09:30:00,12308.0,0.0090137655172951,110.9414259868693,2728.1252614116243,0.0367827223219486,2633.933203836247,0.047332763671875,6.622405457991426e-06,795.1,0.038,0.038,0.0042426406871192,0.0029999999999999,17.0,795.1,85.5,7.0,2023-07-03,0.047332763671875,944.1247911270029
114,114,2023-07-03 10:00:00,12034.0,0.0091158043700822,109.69958978957033,2666.5447267185805,0.0461971211558683,2577.171720234542,0.054595947265625,6.42198446706426e-06,795.2,0.038,0.038,0.0042426406871192,0.0029999999999999,16.7,795.2,85.1,6.6,2023-07-03,0.054595947265625,944.1247911270029
115,115,2023-07-03 10:30:00,12224.0,0.0090446825661552,110.56219968868204,2703.649282428053,0.0404243292856913,2615.9570591236825,0.049591064453125,6.207785619141823e-06,795.1,0.038,0.038,0.0042426406871192,0.0029999999999999,16.5,795.1,82.8,6.5,2023-07-03,0.049591064453125,944.1247911270029
116,116,2023-07-03 11:00:00,12256.0,0.009032867169124,110.70682002478438,2705.142101096778,0.040198540882604,2617.7949803186543,0.049346923828125,6.179014345394061e-06,795.1,0.038,0.038,0.0042426406871192,0.0029999999999999,16.2,795.1,83.5,6.3,2023-07-03,0.049346923828125,944.1247911270029
