,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,BaroPress,airRH,airT,date,CRNS,Bare
2165,2165,2023-08-15 03:30:00,11972.0,0.0091393781266888,109.41663493271945,2709.606839672796,0.0395261433607101,2608.5791381440545,0.050506591796875,7.172039882885991e-06,798.1,0.079,0.079,0.0537401153701776,0.0379999999999999,23.0,798.1,50.5,16.7,2023-08-15,0.050506591796875,966.1196698818366
2166,2166,2023-08-15 04:00:00,11884.0,0.0091731538706911,109.01376059929316,2705.7715770939462,0.0401034785148127,2598.844854009114,0.051788330078125,7.619248600070592e-06,798.6,0.079,0.079,0.0537401153701776,0.0379999999999999,22.5,798.6,56.3,15.9,2023-08-15,0.051788330078125,966.1196698818366
2167,2167,2023-08-15 04:30:00,12110.0,0.009087154843757,110.04544515789829,2752.385936107504,0.0332958737654299,2654.0560784217355,0.044952392578125,6.860907368468312e-06,798.9,0.078,0.078,0.0523259018078045,0.0369999999999999,22.1,798.9,54.2,14.8,2023-08-15,0.044952392578125,966.1196698818366
2168,2168,2023-08-15 05:00:00,11684.0,0.0092513311310316,108.09255293497328,2660.8506984801734,0.0471112624735586,2561.96428682859,0.056671142578125,7.147757112830569e-06,799.1,0.078,0.078,0.0523259018078045,0.0369999999999999,21.7,799.1,59.3,14.0,2023-08-15,0.056671142578125,966.1196698818366
2169,2169,2023-08-15 05:30:00,11928.0,0.0091562192766438,109.21538353180836,2718.681458304313,0.038172709125954,2619.2763067575097,0.049163818359375,7.028033411390831e-06,799.3,0.077,0.077,0.0509116882454314,0.036,21.4,799.3,62.4,12.9,2023-08-15,0.049163818359375,966.1196698818366
2170,2170,2023-08-15 06:00:00,11772.0,0.0092166877268221,108.49884792015077,2680.5433346855625,0.043982234280279,2578.8479268383635,0.054412841796875,7.302672925640402e-06,799.5,0.077,0.077,0.0509116882454314,0.036,21.1,799.5,67.3,12.3,2023-08-15,0.054412841796875,966.1196698818366
2171,2171,2023-08-15 06:30:00,11754.0,0.009223742215208,108.41586599755593,2677.9265469613983,0.0443927998642974,2579.261883797562,0.054351806640625,7.083900256118013e-06,799.6,0.077,0.077,0.0509116882454314,0.036,20.7,799.6,68.2,11.6,2023-08-15,0.054351806640625,966.1196698818366
2172,2172,2023-08-15 07:00:00,11868.0,0.0091793352419253,108.94035065117058,2701.0719108816343,0.0408153039983777,2604.27769584052,0.051055908203125,6.882850728965121e-06,799.6,0.077,0.077,0.0509116882454314,0.036,20.5,799.6,67.1,11.4,2023-08-15,0.051055908203125,966.1196698818366
2173,2173,2023-08-15 07:30:00,11924.0,0.0091577549109149,109.1970695577496,2717.3586097998195,0.0383689117349081,2618.4712002614488,0.049285888671875,6.993578255135254e-06,799.7,0.076,0.076,0.0494974746830583,0.035,20.2,799.7,70.8,10.8,2023-08-15,0.049285888671875,966.1196698818366
2174,2174,2023-08-15 08:00:00,11960.0,0.0091439619494931,109.36178491593851,2717.5106052599003,0.0383463491571871,2620.07653059197,0.049102783203125,6.886572567653679e-06,799.9,0.077,0.077,0.0509116882454314,0.036,19.9,799.9,73.8,9.9,2023-08-15,0.049102783203125,966.1196698818366
2175,2175,2023-08-15 08:30:00,11704.0,0.0092434233330816,108.18502669038816,2659.639619390606,0.0473066951946586,2565.861384666852,0.056182861328125,6.768229908067727e-06,800.0,0.076,0.076,0.0494974746830583,0.035,19.7,800.0,74.4,9.5,2023-08-15,0.056182861328125,966.1196698818366
2176,2176,2023-08-15 09:00:00,11574.0,0.0092951897755526,107.58252646224663,2639.6274668512942,0.0505879667445305,2546.5689522203893,0.058868408203125,6.767167348819161e-06,800.1,0.076,0.076,0.0494974746830583,0.035,19.4,800.1,76.8,9.0,2023-08-15,0.058868408203125,966.1196698818366
2177,2177,2023-08-15 09:30:00,11852.0,0.0091855291260592,108.86689120205465,2697.670954435546,0.0413334495768292,2602.092202743955,0.051361083984375,6.802129768157849e-06,800.2,0.076,0.076,0.0494974746830583,0.035,19.2,800.2,79.2,8.6,2023-08-15,0.051361083984375,966.1196698818366
2178,2178,2023-08-15 10:00:00,11788.0,0.0092104306400678,108.57255638511973,2686.610145765694,0.0430364147112145,2591.810986712778,0.052703857421875,6.773410528242177e-06,800.4,0.075,0.075,0.0480832611206852,0.0339999999999999,19.0,800.4,80.4,8.3,2023-08-15,0.052703857421875,966.1196698818366
2179,2179,2023-08-15 10:30:00,11754.0,0.009223742215208,108.41586599755593,2678.91905149843,0.0442368931070088,2586.2170237471096,0.053436279296875,6.637896981784441e-06,800.5,0.076,0.076,0.0494974746830583,0.035,18.8,800.5,79.3,8.2,2023-08-15,0.053436279296875,966.1196698818366
2180,2180,2023-08-15 11:00:00,11720.0,0.0092371116742145,108.25894882179486,2676.112993109129,0.0446782694920157,2583.1068877680823,0.053863525390625,6.667688790771034e-06,800.6,0.075,0.075,0.0480832611206852,0.0339999999999999,18.5,800.6,82.8,7.6,2023-08-15,0.053863525390625,966.1196698818366
2181,2181,2023-08-15 11:30:00,11984.0,0.0091348011905233,109.47145746723209,2738.167871858702,0.0353248951699284,2645.14038947765,0.045989990234375,6.512815584600619e-06,800.8,0.075,0.075,0.0480832611206852,0.0339999999999999,18.3,800.8,83.0,7.2,2023-08-15,0.045989990234375,966.1196698818366
2182,2182,2023-08-15 12:00:00,11398.0,0.0093666797904349,106.761416251378,2607.1482342993218,0.0561303893148229,2518.8622332843747,0.062835693359375,6.490731899177561e-06,801.1,0.075,0.075,0.0480832611206852,0.0339999999999999,18.1,801.1,83.8,7.0,2023-08-15,0.062835693359375,966.1196698818366
2183,2183,2023-08-15 12:30:00,11588.0,0.009289573103761,107.64757312638312,2667.9979824664915,0.0459650459422541,2578.242529974572,0.054473876953125,6.446786870457864e-06,801.5,0.075,0.075,0.0480832611206852,0.0339999999999999,17.9,801.5,81.1,7.4,2023-08-15,0.054473876953125,966.1196698818366
2184,2184,2023-08-15 13:00:00,11530.0,0.0093129087219747,107.37783756436892,2661.056770324532,0.047078043622153,2570.945261651975,0.055450439453125,6.490731899177561e-06,801.8,0.075,0.075,0.0480832611206852,0.0339999999999999,17.8,801.8,83.8,7.0,2023-08-15,0.055450439453125,966.1196698818366
2185,2185,2023-08-15 13:30:00,11818.0,0.0091987328698337,108.71062505569546,2730.1616917530096,0.0364854285046761,2637.0817236961457,0.046966552734375,6.5364038462494e-06,801.9,0.074,0.074,0.0466690475583121,0.0329999999999999,17.6,801.9,79.1,8.0,2023-08-15,0.046966552734375,966.1196698818366
2186,2186,2023-08-15 14:00:00,11736.0,0.0092308129270285,108.33282051160673,2728.4803488875214,0.0367308220771013,2625.122997359314,0.048431396484375,7.29118228069891e-06,802.1,0.075,0.075,0.0480832611206852,0.0339999999999999,17.6,802.1,75.7,10.4,2023-08-15,0.048431396484375,966.1196698818366
2187,2187,2023-08-15 14:30:00,11536.0,0.0093104865340482,107.4057726567804,2681.645121968195,0.0438098391213612,2582.26544427145,0.053924560546875,7.126937340521164e-06,802.2,0.075,0.075,0.0480832611206852,0.0339999999999999,17.5,802.2,60.6,13.6,2023-08-15,0.053924560546875,966.1196698818366
2188,2188,2023-08-15 15:00:00,11648.0,0.0092656164582637,107.92590050585632,2706.669040700823,0.039968094255581,2602.3218749065686,0.051300048828125,7.425503127606821e-06,802.2,0.075,0.075,0.0480832611206852,0.0339999999999999,17.6,802.2,52.6,16.6,2023-08-15,0.051300048828125,966.1196698818366
2189,2189,2023-08-15 15:30:00,11570.0,0.0092967964110802,107.56393447619884,2668.0951464416544,0.0459495473371618,2566.833721458875,0.055999755859375,7.305543627848938e-06,801.9,0.074,0.074,0.0466690475583121,0.0329999999999999,17.9,801.9,40.6,20.7,2023-08-15,0.055999755859375,966.1196698818366
2190,2190,2023-08-15 16:00:00,11726.0,0.009234748133298,108.28665661105248,2703.9570050264065,0.0403777465044902,2595.768905896416,0.052154541015625,7.718265338147189e-06,801.6,0.074,0.074,0.0466690475583121,0.0329999999999999,18.2,801.6,39.1,22.3,2023-08-15,0.052154541015625,966.1196698818366
