,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT,date,CRNS,Bare
46,46,2023-07-02 00:00:00,15104.000000000002,0.0081368069363014,122.89833196589774,1885.3775549021807,0.231634449547174,1830.336803570356,0.242279052734375,5.568773849836468e-06,716.7,0.081,0.076,0.128,0.209,0.0993554166213183,0.0015456594683385,0.0007537406068041,24.6,17.9,13.1,11.2,716.7,37.6,17.4,2023-07-02,0.242279052734375,702.2184260658834
47,47,2023-07-02 00:30:00,15236.0,0.0081014828691044,123.43419299367578,1905.0669890452696,0.2180713466527947,1844.5727729167656,0.231536865234375,6.073293925224309e-06,716.7,0.082,0.076,0.128,0.209,0.0997391933423545,0.0019852464602916,0.0009681051371842,24.8,18.5,13.4,11.2,716.7,41.5,17.2,2023-07-02,0.231536865234375,702.2184260658834
48,48,2023-07-02 01:00:00,15192.0,0.0081132063918539,123.25583150504482,1893.411570433264,0.2259920928183626,1840.584930687785,0.234466552734375,5.315001172112194e-06,716.8,0.081,0.076,0.129,0.209,0.0995774846111502,0.0018000214301472,0.0008777801791478,24.8,18.9,13.6,11.2,716.8,37.2,16.8,2023-07-02,0.234466552734375,702.2184260658834
49,49,2023-07-02 01:30:00,15512.000000000002,0.008029085857112,124.54717981552211,1936.0492407031304,0.1984208074216081,1880.7227880487656,0.206878662109375,5.447713743644113e-06,716.9,0.081,0.076,0.129,0.209,0.0995774846111502,0.0018000214301472,0.0008777801791478,24.6,19.3,13.8,11.2,716.9,42.0,15.2,2023-07-02,0.206878662109375,702.2184260658834
50,50,2023-07-02 02:00:00,15238.0,0.0081009511885218,123.44229421069588,1906.402970478372,0.2171827926609906,1850.611454350577,0.227142333984375,5.582891115041471e-06,717.0,0.081,0.076,0.129,0.209,0.0995774846111502,0.0018000214301472,0.0008777801791478,24.0,19.5,14.1,11.2,717.0,50.5,12.6,2023-07-02,0.227142333984375,702.2184260658834
51,51,2023-07-02 02:30:00,15228.000000000002,0.0081036106387719,123.4017828072188,1912.2400821789608,0.2133458069053133,1852.0909329658527,0.226104736328125,6.014138473170793e-06,717.2,0.08,0.076,0.129,0.209,0.099193707890114,0.0013604344381941,0.0006634156487677,23.2,19.6,14.4,11.2,717.2,59.0,11.3,2023-07-02,0.226104736328125,702.2184260658834
52,52,2023-07-02 03:00:00,15358.0,0.0080692406628898,123.92739810066216,1923.2675449424548,0.2062921066357799,1863.916176468918,0.217864990234375,5.89672126918707e-06,717.3,0.079,0.076,0.129,0.209,0.0988099311690779,0.0009208474462411,0.0004490511183876,22.2,19.5,14.6,11.2,717.3,69.1,8.5,2023-07-02,0.217864990234375,702.2184260658834
53,53,2023-07-02 03:30:00,15348.000000000002,0.0080718689945001,123.88704532758864,1917.679329663226,0.2098352876329626,1860.4945377178665,0.220184326171875,5.691914741747867e-06,717.4,0.079,0.076,0.13,0.209,0.0990319991589097,0.0011752094080497,0.0005730906907312,21.1,19.4,14.8,11.2,717.4,66.7,8.5,2023-07-02,0.220184326171875,702.2184260658834
54,54,2023-07-02 04:00:00,14932.0,0.0081835362284436,122.19656296312102,1867.0489415106297,0.2451018384963122,1812.703406311612,0.256683349609375,5.551922043494047e-06,717.6,0.077,0.076,0.13,0.208,0.0981900923518383,0.0002108693099163,0.0001028303872026,20.2,19.0,14.9,11.2,717.6,68.5,7.7,2023-07-02,0.256683349609375,702.2184260658834
55,55,2023-07-02 04:30:00,15211.999999999998,0.008107871212483,123.33693688429268,1902.3008246510465,0.2199235707959078,1848.0391474376004,0.228973388671875,5.437362491570297e-06,717.7,0.077,0.075,0.13,0.208,0.0978702904277054,0.0001554394267647,7.58000130370863e-05,19.2,18.7,15.1,11.2,717.7,65.8,8.0,2023-07-02,0.228973388671875,702.2184260658834
56,56,2023-07-02 05:00:00,15269.999999999998,0.0080924585103244,123.57184145265455,1911.7719431633543,0.2136508484744089,1857.286887083496,0.222442626953125,5.432561479943431e-06,717.6,0.076,0.075,0.13,0.209,0.0975608670716683,0.0005098603044905,0.0002486333006487,18.4,18.4,15.1,11.2,717.6,67.9,7.5,2023-07-02,0.222442626953125,702.2184260658834
57,57,2023-07-02 05:30:00,15453.999999999998,0.0080441386220384,124.31411826498228,1931.2527138757664,0.2013374584432646,1876.9327080969856,0.209259033203125,5.359414477678801e-06,717.4,0.076,0.075,0.13,0.209,0.0975608670716683,0.0005098603044905,0.0002486333006487,17.6,17.9,15.2,11.2,717.4,70.1,6.8,2023-07-02,0.209259033203125,702.2184260658834
