,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,BaroPress,airRH,airT,date,CRNS,Bare
3892,3892,2023-09-20 03:00:00,11364.0,0.0093806814299446,106.60206376989144,2363.525959260787,0.0945369670926582,2286.776581195312,0.081024169921875,6.215232352289379e-06,782.0,0.076,0.069,0.101,0.0793355415226861,0.0167312866560662,0.0085458053364544,10.5,14.1,14.4,782.0,75.7,7.9,2023-09-20,0.081024169921875,884.5771517375482
3893,3893,2023-09-20 03:30:00,11048.0,0.0095138909076545,105.1094667477673,2294.770929396293,0.112824277248839,2221.570480817972,0.094573974609375,6.10182694749524e-06,781.9,0.076,0.069,0.101,0.0793355415226861,0.0167312866560662,0.0085458053364544,10.0,13.7,14.4,781.9,74.8,7.8,2023-09-20,0.094573974609375,884.5771517375482
3894,3894,2023-09-20 04:00:00,11146.0,0.0094719736373365,105.57461816175324,2319.533424598372,0.1059547092005219,2247.8109932513294,0.088897705078125,5.908829421517408e-06,782.3,0.076,0.069,0.101,0.0793355415226861,0.0167312866560662,0.0085458053364544,9.5,13.4,14.3,782.3,78.3,6.6,2023-09-20,0.088897705078125,884.5771517375482
3895,3895,2023-09-20 04:30:00,11168.0,0.0094626395513058,105.67875850898324,2321.174554240358,0.1055111643916409,2250.609133544357,0.088287353515625,5.806281643707676e-06,782.2,0.075,0.069,0.101,0.0789116646253478,0.0172243280941009,0.0087976351113463,9.0,13.1,14.2,782.2,86.6,4.8,2023-09-20,0.088287353515625,884.5771517375482
3896,3896,2023-09-20 05:00:00,10906.0,0.0095756277209262,104.4317959244214,2262.4100074508574,0.1223328544104349,2191.286855210803,0.101531982421875,6.010602439935446e-06,782.3,0.075,0.068,0.101,0.0785658041239773,0.0176266231000941,0.0090031145152748,8.4,12.8,14.2,782.3,85.6,5.5,2023-09-20,0.101531982421875,884.5771517375482
3897,3897,2023-09-20 05:30:00,11268.0,0.0094205569824036,106.1508360777248,2334.8445344718,0.1018710986503425,2267.319584366046,0.084869384765625,5.515155638480852e-06,782.5,0.074,0.068,0.101,0.0781419272266389,0.0181196645381288,0.0092549442901668,7.8,12.4,14.0,782.5,88.5,3.7,2023-09-20,0.084869384765625,884.5771517375482
3898,3898,2023-09-20 06:00:00,11180.0,0.0094575598482191,105.73551910309044,2310.525678227288,0.1084147873603748,2241.2728183729696,0.090301513671875,5.722018119166552e-06,782.5,0.074,0.068,0.101,0.0781419272266389,0.0181196645381288,0.0092549442901668,7.3,12.1,13.9,782.5,90.0,4.0,2023-09-20,0.090301513671875,884.5771517375482
3899,3899,2023-09-20 06:30:00,11362.0,0.0093815070124703,106.5926826756884,2358.281562305412,0.0958484041599727,2289.2558951671235,0.080535888671875,5.583705595569313e-06,782.3,0.073,0.068,0.101,0.0777180503293006,0.0186127059761635,0.0095067740650588,6.9,11.8,13.8,782.3,89.6,3.7,2023-09-20,0.080535888671875,884.5771517375482
3900,3900,2023-09-20 07:00:00,11084.0,0.0094984281402034,105.28057750601484,2304.3111393802656,0.1101376632108713,2236.4965584882784,0.091278076171875,5.615146454429096e-06,782.5,0.073,0.067,0.101,0.0773721898279301,0.0190150009821566,0.0097122534689873,6.6,11.5,13.7,782.5,86.0,4.4,2023-09-20,0.091278076171875,884.5771517375482
3901,3901,2023-09-20 07:30:00,11244.0,0.009430605579375,106.03772913449252,2336.276805000145,0.1014952520404965,2267.1302600678114,0.084930419921875,5.648072346679748e-06,782.4,0.072,0.067,0.1,0.0767180503293006,0.0197758772674762,0.0101008847053727,6.3,11.2,13.6,782.4,84.8,4.7,2023-09-20,0.084930419921875,884.5771517375482
