Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT
0,2023-07-01 01:00:00,11608.0,0.0092815669201623,107.74042880924505,,,,,7.624607792177063e-06,,0.064,0.098,0.142,,0.09371973994730778,0.0,0.0,21.1,18.9,17.6,,,56.0,16.0
1,2023-07-01 01:30:00,11520.0,0.0093169499062491,107.33126291998992,,,,,7.216146660453292e-06,,0.064,0.098,0.142,,0.09371973994730778,0.0,0.0,20.1,18.9,17.6,,,53.0,16.0
2,2023-07-01 02:00:00,11656.0,0.0092624362225571,107.96295661012624,,,,,7.706330400557894e-06,,0.064,0.098,0.142,,0.09371973994730778,0.0,0.0,18.5,18.9,17.6,,,68.0,13.0
3,2023-07-01 02:30:00,11448.0,0.0093462025682007,106.99532700076205,,,,,7.880937724851598e-06,,0.064,0.096,0.142,,0.09302801894456683,0.0008045900119863572,0.0004109588078570132,17.6,18.5,17.6,,,74.0,12.0
4,2023-07-01 03:00:00,11560.0,0.009300816647554,107.5174404457249,,,,,7.702392329154034e-06,,0.064,0.096,0.142,,0.09302801894456683,0.0008045900119863572,0.0004109588078570132,17.0,18.2,17.3,,,77.0,11.0
5,2023-07-01 03:30:00,11604.0,0.0092831665008584,107.72186407596185,,,,,7.20223698310507e-06,,0.062,0.096,0.142,,0.09218026514989011,0.0017906728880557774,0.0009146183576409536,16.0,17.9,17.3,,,72.0,11.0
6,2023-07-01 04:00:00,11702.0,0.0092442132004903,108.17578287213826,,,,,6.6020505678463145e-06,,0.062,0.096,0.142,,0.09218026514989011,0.0017906728880557774,0.0009146183576409536,15.1,17.6,17.3,,,66.0,11.0
7,2023-07-01 04:30:00,11470.0,0.009337235037831,107.09808588392232,,,,,6.47964769815635e-06,,0.062,0.096,0.142,,0.09218026514989011,0.0017906728880557774,0.0009146183576409536,14.5,17.3,17.3,,,69.0,10.0
8,2023-07-01 05:00:00,11192.0,0.0094524883169679,105.79224924350557,,,,,6.608561864081212e-06,,0.062,0.096,0.142,,0.09218026514989011,0.0017906728880557774,0.0009146183576409536,13.8,17.0,17.3,,,75.0,9.0
9,2023-07-01 05:30:00,11332.0,0.0093939169658815,106.45186705737012,,,,,6.362871000773753e-06,,0.062,0.096,0.142,,0.09218026514989011,0.0017906728880557774,0.0009146183576409536,12.9,16.7,17.0,,,77.0,8.0
10,2023-07-01 06:00:00,11632.0,0.0092719867694035,107.85175010170212,,,,,6.362871000773753e-06,,0.062,0.096,0.142,,0.09218026514989011,0.0017906728880557774,0.0009146183576409536,12.6,16.4,17.0,,,77.0,8.0
11,2023-07-01 06:30:00,11342.0,0.0093897748443495,106.49882628461216,,,,,6.118947733114884e-06,,0.062,0.094,0.142,,0.09148854414714919,0.0025952629000421026,0.0013255771654979503,12.0,16.0,16.7,,,79.0,7.0
12,2023-07-01 07:00:00,11286.0,0.0094130415787484,106.23558725775464,,,,,6.0414926985184935e-06,,0.062,0.094,0.142,,0.09148854414714919,0.0025952629000421026,0.0013255771654979503,11.6,15.7,16.7,,,78.0,7.0
13,2023-07-01 07:30:00,11226.0,0.0094381631648641,105.95281968876525,,,,,5.964037663922102e-06,,0.06,0.094,0.14,,0.09018026514989014,0.0041170154706812855,0.0021028396382687755,11.0,15.4,16.4,,,77.0,7.0
14,2023-07-01 08:00:00,11226.0,0.0094381631648641,105.95281968876525,,,,,5.80489909052485e-06,,0.062,0.094,0.14,,0.09102801894456683,0.0031309325946118974,0.0015991800884848516,10.7,15.4,16.4,,,80.0,6.0
15,2023-07-01 08:30:00,11760.0,0.0092213889195414,108.44353369380768,,,,,5.276972265453598e-06,,0.062,0.094,0.14,,0.09102801894456683,0.0031309325946118974,0.0015991800884848516,10.4,15.1,16.4,,,83.0,4.0
16,2023-07-01 09:00:00,11204.0,0.0094474249356652,105.84894897919392,,,,,5.658440140064702e-06,,0.062,0.094,0.14,,0.09102801894456683,0.0031309325946118974,0.0015991800884848516,9.8,14.8,16.0,,,89.0,4.0
17,2023-07-01 09:30:00,11188.0,0.009454177920756,105.77334257741882,,,,,5.950021567787971e-06,,0.06,0.094,0.14,,0.09018026514989014,0.0041170154706812855,0.0021028396382687755,9.5,14.5,16.0,,,82.0,6.0
