Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT
13,2023-07-01 07:30:00,10186.0,0.009908277562961,100.92571525632108,2102.709967595622,0.0725639725364709,2031.604029749093,0.067352294921875,6.481462959837759e-06,787.1,0.034,0.057,0.106,0.115,0.06455993642858367,0.0007839305192726239,0.0003775565920118145,10.4,11.5,11.6,10.3,787.1,95.4,5.0
14,2023-07-01 08:00:00,10460.0,0.0097776425816792,102.27414140436476,2159.370839480038,0.0606729574057768,2086.25350001723,0.058502197265625,6.490221849145513e-06,787.1,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,10.2,11.4,11.6,10.3,787.1,94.9,5.1
15,2023-07-01 08:30:00,10242.0,0.0098811527788125,101.202766760598,2114.4291146071228,0.069997432755099,2044.309761854382,0.065155029296875,6.3518090882679706e-06,787.2,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,10.0,11.2,11.6,10.3,787.2,96.0,4.6
16,2023-07-01 09:00:00,10294.0,0.0098561639271892,101.45935146648632,2114.569175782761,0.0699671113163278,2045.773145723931,0.064910888671875,6.227477173155312e-06,787.0,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,9.8,11.0,11.5,10.3,787.0,97.3,4.1
17,2023-07-01 09:30:00,10192.0,0.009905360646879,100.9554357129917,2091.498647777561,0.0750751038252315,2024.697486781412,0.068511962890625,6.10984379168784e-06,787.2,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,9.6,10.9,11.5,10.3,787.2,96.1,4.0
18,2023-07-01 10:00:00,10244.0,0.0098801881521905,101.21264743103995,2101.078274617542,0.0729260043250643,2033.4980551577712,0.066986083984375,6.154348377059136e-06,787.1,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,9.4,10.7,11.4,10.3,787.1,96.8,4.0
19,2023-07-01 10:30:00,10302.0,0.0098523362905683,101.49876846543508,2115.951297050923,0.0696683406552818,2049.6294318664136,0.064300537109375,5.9922182493429454e-06,787.4,0.034,0.056,0.106,0.116,0.06432982162801604,0.0010465046941708204,0.0005040175578597342,9.2,10.6,11.4,10.3,787.4,96.8,3.6
20,2023-07-01 11:00:00,10400.0,0.0098058067569092,101.9803902718557,2127.411266306984,0.0672215101291617,2062.8024823115884,0.062164306640625,5.800162512587912e-06,787.5,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,9.0,10.5,11.3,10.3,787.5,98.2,2.9
21,2023-07-01 11:30:00,10098.0,0.0099513572337755,100.48880534666536,2068.6151127319786,0.0803778384396997,2005.916019990348,0.071868896484375,5.788349554313802e-06,787.7,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,8.8,10.3,11.3,10.3,787.7,98.0,2.9
22,2023-07-01 12:00:00,10272.0,0.0098667129745482,101.35087567455942,2103.766065171447,0.0723302677267015,2040.0646534392083,0.065887451171875,5.782443075176748e-06,787.8,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,8.7,10.2,11.2,10.3,787.8,97.9,2.9
23,2023-07-01 12:30:00,10460.0,0.0097776425816792,102.27414140436476,2157.205946728783,0.0611042468403062,2091.6276216371784,0.057647705078125,5.806068991724967e-06,788.2,0.033,0.056,0.106,0.115,0.06387291526524483,0.0015678610385452321,0.0007551131840236215,8.5,10.1,11.1,10.3,788.2,98.3,2.9
24,2023-07-01 13:00:00,10230.0,0.0098869464778027,101.14346246792226,2110.344996291661,0.0708852258990465,2047.174460094008,0.064727783203125,5.714338309726973e-06,788.3,0.033,0.056,0.106,0.116,0.0639583158832425,0.0014704140392595732,0.0007081807632955592,8.4,9.9,11.1,10.3,788.3,97.4,2.8
25,2023-07-01 13:30:00,10298.0,0.0098542495513477,101.47906187977893,2126.9017076740306,0.0673291656728212,2059.233388873773,0.062713623046875,6.085356917726229e-06,788.2,0.033,0.056,0.106,0.116,0.0639583158832425,0.0014704140392595732,0.0007081807632955592,8.3,9.8,11.0,10.3,788.2,97.0,3.8
26,2023-07-01 14:00:00,10350.0,0.0098294637436598,101.73494974687902,2146.2969111298603,0.0633042555921483,2069.631537662026,0.061065673828125,6.859815925964426e-06,788.2,0.033,0.056,0.106,0.116,0.0639583158832425,0.0014704140392595732,0.0007081807632955592,8.3,9.7,10.9,10.3,788.2,92.7,6.3
27,2023-07-01 14:30:00,10362.0,0.009823770454017,101.79390944452425,2151.6790582059207,0.0622132345553921,2073.5896144178014,0.060455322265625,6.973900721899208e-06,788.3,0.033,0.056,0.106,0.116,0.0639583158832425,0.0014704140392595732,0.0007081807632955592,8.4,9.7,10.9,10.3,788.3,81.2,8.6
28,2023-07-01 15:00:00,10548.0,0.0097367706306164,102.70345661174214,2184.0619520520445,0.0558739394269759,2106.7903759172395,0.055389404296875,6.7921095993449215e-06,788.3,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,9.0,9.7,10.8,10.3,788.3,67.9,11.0
29,2023-07-01 15:30:00,10334.0,0.0098370702170315,101.65628362280415,2139.388545645672,0.0647209455392083,2064.8789828688327,0.061798095703125,6.682264333828325e-06,788.1,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,9.3,9.7,10.8,10.3,788.1,58.6,13.1
30,2023-07-01 16:00:00,10426.0,0.0097935724330472,102.1077861869505,2159.8275733264104,0.0605821884452467,2080.131510342064,0.059417724609375,7.0949986137460215e-06,787.9,0.034,0.056,0.106,0.115,0.06424442101001837,0.001143951693456479,0.0005509499785877962,9.6,9.8,10.7,10.3,787.9,54.7,15.2
31,2023-07-01 16:30:00,10338.0,0.0098351669432946,101.67595585978034,2139.5607981705757,0.0646853967968116,2059.475006010176,0.062713623046875,7.201205262819553e-06,787.7,0.034,0.056,0.105,0.115,0.0640168427913549,0.001403631483035244,0.0006760169506692945,9.8,9.9,10.7,10.3,787.7,50.1,16.9
32,2023-07-01 17:00:00,10352.0,0.0098285141746343,101.74477873581525,2131.128975903883,0.0664392284283872,2057.2040748693294,0.063079833984375,6.654564150982395e-06,787.5,0.034,0.056,0.105,0.115,0.0640168427913549,0.001403631483035244,0.0006760169506692945,10.2,10.1,10.6,10.3,787.5,41.1,18.9
33,2023-07-01 17:30:00,10268.0,0.0098686346247708,101.3311403271472,2100.3448440667844,0.0730891123705459,2042.045947371107,0.065582275390625,5.286899638364984e-06,787.6,0.034,0.056,0.105,0.115,0.0640168427913549,0.001403631483035244,0.0006760169506692945,10.7,10.3,10.6,10.3,787.6,29.9,20.4
34,2023-07-01 18:00:00,10374.0,0.0098180870456998,101.85283501208988,2133.266187866881,0.0659920217411749,2071.809358433555,0.060699462890625,5.493215045668831e-06,787.4,,,,,,,,,,,,787.4,30.0,21.0
35,2023-07-01 18:30:00,10590.0,0.0097174434048634,102.90772565750348,2176.7591423066024,0.0572707715051803,2111.354318853388,0.054718017578125,5.73660433733621e-06,787.3,0.035,0.056,,,0.03067156450673103,0.0394525049615694,0.01900111419751881,,,,,787.3,27.6,23.2
36,2023-07-01 19:00:00,10656.0,0.0096873032286516,103.22790320451152,2183.7895762958237,0.0559257049906345,2121.320545637196,0.053314208984375,5.453366788271917e-06,787.1,0.036,0.056,0.105,0.114,0.06467445366290432,0.0006532597921433966,0.00031462296052570625,14.3,11.3,10.6,10.2,787.1,25.5,23.7
37,2023-07-01 19:30:00,10754.0,0.0096430625521171,103.70149468546728,2198.4352612160155,0.0531781185220849,2136.0061902270336,0.051239013671875,5.412408973779668e-06,786.8,0.036,0.056,0.105,0.114,0.06467445366290432,0.0006532597921433966,0.00031462296052570625,16.2,12.2,10.6,10.2,786.8,24.6,24.2
38,2023-07-01 20:00:00,10546.0,0.0097376938535484,102.69371937952194,2160.9802379994326,0.0603534556242955,2091.9556780381845,0.057586669921875,6.110227885294759e-06,786.5,0.036,0.057,0.105,0.114,0.06498996908146962,0.0002932386179595415,0.00014122957394972448,17.2,13.1,10.6,10.2,786.5,26.1,25.3
39,2023-07-01 20:30:00,10924.0,0.0095677353573445,104.51794104363135,2230.811864519971,0.0473528991944023,2165.308926233461,0.047332763671875,5.602052256747263e-06,786.4,0.036,0.057,0.105,0.114,0.06498996908146962,0.0002932386179595415,0.00014122957394972448,17.0,13.7,10.7,10.2,786.4,24.2,25.1
40,2023-07-01 21:00:00,10888.0,0.0095835396478659,104.34557968596464,2232.6701579402124,0.0470285069231115,2165.143164181934,0.047332763671875,5.775599069380919e-06,786.2,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,16.5,14.0,10.8,10.2,786.2,26.4,24.1
41,2023-07-01 21:30:00,10400.0,0.0098058067569092,101.9803902718557,2134.5190113979183,0.0657307161724084,2070.4462457604254,0.060943603515625,5.730806580563113e-06,786.1,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,16.0,14.0,10.9,10.2,786.1,25.9,24.3
42,2023-07-01 22:00:00,10596.0,0.009714691757235,102.93687385966216,2172.769810047558,0.0580417281571348,2104.713362167209,0.055694580078125,5.988010591043673e-06,785.8,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,15.6,14.0,11.0,10.2,785.8,28.0,23.7
43,2023-07-01 22:30:00,10618.0,0.0097046223449338,103.04368005850722,2185.230126358731,0.0556522156020453,2105.9141138314462,0.055511474609375,6.97471486208546e-06,785.6,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,15.4,14.0,11.2,10.2,785.6,32.8,23.6
44,2023-07-01 23:00:00,10620.0,0.0097037084956597,103.053384223906,2180.266051715142,0.056597673829365,2107.106504704867,0.055328369140625,6.429700744082559e-06,785.4,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,15.3,14.0,11.3,10.2,785.4,32.2,22.5
45,2023-07-01 23:30:00,10812.0,0.0096171631014102,103.98076745244768,2220.714145309291,0.0491341217912149,2143.588758647735,0.050201416015625,6.66288202612576e-06,785.3,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,15.1,13.9,11.4,10.2,785.3,36.6,20.9
46,2023-07-02 00:00:00,10524.0,0.0097478666691236,102.58654882585728,2153.672592473674,0.0618119059366102,2071.2050455662497,0.060821533203125,7.3733732826264705e-06,785.2,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,14.9,13.9,11.5,10.2,785.2,43.7,19.6
47,2023-07-02 00:30:00,10750.0,0.0096448564434082,103.6822067666386,2195.5630042081607,0.0537112645165133,2113.6820103643868,0.054412841796875,7.173807097640092e-06,785.2,0.035,0.058,0.105,0.114,0.06493397875526137,0.0003571267888644395,0.00017199939280956796,14.7,13.8,11.6,10.2,785.2,45.1,18.6
48,2023-07-02 01:00:00,10886.0,0.009584419961986,104.33599570617994,2227.890573994684,0.0478649813948758,2140.4225455652754,0.050628662109375,7.5675632720478785e-06,785.2,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,14.5,13.8,11.6,10.2,785.2,49.3,18.0
49,2023-07-02 01:30:00,10948.0,0.0095572424987419,104.63269087622665,2241.5141080769663,0.0454989236924246,2154.232198362967,0.048797607421875,7.5030521900036065e-06,785.3,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,14.2,13.7,11.7,10.2,785.3,52.2,16.9
50,2023-07-02 02:00:00,10532.0,0.0097441637756684,102.62553288534,2157.0728152766683,0.0611308259846337,2077.4602273037144,0.059844970703125,7.09668067435304e-06,785.5,0.034,0.057,0.105,0.114,0.06424695759192252,0.0011410573081370634,0.0005495559848213825,14.0,13.6,11.7,10.2,785.5,53.4,15.6
51,2023-07-02 02:30:00,10840.0,0.0096047343799412,104.11532067856297,2226.383400444617,0.0481302015364582,2143.042389064525,0.050262451171875,7.201687052340608e-06,785.8,0.035,0.057,0.105,0.114,0.06461846333669607,0.0007171479630482946,0.00034539277938554967,13.7,13.5,11.8,10.2,785.8,58.3,14.4
52,2023-07-02 03:00:00,10650.0,0.0096900316622301,103.19883720275146,2189.8453093730554,0.0547808123123572,2105.827822586284,0.055572509765625,7.388445381205745e-06,786.2,0.034,0.057,0.104,0.114,0.06401937937325904,0.0014007370977158443,0.0006746229569028884,13.4,13.3,11.8,10.2,786.2,65.6,12.9
53,2023-07-02 03:30:00,11028.0,0.0095225140317918,105.0142847426006,2260.700612265804,0.0422595263696993,2179.2734394472027,0.045562744140625,6.919327242084769e-06,786.5,0.034,0.057,0.105,0.114,0.06424695759192252,0.0011410573081370634,0.0005495559848213825,13.1,13.2,11.8,10.2,786.5,66.2,11.7
54,2023-07-02 04:00:00,10652.0,0.0096891219282318,103.20852677952534,2189.3961872197638,0.0548652928903271,2111.311313784592,0.054718017578125,6.848900800580523e-06,786.9,0.034,0.057,0.104,0.114,0.06401937937325904,0.0014007370977158443,0.0006746229569028884,12.8,13.1,11.9,10.2,786.9,68.9,10.9
55,2023-07-02 04:30:00,10608.0,0.0097091954672577,102.99514551666988,2187.2452940266094,0.0552708315758582,2105.7543312293674,0.055572509765625,7.166514541948544e-06,787.1,0.034,0.057,0.104,0.114,0.06401937937325904,0.0014007370977158443,0.0006746229569028884,12.5,12.9,11.9,10.1,787.1,76.8,9.9
56,2023-07-02 05:00:00,10384.0,0.0098133583997357,101.90191362285596,2145.778226043386,0.0634099824139242,2067.1727239017123,0.061431884765625,7.041779480916011e-06,787.1,0.034,0.057,0.105,0.115,0.0643323582099202,0.0010436103088513888,0.0005026235640933126,12.2,12.7,11.9,10.2,787.1,78.4,9.3
57,2023-07-02 05:30:00,10504.0,0.009757142403137,102.48902380255166,2166.02765443168,0.0593575869344276,2091.0614687850143,0.057769775390625,6.639033418597197e-06,787.1,0.034,0.057,0.104,0.115,0.06410477999125672,0.0013032900984301697,0.0006276905361748185,11.9,12.6,11.9,10.2,787.1,78.3,8.4
58,2023-07-02 06:00:00,10588.0,0.0097183611404658,102.89800775525248,2185.519816725713,0.0555973039763193,2112.194261064652,0.054595947265625,6.428767871500448e-06,787.0,,,,,,,,,,,,787.0,83.0,7.0
59,2023-07-02 06:30:00,10584.0,0.0097201973919967,102.87856919689348,2174.2995133246386,0.0577454399498329,2099.41108301349,0.056488037109375,6.605770517078279e-06,787.0,0.033,0.057,,,0.03024406843574922,0.03994030247756307,0.019236047221814486,,,,,787.0,83.1,7.4
60,2023-07-02 07:00:00,10652.0,0.0096891219282318,103.20852677952534,2184.482102709353,0.0557941391319855,2111.311313784592,0.054718017578125,6.417881630582005e-06,786.9,0.033,0.056,0.104,0.115,0.06341775882791788,0.0020872206177027777,0.0010052471281866253,11.2,12.1,11.8,10.2,786.9,83.4,6.9
61,2023-07-02 07:30:00,10688.0,0.0096727904066767,103.38278386656069,2186.542559116069,0.0554036707593975,2113.673734514085,0.054412841796875,6.384252478421108e-06,786.6,0.033,0.056,0.104,0.115,0.06341775882791788,0.0020872206177027777,0.0010052471281866253,11.0,11.9,11.8,10.2,786.6,84.6,6.6
62,2023-07-02 08:00:00,10538.0,0.0097413893731704,102.65476121447072,2147.278474471939,0.0631044593478834,2076.4990139388783,0.059967041015625,6.312214654636089e-06,786.5,0.033,0.056,0.105,0.114,0.06355993642858367,0.0019249878274096872,0.0009271125768331969,10.7,11.8,11.7,10.2,786.5,85.3,6.3
63,2023-07-02 08:30:00,10634.0,0.009697318771109,103.12128781197411,2166.675176062733,0.0592305003683224,2095.415687438416,0.057098388671875,6.297653337332629e-06,786.5,0.033,0.056,0.105,0.114,0.06355993642858367,0.0019249878274096872,0.0009271125768331969,10.5,11.6,11.7,10.2,786.5,89.1,5.6
64,2023-07-02 09:00:00,10544.0,0.0097386173391452,102.68398122394748,2148.147345860944,0.0629279085844655,2077.6813060325994,0.059783935546875,6.280687320519172e-06,786.5,0.033,0.056,0.105,0.114,0.06355993642858367,0.0019249878274096872,0.0009271125768331969,10.3,11.5,11.7,10.2,786.5,87.7,5.8
65,2023-07-02 09:30:00,10588.0,0.0097183611404658,102.89800775525248,2146.468643028979,0.063269273124459,2076.1165030798666,0.060028076171875,6.2752615497846685e-06,786.1,0.033,0.056,0.105,0.114,0.06355993642858367,0.0019249878274096872,0.0009271125768331969,10.2,11.3,11.6,10.2,786.1,83.7,6.5
66,2023-07-02 10:00:00,10454.0,0.0097804480838884,102.24480426897009,2130.9500943897924,0.0664767416717504,2062.208541989239,0.062225341796875,6.172953342019464e-06,786.9,0.033,0.056,0.105,0.114,0.06355993642858367,0.0019249878274096872,0.0009271125768331969,10.1,11.2,11.6,10.2,786.9,81.8,6.6
67,2023-07-02 10:30:00,10356.0,0.0098266158618837,101.7644338656684,2108.6465746426848,0.0712565043996311,2041.3411496915096,0.065643310546875,6.105773934667679e-06,786.8,0.033,0.056,0.105,0.114,0.06355993642858367,0.0019249878274096872,0.0009271125768331969,9.9,11.1,11.5,10.2,786.8,84.7,5.9
68,2023-07-02 11:00:00,10450.0,0.0097823197608903,102.22524150130435,2125.2233815738145,0.0676844933283246,2057.900841876123,0.062957763671875,6.058181583563632e-06,786.8,0.033,0.056,0.105,0.114,0.06355993642858367,0.0019249878274096872,0.0009271125768331969,9.8,11.0,11.5,10.2,786.8,88.0,5.2
69,2023-07-02 11:30:00,10332.0,0.0098380222683492,101.6464460765845,2103.4962901273875,0.0723899205121041,2036.1936985655532,0.066558837890625,6.120951504074138e-06,786.9,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,9.6,10.8,11.4,10.2,786.9,86.6,5.6
70,2023-07-02 12:00:00,10588.0,0.0097183611404658,102.89800775525248,2167.902597661976,0.0589900152714556,2097.784616815264,0.056732177734375,6.189773327455523e-06,787.1,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,9.5,10.7,11.4,10.3,787.1,87.0,5.7
71,2023-07-02 12:30:00,10414.0,0.009799213350727,102.04900783447135,2140.596572528736,0.0644718821781867,2073.144910122538,0.060516357421875,6.025169071756791e-06,787.1,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,9.4,10.6,11.3,10.3,787.1,88.1,5.1
72,2023-07-02 13:00:00,10456.0,0.0097795126481746,102.25458424931374,2149.547457421741,0.0626440172439086,2081.505970831693,0.059173583984375,6.0534418209805465e-06,787.1,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,9.3,10.5,11.3,10.3,787.1,89.1,5.0
73,2023-07-02 13:30:00,10322.0,0.009842786674783,101.59724405711012,2125.522748006799,0.0676210290073389,2056.3757717961525,0.063201904296875,6.226972604029232e-06,787.2,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,9.2,10.4,11.2,10.3,787.2,88.1,5.6
74,2023-07-02 14:00:00,10588.0,0.0097183611404658,102.89800775525248,2195.189206401602,0.0537808510004347,2116.551976584898,0.053985595703125,6.880270424330912e-06,787.4,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,9.2,10.3,11.2,10.3,787.4,83.8,7.9
75,2023-07-02 14:30:00,10614.0,0.0097064508183075,103.02426898551624,2196.595291012915,0.0535193357885697,2120.15470233162,0.053497314453125,6.676713050723509e-06,787.3,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,9.3,10.3,11.1,10.3,787.3,65.5,11.3
76,2023-07-02 15:00:00,10422.0,0.0097954516564038,102.08819716304131,2168.4591688182168,0.0588811470899601,2093.6012672884303,0.057342529296875,6.62140139766068e-06,787.8,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,9.8,10.3,11.0,10.3,787.8,57.0,13.4
77,2023-07-02 15:30:00,10410.0,0.009801095823773,102.02940752547768,2176.8222417795955,0.0572586224073916,2091.541922608704,0.057647705078125,7.550722042719455e-06,788.2,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,10.3,10.4,11.0,10.3,788.2,68.3,12.6
78,2023-07-02 16:00:00,10664.0,0.0096836688997941,103.26664514740467,2222.2668406431944,0.0488581749654939,2126.525568176082,0.052581787109375,8.337480412659381e-06,787.2,0.033,0.056,0.104,0.114,0.0633323582099202,0.0021846676169884525,0.0010521795489146953,10.6,10.5,11.0,10.3,787.2,77.8,12.1
79,2023-07-02 16:30:00,10390.0,0.0098105244895645,101.93134944657604,2149.3628792319973,0.0626814002930471,2068.773505121838,0.061187744140625,7.213915941788461e-06,787.0,0.033,0.056,0.103,0.114,0.06310477999125673,0.0024443474065672173,0.0011772465209961933,10.8,10.6,10.9,10.3,787.0,49.0,17.3
80,2023-07-02 17:00:00,10616.0,0.0097055364524425,103.03397497913006,2189.6243121178004,0.0548223736742889,2106.177897050318,0.055511474609375,7.337005980811715e-06,786.9,0.034,0.056,0.103,0.114,0.06347628573603027,0.0020204380614784645,0.0009730833155603683,11.2,10.8,10.9,10.3,786.9,46.4,18.5
81,2023-07-02 17:30:00,10718.0,0.0096592437069619,103.52777405121778,2191.887504820524,0.0543975349269604,2121.6233284223463,0.053253173828125,6.13298522120644e-06,786.6,0.034,0.056,0.103,0.114,0.06347628573603027,0.0020204380614784645,0.0009730833155603683,11.8,11.0,10.9,10.3,786.6,33.3,21.1
82,2023-07-02 18:00:00,10630.0,0.0096991431185565,103.10189135025604,2163.6798860477,0.0598196510882032,2099.879029234402,0.056427001953125,5.626501964854454e-06,786.2,,,,,,,,,,,,786.2,29.0,22.0
83,2023-07-02 18:30:00,10690.0,0.009671885519598,103.39245620450264,2189.3501161669387,0.0548739628048723,2114.152292243752,0.054351806640625,6.58681165014804e-06,786.1,0.034,0.056,,,0.030300058761957474,0.03987641430665817,0.01920527740295464,,,,,786.1,30.8,23.7
84,2023-07-02 19:00:00,10780.0,0.0096314266066177,103.82677881933928,2213.878999356737,0.0503578790056773,2131.951516406702,0.051788330078125,7.116370135578718e-06,786.1,0.035,0.056,0.103,0.114,0.06384779148080383,0.0015965287163896954,0.0007689201101245354,14.8,11.9,10.9,10.2,786.1,32.9,23.9
85,2023-07-02 19:30:00,10632.0,0.0096982308161401,103.11159003720194,2176.596471970507,0.0573020983229136,2099.5221299742434,0.056488037109375,6.7982261733909145e-06,785.9,0.035,0.056,0.103,0.114,0.06384779148080383,0.0015965287163896954,0.0007689201101245354,15.8,12.6,10.9,10.2,785.9,29.7,24.9
86,2023-07-02 20:00:00,10724.0,0.0096565411906002,103.55674772799696,2194.294929353095,0.0539475202013319,2118.515994987619,0.053680419921875,6.624040614660913e-06,785.7,0.035,0.056,0.103,0.114,0.06384779148080383,0.0015965287163896954,0.0007689201101245354,16.3,13.1,10.9,10.2,785.7,29.6,24.5
