,date,Unnamed: 0,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND,doy_x,doy_y,min_temp_x,mean_temp,mean_P_mb,mean_RH,cumulative_GSI,GSI,VPD,year,min_temp_y,max_temp,GDD,cumulative_GDD,Bare_norm,Bare_norm7,VPD_kPa,N0_7,ND_7,VPD_7
0,2023-06-29,293.0,,,,,,,,,,,,,,,,,,,,,,,,809.7914924639674,,,,,,F4,,180.0,180.0,8.0,13.535211267605634,692.3352112676057,23.112676056338028,0.9085817304099052,0.9085817304099052,1192.5384626883035,2023.0,7.0,20.0,8.5,8.5,,,1.1925384626883035,,,
1,2023-06-30,294.0,,,,,,,,,,,,,,,,,,,,,,,,838.3217559759264,,,,,,F4,,181.0,181.0,4.0,8.707317073170731,692.9365853658537,45.14634146341464,1.765724587552762,0.8571428571428571,617.4092326721852,2023.0,4.0,16.0,5.5,14.0,,,0.6174092326721852,,,
2,2023-07-01,0.0,2023-07-01,5878.978260869565,0.0092233699435975,108.4294749950217,2573.8123042591337,0.0655416100714808,2482.93853288845,0.0554743227751358,6.778760635724014e-06,794.8891304347826,0.0212173913043478,0.0665869565217391,0.0418520118641829,0.0,0.0,18.941304347826087,18.2108695652174,,794.8891304347826,60.16956521739131,14.558695652173911,2023-07-01,0.0554743227751358,839.4724857042653,3308.7911651032064,3235.40861658157,4381.302712413712,0.0310849562773167,0.0850849562773167,F4,6210.753520738235,182.0,182.0,4.0,8.75,695.6791666666667,59.5,2.6228674446956197,0.8571428571428571,457.1698517903205,2023.0,4.0,16.0,5.5,19.5,0.9848501966049994,,0.4571698517903205,,,
3,2023-07-02,1.0,2023-07-02,6031.0,0.0091059730604814,109.82409298850916,2610.378804700368,0.05731060558747,2523.4890964410065,0.0488904317220052,6.377400826550674e-06,793.9416666666666,0.0287708333333333,0.067,0.0461579152836575,0.0052808514994679,0.0030572190470408,21.522916666666664,19.53333333333333,0.0,793.9416666666666,48.34166666666667,17.35625,2023-07-02,0.0488904317220052,825.8079237152382,3355.799609890918,3288.2482825609595,4489.135068067141,0.0342831016845932,0.0882831016845932,F4,6385.202813990813,183.0,183.0,8.0,12.104166666666666,696.1520833333334,47.5625,3.6228674446956193,1.0,740.5364114453415,2023.0,8.0,19.0,8.5,28.0,0.9911911983442425,,0.7405364114453415,,,
4,2023-07-03,2.0,2023-07-03,6126.916666666667,0.0090345729659718,110.6933128830741,2640.8089003652744,0.0509199491276666,2563.607582166692,0.0429458618164062,5.580543019721938e-06,793.1479166666667,0.028875,0.0680625,0.0466979434052097,0.005943153469028,0.0034406424772273,23.76458333333333,21.00625,0.0,793.1479166666667,38.9125,18.991666666666667,2023-07-03,0.0429458618164062,821.3182949385633,3394.919335724333,3340.524926820086,4547.185660129641,0.0346841995004269,0.0886841995004269,F4,6495.557411434063,184.0,184.0,9.0,13.875,695.9250000000001,36.375,4.588838985174834,0.965971540479215,1008.891070466512,2023.0,9.0,21.0,10.0,38.0,0.9844594255591835,,1.008891070466512,,,
5,2023-07-04,3.0,2023-07-04,6182.625,0.0089935719726819,111.19627229419444,2632.181279501241,0.0526946107587776,2551.466021855136,0.0446993509928385,5.860444439752947e-06,791.4770833333333,0.0215625,0.068375,0.0428533845462553,0.0012281047470157,0.000710981027343,23.251063829787235,21.13125,0.0,791.4770833333333,38.427083333333336,19.041666666666668,2023-07-04,0.0446993509928385,817.1666551824419,3383.828008029794,3324.7037905614075,4491.434407991648,0.0318287108700597,0.0858287108700597,F4,6399.412561770044,185.0,185.0,9.0,13.5625,694.7062500000001,37.16666666666666,5.564997826614253,0.9761588414394188,976.2917073938598,2023.0,9.0,20.0,9.5,47.5,0.9756284127127405,,0.9762917073938598,,,
6,2023-07-05,4.0,2023-07-05,6166.770833333333,0.0090050304567761,111.05399886211283,2642.585941256678,0.0505112571124661,2547.054592446032,0.0453160603841145,6.946951323410344e-06,791.5437499999999,0.0186458333333333,0.06825,0.0310409157870638,0.0132589580787001,0.0076759475600103,22.502127659574462,20.59375,0.0022,791.5437499999999,48.90833333333333,17.872916666666665,2023-07-05,0.0453160603841145,820.1984293917569,3397.203829116401,3318.9554498221573,4378.306213437663,0.0230551762524591,0.0770551762524592,F4,6175.724339593129,186.0,186.0,7.0,13.458333333333334,694.4041666666667,41.5,6.564118539218126,0.9991207126038733,902.8137196676056,2023.0,7.0,21.0,9.0,56.5,0.9734075800750924,,0.9028137196676056,,,
7,2023-07-06,5.0,2023-07-06,6259.145833333333,0.0089395706541971,111.87746946004108,2654.891475866495,0.0480700219923072,2565.9210694827884,0.0426470438639322,6.432128581139921e-06,791.2666666666668,0.0190833333333333,0.0676875,0.0307850840635441,0.0135727155435449,0.0078575897246823,22.30208333333333,19.89583333333333,0.0,791.2666666666668,50.35416666666666,17.46875,2023-07-06,0.0426470438639322,818.6189992392808,3413.023337062438,3343.539530966627,4395.764111190233,0.0228651610635653,0.0768651610635653,F4,6217.959939074449,187.0,187.0,7.0,14.145833333333334,694.2624999999999,34.333333333333336,7.514204035861241,0.9500854966431154,1059.7264107420308,2023.0,7.0,22.0,9.5,66.0,0.9723389126263108,,1.0597264107420308,,,
8,2023-07-07,6.0,2023-07-07,6422.333333333333,0.008824343360799,113.33049868164647,2662.46848775654,0.0465880062327586,2592.698284161057,0.0388730367024739,4.984418510916486e-06,789.5104166666666,0.0165208333333333,0.0683125,0.0310693415341216,0.0132240961381618,0.007655765097269,23.922916666666666,21.197916666666668,0.0,789.5104166666666,40.71458333333333,17.35625,2023-07-07,0.0388730367024739,813.4122359755635,3422.7640434683303,3378.431748373773,4411.574430523867,0.0230762890512252,0.0770762890512252,F4,6286.362224562276,188.0,188.0,8.0,14.0,692.7145833333334,30.58333333333333,8.44867334630362,0.934469310442378,1109.69820658439,2023.0,8.0,22.0,10.0,76.0,0.9708525154166469,,1.10969820658439,,,
9,2023-07-08,7.0,2023-07-08,6448.020833333333,0.0088073027281724,113.55454553422818,2669.8665181956044,0.0450408848514594,2594.7902685767463,0.0385729471842447,5.365790934885366e-06,788.8395833333334,0.0149166666666666,0.0679791666666666,0.0309177375498136,0.0134100264876994,0.0077634048985561,23.870833333333334,21.091666666666665,0.0,788.8395833333334,43.583333333333336,17.4875,2023-07-08,0.0385729471842447,819.6324070569701,3432.274658409224,3381.1577217777144,4422.087032451183,0.0229636874578066,0.0769636874578066,F4,6289.968801786758,189.0,189.0,9.0,14.708333333333334,692.3125,28.291666666666668,9.354891863669277,0.9062185173656548,1200.100744429905,2023.0,9.0,21.0,10.0,86.0,0.9706284237602081,,1.200100744429905,,,
