,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.7616078009100534,0.8718537185971886,1.1666337600460506,0.8875608557374816,0.4995541337980395,0.03651989133438362,0.02665702153080024,0.05345441777772717,0.05162391339232683,0.0018305043854003403,R4,"Desilets, site-specific N0",half-forest,4802.815315931446
