,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.9377980355436378,0.9566341266005203,0.9854481704792841,0.9578487287957901,0.9134056930685047,0.013844932151111251,0.013717941463469729,0.044409601506641125,0.04704854112781261,0.002638939621171482,F4,"Desilets, site-specific N0",non-forest,4495.540643331596
