date,doy,min_temp,mean_temp,mean_P_mb,mean_RH,cumulative_GSI,GSI,VPD
2023-06-26,177,23.0,26.8,782.02,8.933333333333334,0.2784581325461747,0.2784581325461747,3208.933975852241
2023-06-27,178,16.0,22.693877551020407,779.4979591836735,15.10204081632653,0.8280368805443595,0.5495787479981848,2341.3480064058085
2023-06-28,179,7.0,18.5625,780.7229166666666,19.458333333333332,1.571135535006505,0.7430986544621455,1722.0843057211343
2023-06-29,180,6.0,17.875,781.5229166666667,23.083333333333332,2.3601614500292736,0.7890259150227685,1575.1170719271406
2023-06-30,181,6.0,15.795918367346939,783.6163265306122,37.93877551020408,3.293341154664507,0.9331797046352335,1113.824945167253
2023-07-01,182,4.0,14.416666666666666,786.6854166666667,54.770833333333336,4.150484011807364,0.8571428571428571,742.8194257089197
2023-07-02,183,8.0,17.9375,785.9479166666666,39.75,5.044648074900273,0.8941640630929091,1238.6749981026908
2023-07-03,184,9.0,18.895833333333332,785.25625,34.270833333333336,5.877470321858409,0.8328222469581363,1434.9688097339636
2023-07-04,185,12.0,19.291666666666668,783.49375,34.375,6.699817586473204,0.8223472646147951,1468.4887532326557
2023-07-05,186,9.0,19.081632653061224,783.7408163265306,38.97959183673469,7.559910607105127,0.8600930206319234,1347.7023339778452
2023-07-06,187,9.0,19.270833333333332,783.3708333333334,34.041666666666664,8.38052471312422,0.8206141060190937,1474.0348607389003
2023-07-07,188,7.0,18.770833333333332,781.7666666666668,36.166666666666664,9.22966832215346,0.8491436090292397,1382.7404511064328
2023-07-08,189,9.0,20.0,781.1333333333333,30.9375,10.006269727549,0.7766014053955415,1614.8755027342675
2023-07-09,190,8.0,19.145833333333332,783.3125,21.125,10.740949221263008,0.734679493714008,1749.0256201151747
2023-07-10,191,10.0,20.645833333333332,784.2770833333334,23.125,11.437609667922922,0.696660446659914,1870.6865706882752
2023-07-11,192,12.0,21.333333333333332,785.2979166666668,28.166666666666668,12.149045283372248,0.7114356154493251,1823.4060305621597
2023-07-12,193,12.0,21.583333333333332,785.0395833333333,30.958333333333332,12.8741809010376,0.7251356176653516,1779.566023470875
2023-07-13,194,13.0,22.416666666666668,784.4270833333334,29.666666666666668,13.559393881998835,0.6852129809612357,1907.3184609240457
2023-07-14,195,12.0,21.895833333333332,784.9,26.5625,14.23772406800252,0.6783301860036846,1929.3434047882095
2023-07-15,196,11.0,19.791666666666668,786.9416666666666,23.333333333333332,14.965944985884676,0.728220917882157,1769.6930627770976
2023-07-16,197,10.0,20.166666666666668,788.40625,25.9375,15.700402023565237,0.7344570376805615,1749.7374794222035
2023-07-17,198,11.0,22.604166666666668,787.6958333333333,24.208333333333332,16.332005213669646,0.6316031901044104,2078.8697916658866
2023-07-18,199,14.0,23.8125,786.2770833333334,22.270833333333332,16.896567897432114,0.564562683762468,2293.3994119601025
2023-07-19,200,15.0,22.625,788.3541666666666,37.6875,17.643032055061255,0.7464641576291406,1711.31469558675
2023-07-20,201,11.0,20.25,788.5666666666666,52.333333333333336,18.570548673440488,0.9275166183792314,1131.9468211864596
2023-07-21,202,10.0,20.25,789.0,46.9375,19.45802292038625,0.8874742469457615,1260.0824097735633
2023-07-22,203,9.0,20.755102040816325,788.3836734693878,31.081632653061224,20.21165132956169,0.7536284091754393,1688.3890906385943
2023-07-23,204,11.0,21.854166666666668,788.1333333333333,23.6875,20.8679685089001,0.6563171793384072,1999.785026117097
2023-07-24,205,12.0,22.25,789.1208333333334,30.666666666666668,21.567579385733737,0.699610876833637,1861.2451941323616
2023-07-25,206,16.0,23.291666666666668,788.75,29.875,22.222222449619895,0.6546430638861597,2005.142195564289
2023-07-26,207,12.0,21.16,788.7860000000001,43.22,23.05782881952032,0.8356063699004259,1426.059616318637
2023-07-27,208,10.0,18.854166666666668,787.90625,54.666666666666664,24.03060239292995,0.9727735734096298,987.1245650891847
2023-07-28,209,14.0,22.375,787.4625,35.479166666666664,24.766455819170798,0.7358534262408472,1745.269036029289
2023-07-29,210,11.0,20.833333333333332,788.8333333333334,35.708333333333336,25.55313041639912,0.7866745972283236,1582.6412888693644
2023-07-30,211,14.0,22.479166666666668,788.9812499999999,35.8125,26.288357051354282,0.7352266349551609,1747.274768143485
2023-07-31,212,13.0,19.5,788.3000000000001,54.333333333333336,27.246104370276864,0.9577473189225814,1035.2085794477396
2023-08-01,213,12.0,17.416666666666668,787.9583333333334,74.29166666666667,28.246104370276864,1.0,511.4648890901494
2023-08-02,214,11.0,17.170731707317074,787.7731707317073,79.4390243902439,29.246104370276864,1.0,402.74724590676294
2023-08-03,215,10.0,16.97872340425532,786.9851063829788,69.68085106382979,30.246104370276864,1.0,586.7113617824857
2023-08-04,216,9.0,18.104166666666668,786.6104166666668,48.895833333333336,31.195569128219695,0.9494647579428306,1061.712774582942
2023-08-05,217,10.0,18.5,786.8083333333334,41.229166666666664,32.08566666906872,0.8900975408490251,1251.6878692831197
2023-08-06,218,8.0,18.346938775510203,786.4571428571429,43.08571428571428,32.99173664600866,0.9060699769399412,1200.5760737921883
2023-08-07,219,9.4,18.099999999999998,786.3083333333334,43.28333333333333,33.90485956728249,0.9131229212738338,1178.0066519237319
2023-08-08,220,9.0,17.741666666666667,784.4979166666667,37.125,34.78710854615387,0.8822489788713723,1276.8032676116086
2023-08-09,221,7.8,17.083333333333332,783.8937500000001,38.19166666666667,35.69210298296627,0.9049944368123982,1204.0178022003256
2023-08-10,222,10.2,18.466666666666665,783.4916666666667,35.34166666666667,36.54391354279955,0.8518105598332822,1374.2062085334967
2023-08-11,223,9.4,17.166666666666668,785.475,55.775,37.54391354279955,1.0,866.0540017435769
2023-08-12,224,11.8,18.625,786.2083333333334,48.775,38.48155452184739,0.9376409790478389,1099.5488670469153
2023-08-13,225,9.8,18.266666666666666,786.5854166666667,49.19166666666666,39.42955722172205,0.9480026998746561,1066.3913604011004
2023-08-14,226,7.8,19.96326530612245,788.7775510204082,35.21632653061224,40.23849995818999,0.8089427364679405,1511.3832433025905
2023-08-15,227,11.4,20.516666666666666,790.5083333333333,35.59166666666667,41.03384526421398,0.7953453060239922,1554.895020723225
2023-08-16,228,13.0,21.316666666666666,788.6875,39.75,41.83765290034768,0.8038076361336974,1527.8155643721682
2023-08-17,229,10.2,19.458333333333332,787.3333333333334,54.458333333333336,42.79712013895668,0.9594672386090023,1029.7048364511927
2023-08-18,230,13.8,19.45,786.3354166666667,55.89166666666667,43.766876261662276,0.9697561227055981,996.780407342086
2023-08-19,231,10.2,19.116666666666667,786.7479166666667,59.925000000000004,44.766876261662276,1.0,887.0352724566603
2023-08-20,232,12.2,21.675,786.6916666666666,36.15,45.5309397139532,0.7640634522909282,1654.99695266903
2023-08-21,233,13.0,22.483333333333334,788.4020833333334,24.483333333333334,46.16963004168057,0.6386903277273668,2056.1909512724264
2023-08-22,234,12.6,20.508333333333333,789.1791666666667,33.875,46.952280845188035,0.7826508035074635,1595.5174287761167
2023-08-23,235,11.4,18.566666666666666,788.8874999999999,52.300000000000004,47.9147329286369,0.9624520834488692,1020.1533329636186
2023-08-24,236,12.2,17.808333333333334,787.2395833333334,71.43333333333334,48.9147329286369,1.0,582.5446648371362
2023-08-25,237,13.0,15.63,788.0550000000001,89.46000000000001,49.9147329286369,1.0,187.16481606459158
