,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,N0_fit,N0_upper_CI,N0_lower_CI
0,0.38887478119543284,0.8997071797990394,1.4916390093107132,0.6511354592409135,-0.5834362053158377,0.06984424819001171,0.024550852756552766,0.05390951697354486,0.05550477691678468,0.0015952599432398212,C1,"UTS, single N0 for forest, half-forest, or non-forest",6535.827230464285,6782.862147607815,5861.292170678376
1,0.6391282425458317,0.915554610399939,0.96701158462055,0.6507018952898443,0.7457844790939478,0.030437719625313782,0.02980386965047927,0.03798611070386112,0.0603685967605573,0.022382486056696183,C3,"UTS, single N0 for forest, half-forest, or non-forest",6535.827230464285,6782.862147607815,5861.292170678376
2,0.445113823982038,0.8054222321318033,1.50044985261146,0.860042486416646,-2.4365423195261395,0.06346596246340709,0.02621993683577451,0.04417956278046197,0.034235763870264974,0.009943798910196998,C4,"UTS, single N0 for forest, half-forest, or non-forest",6535.827230464285,6782.862147607815,5861.292170678376
3,0.7628371158273602,0.9488931057979724,0.9470586472931276,0.774541506774142,0.8281586165285895,0.01588429589495464,0.014640349610849349,0.02810772256495759,0.03831811075052644,0.010210388185568853,F2,"UTS, single N0 for forest, half-forest, or non-forest",6535.827230464285,6782.862147607815,5861.292170678376
4,0.5581644509283908,0.8951783869967265,1.397831602689722,1.1611244791213597,-4.2023305938738815,0.05259569884152258,0.019681344544402676,0.03742698925436643,0.023059572755909277,0.014367416498457155,R2,"UTS, single N0 for forest, half-forest, or non-forest",6535.827230464285,6782.862147607815,5861.292170678376
