,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,N0_fit,N0_upper_CI,N0_lower_CI
0,0.5051493272877152,0.8647684864559378,1.3999965780581871,0.741945037695216,-1.7463320340563633,0.07240447305687832,0.023219237743247474,0.045382413078890516,0.0436906872180144,0.0016917258608761185,C2,"UTS, single N0 for forest, half-forest, or non-forest",7019.835184638412,7029.144590722838,6781.538706744496
1,0.022526166757720345,0.9026780047534912,1.9411520559837816,0.7546098383551304,-11.50647113271419,0.12204569486301226,0.024431297944343875,0.05055185436617826,0.034510803577131405,0.016041050789046857,F1,"UTS, single N0 for forest, half-forest, or non-forest",7019.835184638412,7029.144590722838,6781.538706744496
2,0.7287608514642422,0.8699638112763379,1.204211405589613,0.8776931434966068,-0.08505567347901799,0.05843122329556306,0.029582440027175704,0.059287673630177194,0.05609433032046679,0.0031933433097104044,F3,"UTS, single N0 for forest, half-forest, or non-forest",7019.835184638412,7029.144590722838,6781.538706744496
3,0.3646259026967992,0.8837439786703414,1.6150325208235237,0.890822257955583,-5.112897076236123,0.1371775824280303,0.040276975610846706,0.07982371472507702,0.05548295750092303,0.024340757224153985,R1,"UTS, single N0 for forest, half-forest, or non-forest",7019.835184638412,7029.144590722838,6781.538706744496
4,0.568012158594206,0.873076364423113,1.0536912953033635,0.5905844034931864,0.6770582080019534,0.03481694233881803,0.0335926602065138,0.03812623046810633,0.061267266294860186,0.023141035826753857,R3,"UTS, single N0 for forest, half-forest, or non-forest",7019.835184638412,7029.144590722838,6781.538706744496
5,0.683606012971795,0.8526757530161115,0.9417231036648762,0.7261304605623703,0.6699442537697686,0.029658213936490513,0.028344254957551406,0.03530118020884167,0.05162396343741647,0.016322783228574805,R4,"UTS, single N0 for forest, half-forest, or non-forest",7019.835184638412,7029.144590722838,6781.538706744496
6,0.6643782153890568,0.7464849088307942,0.8085572117015788,0.891733016743656,-0.22278905038972718,0.0385501586594721,0.02321413981772669,0.025135990359260684,0.0348618475369778,0.009725857177717113,R7,"UTS, single N0 for forest, half-forest, or non-forest",7019.835184638412,7029.144590722838,6781.538706744496
