,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,N0_fit,N0_CI_upper,N0_CI_lower
0,0.15948079756552058,0.9232071774489724,1.8081167542117862,0.7820029733506729,-3.138069773413531,0.11290918330606939,0.03459687385018127,0.07848112796099264,0.05550477691678468,0.022976351044207963,C1,"Desilets, single N0 for forest, half-forest, or non-forest",4498.10007316742,4966.492896431213,4119.216939047019
1,0.7363706529009422,0.958084209292767,1.1516353951781901,0.7884575549200183,0.6940381736742476,0.03339217465820159,0.01755693899171322,0.054815629289450496,0.0603685967605573,0.005552967471106805,C3,"Desilets, single N0 for forest, half-forest, or non-forest",4498.10007316742,4966.492896431213,4119.216939047019
2,0.20976843590640815,0.8749320530218947,1.7801554796064345,1.0134670400809038,-7.023944839023619,0.0969781710975136,0.03587249235523631,0.06176573117627086,0.034235763870264974,0.02752996730600589,C4,"Desilets, single N0 for forest, half-forest, or non-forest",4498.10007316742,4966.492896431213,4119.216939047019
3,0.9224956770093313,0.9588402863722213,1.0364605211538673,0.945379230566482,0.9066674507377414,0.011706327028791971,0.01091001064189781,0.037545933762247,0.03831811075052644,0.0007721769882794438,F2,"Desilets, single N0 for forest, half-forest, or non-forest",4498.10007316742,4966.492896431213,4119.216939047019
4,0.2871401018925829,0.9329334390634418,1.6394607620836719,1.307833143909537,-12.15545124585939,0.08363809475931602,0.02913784155392288,0.049442978219964066,0.023059572755909277,0.02638340546405479,R2,"Desilets, single N0 for forest, half-forest, or non-forest",4498.10007316742,4966.492896431213,4119.216939047019
