datetime_UTC,BaroPress,airT,airRH,N1_cts,N2_cts,N3_cts,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,sT_5,sT_10,sT_20,sT_50,N1_SWC,N1_z,SWE
2023-07-01 00:00,715.6,8,80,7874,2875,7210,NaN,0.076,0.074,0.128,0.212,18.5,16.7,13.8,11.3,NaN,NaN,NaN
2023-07-01 00:30,715.6,10,60,7761,2929,7131,NaN,0.076,0.074,0.13,0.21,17.9,16.4,13.8,11.3,NaN,NaN,NaN
2023-07-01 01:00,715.5,8.7,70.7,7784,2834,7148,NaN,0.076,0.075,0.131,0.212,18,16.6,14.2,11.4,NaN,NaN,NaN
2023-07-01 01:30,715.4,8.1,71,7605,2909,7217,NaN,0.076,0.075,0.131,0.212,17.8,16.5,14.2,11.4,NaN,NaN,NaN
2023-07-01 02:00,715.6,6.8,78.3,7763,2804,6904,NaN,0.076,0.074,0.131,0.212,17.5,16.4,14.3,11.4,NaN,NaN,NaN
2023-07-01 02:30,715.9,6.4,79.3,7722,2838,7118,NaN,0.076,0.074,0.131,0.211,16.9,16.4,14.4,11.4,NaN,NaN,NaN
2023-07-01 03:00,716.2,6.7,81.3,7925,2815,6948,NaN,0.075,0.074,0.131,0.211,16.3,16.2,14.4,11.4,NaN,NaN,NaN
2023-07-01 03:30,716.3,6.8,77.7,7749,2852,7147,NaN,0.075,0.074,0.131,0.211,15.7,16,14.4,11.4,NaN,NaN,NaN
2023-07-01 04:00,716.6,7.2,71.3,7723,2771,7200,NaN,0.074,0.074,0.131,0.211,15.2,15.8,14.4,11.4,NaN,NaN,NaN
2023-07-01 04:30,716.9,4.6,82,7462,2948,7108,NaN,0.074,0.074,0.131,0.211,14.7,15.5,14.4,11.3,NaN,NaN,NaN
2023-07-01 05:00,716.9,4.1,82,7829,2755,7230,NaN,0.074,0.074,0.131,0.211,14.1,15.2,14.3,11.3,NaN,NaN,NaN
2023-07-01 05:30,716.8,3.5,84,7601,2866,6980,NaN,0.073,0.074,0.131,0.211,13.6,15,14.3,11.4,NaN,NaN,NaN
