datetime_UTC,BaroPress,airT,airRH,N1_cts,N2_cts,N3_cts,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,sT_5,sT_10,sT_20,sT_50,N1_SWC,N1_z,SWE
2023-07-01 00:00,805.8,0,NaN,4918,2311,NaN,NaN,0.068,0.08,0.072,0.1,19.8,16.4,12.9,11.6,NaN,NaN,NaN
2023-07-01 00:30,805.8,0,NaN,4934,2197,NaN,NaN,0.066,0.08,0.072,0.1,19.2,16.4,12.9,11.6,NaN,NaN,NaN
2023-07-01 01:00,805.8,NaN,NaN,4966,2242,NaN,NaN,0.068,0.082,0.074,0.1,19,16.5,13.3,11.9,NaN,NaN,NaN
2023-07-01 01:30,806.2,NaN,NaN,4978,2224,NaN,NaN,0.068,0.082,0.074,0.099,18.5,16.5,13.4,11.9,NaN,NaN,NaN
2023-07-01 02:00,807,NaN,NaN,4908,2284,NaN,NaN,0.068,0.082,0.074,0.1,18,16.3,13.5,11.9,NaN,NaN,NaN
2023-07-01 02:30,807.1,NaN,NaN,4902,2158,NaN,NaN,0.067,0.081,0.074,0.1,17.4,16.2,13.5,11.9,NaN,NaN,NaN
2023-07-01 03:00,807.5,NaN,NaN,4977,2250,NaN,NaN,0.067,0.081,0.074,0.1,16.8,15.9,13.6,11.9,NaN,NaN,NaN
2023-07-01 03:30,807.7,NaN,NaN,4874,2144,NaN,NaN,0.067,0.081,0.074,0.1,16.3,15.7,13.6,11.8,NaN,NaN,NaN
2023-07-01 04:00,808.1,NaN,NaN,4851,2117,NaN,NaN,0.067,0.081,0.074,0.1,15.8,15.5,13.7,11.9,NaN,NaN,NaN
2023-07-01 04:30,808.6,NaN,NaN,4807,2212,NaN,NaN,0.067,0.081,0.074,0.1,15.2,15.2,13.7,11.9,NaN,NaN,NaN
2023-07-01 05:00,808.7,NaN,NaN,4833,2240,NaN,NaN,0.067,0.081,0.074,0.1,14.8,14.9,13.7,11.9,NaN,NaN,NaN
2023-07-01 05:30,808.7,NaN,NaN,4767,2147,NaN,NaN,0.066,0.081,0.074,0.1,14.3,14.7,13.7,11.9,NaN,NaN,NaN
2023-07-01 06:00,809,NaN,NaN,4870,2191,NaN,NaN,0.066,0.081,0.074,0.1,14,14.4,13.6,11.9,NaN,NaN,NaN
2023-07-01 06:30,808.9,NaN,NaN,4846,2160,NaN,NaN,0.066,0.08,0.074,0.1,13.6,14.2,13.6,11.9,NaN,NaN,NaN
2023-07-01 07:00,808.8,NaN,NaN,4909,2170,NaN,NaN,0.066,0.08,0.074,0.1,13.3,14,13.6,11.9,NaN,NaN,NaN
2023-07-01 07:30,808.7,NaN,NaN,4801,2194,NaN,NaN,0.066,0.08,0.074,0.1,13.1,13.8,13.5,11.9,NaN,NaN,NaN
2023-07-01 08:00,808.6,NaN,NaN,4828,2236,NaN,NaN,0.066,0.08,0.074,0.1,12.9,13.6,13.5,11.9,NaN,NaN,NaN
2023-07-01 08:30,808.7,NaN,NaN,4908,2262,NaN,NaN,0.066,0.08,0.074,0.1,12.7,13.4,13.4,11.9,NaN,NaN,NaN
2023-07-01 09:00,808.7,NaN,NaN,4901,2214,NaN,NaN,0.066,0.08,0.074,0.1,12.5,13.2,13.4,11.9,NaN,NaN,NaN
2023-07-01 09:30,808.8,NaN,NaN,4756,2149,NaN,NaN,0.066,0.08,0.074,0.1,12.2,13.1,13.3,11.9,NaN,NaN,NaN
2023-07-01 10:00,809.1,NaN,NaN,4834,2160,NaN,NaN,0.065,0.08,0.074,0.1,12,12.9,13.3,11.9,NaN,NaN,NaN
2023-07-01 10:30,809.1,NaN,NaN,4779,2208,NaN,NaN,0.065,0.08,0.073,0.1,11.8,12.8,13.2,11.9,NaN,NaN,NaN
2023-07-01 11:00,809.4,NaN,NaN,4757,2213,NaN,NaN,0.065,0.08,0.073,0.102,11.6,12.6,13.1,11.9,NaN,NaN,NaN
2023-07-01 11:30,809.5,NaN,NaN,4796,2170,NaN,NaN,0.065,0.08,0.073,0.104,11.3,12.4,13.1,11.9,NaN,NaN,NaN
2023-07-01 12:00,809.8,NaN,NaN,4860,2143,NaN,NaN,0.065,0.08,0.073,0.102,11.2,12.3,13,11.9,NaN,NaN,NaN
2023-07-01 12:30,810,NaN,NaN,4780,2228,NaN,NaN,0.065,0.08,0.073,0.102,11,12.1,13,11.9,NaN,NaN,NaN
2023-07-01 13:00,810,NaN,NaN,4877,2088,NaN,NaN,0.065,0.079,0.073,0.101,10.8,12,12.9,11.9,NaN,NaN,NaN
2023-07-01 13:30,810.2,NaN,NaN,4897,2174,NaN,NaN,0.065,0.079,0.073,0.1,10.8,11.8,12.8,11.9,NaN,NaN,NaN
2023-07-01 14:00,810.3,NaN,NaN,4751,2197,NaN,NaN,0.065,0.079,0.073,0.1,10.7,11.8,12.7,11.9,NaN,NaN,NaN
2023-07-01 14:30,810.4,NaN,NaN,4822,2176,NaN,NaN,0.065,0.079,0.073,0.1,10.7,11.6,12.7,11.9,NaN,NaN,NaN
