datetime_UTC,BaroPress,airT,airRH,N1_cts,N2_cts,N3_cts,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,sT_5,sT_10,sT_20,sT_50,N1_SWC,N1_z,SWE
2023-07-01 00:00,784.3,16,56,5276,2106,NaN,NaN,0.116,0.136,0.136,0.088,21.4,20.1,17.3,13.8,NaN,NaN,NaN
2023-07-01 00:30,784.2,17,54,5367,2161,NaN,NaN,0.114,0.136,0.136,0.088,21.1,19.8,17.3,13.8,NaN,NaN,NaN
2023-07-01 01:00,784.2,14.7,66.6,5228,2148,NaN,NaN,0.116,0.137,0.137,0.089,20.9,19.8,17.6,14.2,NaN,NaN,NaN
2023-07-01 01:30,784.4,13.4,68.5,5200,2167,NaN,NaN,0.115,0.136,0.137,0.089,20.3,19.6,17.6,14.2,NaN,NaN,NaN
2023-07-01 02:00,785.1,12.6,75,5265,2219,NaN,NaN,0.114,0.136,0.137,0.089,19.5,19.3,17.6,14.2,NaN,NaN,NaN
2023-07-01 02:30,785.2,13.1,75.1,5184,2068,NaN,NaN,0.114,0.136,0.137,0.089,18.8,19,17.5,14.2,NaN,NaN,NaN
2023-07-01 03:00,785.6,12,78.2,5213,2046,NaN,NaN,0.113,0.136,0.137,0.089,18.3,18.7,17.5,14.2,NaN,NaN,NaN
2023-07-01 03:30,785.9,10.6,81.7,5229,2150,NaN,NaN,0.113,0.135,0.136,0.089,17.8,18.4,17.5,14.3,NaN,NaN,NaN
2023-07-01 04:00,786.3,9.6,84.7,5262,2203,NaN,NaN,0.112,0.135,0.136,0.089,17.2,18,17.4,14.3,NaN,NaN,NaN
2023-07-01 04:30,786.5,9,83.7,5121,2178,NaN,NaN,0.112,0.134,0.136,0.089,16.6,17.7,17.3,14.3,NaN,NaN,NaN
2023-07-01 05:00,786.8,8.2,86.5,5189,2146,NaN,NaN,0.111,0.134,0.136,0.089,16,17.3,17.3,14.3,NaN,NaN,NaN
2023-07-01 05:30,786.8,7.4,89.3,5230,2089,NaN,NaN,0.111,0.134,0.136,0.089,15.5,17,17.2,14.3,NaN,NaN,NaN
2023-07-01 06:00,787.1,7.1,88.5,5242,2076,NaN,NaN,0.11,0.133,0.136,0.089,15,16.6,17.1,14.4,NaN,NaN,NaN
2023-07-01 06:30,787.1,6.6,91.1,5357,2086,NaN,NaN,0.11,0.133,0.136,0.089,14.6,16.3,17,14.4,NaN,NaN,NaN
2023-07-01 07:00,787,6.2,92.4,5119,2027,NaN,NaN,0.109,0.132,0.136,0.089,14.2,16,16.8,14.4,NaN,NaN,NaN
2023-07-01 07:30,786.8,5.5,95.4,5175,2018,NaN,NaN,0.109,0.132,0.136,0.089,13.8,15.7,16.7,14.4,NaN,NaN,NaN
2023-07-01 08:00,786.7,5.1,95.3,5237,2092,NaN,NaN,0.109,0.132,0.135,0.089,13.4,15.4,16.6,14.4,NaN,NaN,NaN
2023-07-01 08:30,786.8,4.9,95.6,5177,2076,NaN,NaN,0.108,0.131,0.135,0.089,13.1,15.1,16.5,14.4,NaN,NaN,NaN
2023-07-01 09:00,786.7,4.3,96.7,5091,2018,NaN,NaN,0.108,0.131,0.136,0.089,12.8,14.8,16.3,14.4,NaN,NaN,NaN
2023-07-01 09:30,786.8,4.1,97.7,5093,2013,NaN,NaN,0.108,0.131,0.135,0.089,12.4,14.6,16.2,14.4,NaN,NaN,NaN
2023-07-01 10:00,786.7,4,98.4,5162,2059,NaN,NaN,0.107,0.13,0.135,0.089,12.1,14.3,16.1,14.4,NaN,NaN,NaN
2023-07-01 10:30,787,3.5,98.7,5087,1957,NaN,NaN,0.107,0.13,0.135,0.089,11.8,14.1,15.9,14.4,NaN,NaN,NaN
2023-07-01 11:00,787.2,3.2,99.1,5199,2132,NaN,NaN,0.107,0.13,0.134,0.089,11.5,13.8,15.8,14.4,NaN,NaN,NaN
2023-07-01 11:30,787.3,3,98.5,5228,2027,NaN,NaN,0.107,0.13,0.134,0.089,11.3,13.6,15.6,14.5,NaN,NaN,NaN
2023-07-01 12:00,787.4,2.6,99.1,5035,2119,NaN,NaN,0.106,0.129,0.134,0.089,11,13.4,15.5,14.4,NaN,NaN,NaN
2023-07-01 12:30,787.8,2.7,99.7,5279,2097,NaN,NaN,0.106,0.129,0.134,0.089,10.7,13.1,15.4,14.4,NaN,NaN,NaN
2023-07-01 13:00,787.8,2.8,99.5,5165,2122,NaN,NaN,0.106,0.129,0.133,0.089,10.6,12.9,15.2,14.4,NaN,NaN,NaN
