date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date,CRNS,Bare
2024-04-10,2024-04-10,5151.8125,0.0098737853405902,101.28315697637528,2056.3636850849653,0.316888513588106,2026.9880468769425,0.288487860497008,0.2875416666666666,0.3084375,0.2893333333333333,0.3515416666666666,0.2974052167458967,0.2350695042477415,0.1208868867056195,4.235416666666667,3.889583333333333,3.4916666666666667,3.41875,0.0,788.2895833333333,41.025,5.33125,2024-04-10,0.288487860497008,822.1023784953105
2024-04-11,2024-04-11,5176.916666666667,0.0098137393204595,101.90862662043142,2083.944055382081,0.2969096481552352,2056.93079124096,0.2696331916971409,0.2846875,0.3065,0.2874791666666667,0.351,0.2951442937562151,0.2324332720099812,0.1195311774277373,4.5,4.554166666666666,4.175,3.7375,0.0,789.3854166666666,39.489583333333336,5.59375,2024-04-11,0.2696331916971409,819.0386219679428
2024-04-12,2024-04-12,5232.270833333333,0.0097673191535966,102.39250009039334,2085.498515350247,0.2959234099187071,2056.181648686009,0.2701227715674867,0.2815833333333333,0.3037916666666666,0.2852499999999999,0.3507291666666666,0.2924570160368954,0.2292999109057698,0.1179198145671027,5.142553191489362,4.935416666666667,4.447916666666667,3.9979166666666655,0.0,788.6104166666668,34.52916666666667,8.18125,2024-04-12,0.2701227715674867,817.8658978410459
2024-04-13,2024-04-13,5287.729166666667,0.0097248272918833,102.83796208323103,2102.53474837363,0.2841933448210476,2064.1223360696213,0.2652321673454122,0.2809375,0.3035833333333333,0.2845208333333333,0.3505,0.2919568350892673,0.2287167007987169,0.1176198928296469,8.441666666666666,7.495833333333334,5.922916666666667,4.425,0.0,787.5645833333333,33.729166666666664,12.727083333333333,2024-04-13,0.2652321673454122,817.9069021447345
2024-04-14,2024-04-14,5296.354166666667,0.00967701490965,103.36325808523944,2106.6800621954885,0.2817490948397821,2076.707110685028,0.2582962360787899,0.2763125,0.3010833333333333,0.283,0.3507291666666666,0.2888406360390891,0.2250832181755362,0.1157513373842226,7.691666666666666,7.524999999999999,6.622916666666666,5.139583333333333,0.0,786.9499999999999,33.94375,10.535416666666666,2024-04-14,0.2582962360787899,818.5010535034468
2024-04-15,2024-04-15,5622.854166666667,0.0094460815319814,105.8795459188789,2121.225520013147,0.2725657484528116,2087.56873106428,0.2527485299617686,0.271625,0.2978333333333333,0.280375,0.3505416666666667,0.2852154662857775,0.2208562766058106,0.113577589631251,6.66875,7.077083333333333,6.729166666666667,5.566666666666666,0.0,779.8312500000001,33.9,8.308333333333334,2024-04-15,0.2527485299617686,822.8389196101056
2024-04-16,2024-04-16,5175.75,0.0099103907597478,100.92241049394696,2035.272247308868,0.3328067996029391,1983.0545211682872,0.3187548319498698,0.2773333333333334,0.2958541666666666,0.2775,0.349625,0.2864243718077362,0.2222658583226309,0.1143024813854956,5.664583333333333,5.702083333333333,5.795833333333333,5.579166666666667,5.8431,783.6999999999999,84.05208333333333,3.2458333333333336,2024-04-16,0.3187548319498698,840.786694808492
2024-04-17,2024-04-17,5134.416666666667,0.0098301313499389,101.74036049779951,2063.4958531653106,0.3113567083367873,2021.3561087379512,0.291882832845052,0.2883541666666666,0.3014166666666666,0.2812291666666667,0.348,0.2936960659054455,0.2307446408778087,0.118662781669573,6.708333333333333,6.383333333333333,5.870833333333334,5.435416666666668,0.2774,785.4291666666667,53.24375,8.608333333333333,2024-04-17,0.291882832845052,825.4116798916313
2024-04-18,2024-04-18,5200.604166666667,0.0098043743662901,102.0028449410038,2084.4986912786385,0.2965422968971659,2041.4132355782149,0.2790501912434895,0.2820625,0.2997291666666666,0.2808333333333333,0.348,0.2903407016265866,0.2268322920177517,0.1166508164216261,7.522916666666667,7.175,6.516666666666667,5.6000000000000005,0.0,785.3770833333333,43.93958333333333,10.025,2024-04-18,0.2790501912434895,817.3905027975021
2024-04-19,2024-04-19,5254.375,0.0097699551357279,102.36281351698372,2108.0959746020458,0.2808147732993377,2055.1806494936022,0.2707328796386719,0.2778125,0.2975833333333333,0.2790208333333333,0.348,0.2874376640955963,0.2234473553518184,0.1149100782661182,8.200000000000001,7.69375,6.891666666666667,5.8375,0.0,785.40625,49.68333333333334,10.170833333333333,2024-04-19,0.2707328796386719,818.0742633741945
