,Site,Aspen Forest (mm),Conifer Forest (mm),Grassland East BWE (mm),Grassland South BWE (mm),Fraction Aspen Forest,Fraction Conifer Forest,Fraction Grassland,BWE Representing 200 m Radius Footprint (mm),BWE Uncertainty (mm)
0,RF 1,39.12112673563661,111.16447746285296,0.544941792,0.17035657599999998,0.3357142857142857,0.4857142857142857,0.1785714285714286,67.19156181177802,1.5557946110662408
