,Site,Aspen Forest (mm),Grass/understory BWE (mm),Gambel Oak Mixed Shrubland BWE (mm),Fraction Aspen Forest,Fraction Gambel Oak Mixed Shrubland,Fraction Pasture,BWE Representing 200 m Radius Footprint (mm),BWE Uncertainty (mm)
0,Crys 1,129.49390824250847,0,67.97903846412255,0.4347826086956522,0.39130434782608686,0.1739130434782609,82.9021925479212,4.942364161724904
