,Site,Trees (mm),Sagebrush Steppe Grass Estimate (mm),Fraction Forest,Fraction Shrubland and Pasture,BWE Representing 200 m Radius Footprint (mm),BWE Uncertainty (mm)
0,Fry 5,80.37153536356897,2,0.2992700729927007,0.7007299270072993,25.454255108805306,0.6936765907763532
