half_hour,datetime,lat,long,mod_nc_cph,swc,bwe,Mod_cv,Mod_sqrt,N0_fit,site,SiteName
2023-06-27 19:30:00,2023-06-27 19:30:00,39.31415,-106.61498,2271.1467103042805,0.227081298828125,0.0,0.007197380630089239,138.93943524668103,6051.602540748087,267,Fry 4
2023-06-27 20:30:00,2023-06-27 20:30:00,39.31415,-106.61498,2264.5844693201166,0.230133056640625,0.0,0.007210511466088014,138.6864170042766,6051.602540748087,267,Fry 4
2023-06-27 21:00:00,2023-06-27 21:00:00,39.31415,-106.61498,2180.271984675718,0.274566650390625,0.0,0.007338335978593911,136.2706753843136,6051.602540748087,267,Fry 4
2023-06-27 21:30:00,2023-06-27 21:30:00,39.31415,-106.61498,2239.8406452117297,0.242156982421875,0.0,0.007252304509330057,137.88720519298448,6051.602540748087,267,Fry 4
2023-06-27 22:00:00,2023-06-27 22:00:00,39.31415,-106.61498,2203.0215717637725,0.261566162109375,0.0,0.007315406861459087,136.6977967101813,6051.602540748087,267,Fry 4
2023-06-27 22:30:00,2023-06-27 22:30:00,39.31415,-106.61498,2163.1391215309613,0.285003662109375,0.0,0.007382537034313079,135.45478950557637,6051.602540748087,267,Fry 4
2023-06-27 23:00:00,2023-06-27 23:00:00,39.31415,-106.61498,2171.493077496368,0.279876708984375,0.0,0.007374527235330246,135.60191292116343,6051.602540748087,267,Fry 4
2023-06-27 23:30:00,2023-06-27 23:30:00,39.31415,-106.61498,2323.986981480788,0.204132080078125,0.0,0.007131154268292671,140.22975276896068,6051.602540748087,267,Fry 4
2023-06-28 00:00:00,2023-06-28 00:00:00,39.31415,-106.61498,2279.2348810760973,0.223358154296875,0.0,0.007200822998230956,138.8730149658827,6051.602540748087,267,Fry 4
2023-06-28 00:30:00,2023-06-28 00:30:00,39.31415,-106.61498,2278.6129691691085,0.223663330078125,0.0,0.007201158724412374,138.8665405485284,6051.602540748087,267,Fry 4
2023-06-28 01:00:00,2023-06-28 01:00:00,39.31415,-106.61498,2211.3304832855897,0.257232666015625,0.0,0.007307310676602893,136.85135294386635,6051.602540748087,267,Fry 4
2023-06-28 02:00:00,2023-06-28 02:00:00,39.31415,-106.61498,2283.9635688290928,0.221221923828125,0.0,0.007173212021071481,139.40756206040976,6051.602540748087,267,Fry 4
2023-06-28 02:30:00,2023-06-28 02:30:00,39.31415,-106.61498,2216.344634630897,0.254302978515625,0.0,0.007294041415684737,137.09820701725803,6051.602540748087,267,Fry 4
2023-06-28 03:30:00,2023-06-28 03:30:00,39.31415,-106.61498,2247.8181396589616,0.238189697265625,0.0,0.007213058900001121,138.6374371627334,6051.602540748087,267,Fry 4
2023-06-28 04:00:00,2023-06-28 04:00:00,39.31415,-106.61498,2221.7445808729435,0.251495361328125,0.0,0.007258009192971389,137.77909144696628,6051.602540748087,267,Fry 4
2023-06-28 05:00:00,2023-06-28 05:00:00,39.31415,-106.61498,2266.6694087294245,0.22930908203125,0.0,0.007200001395049907,138.89048503638622,6051.602540748087,267,Fry 4
2023-06-28 06:00:00,2023-06-28 06:00:00,39.31415,-106.61498,2154.55059201187,0.290435791015625,0.0,0.007390339445324357,135.3117820092377,6051.602540748087,267,Fry 4
2023-06-28 06:30:00,2023-06-28 06:30:00,39.31415,-106.61498,2290.616547870716,0.218292236328125,0.0,0.007156108914891106,139.7407462481609,6051.602540748087,267,Fry 4
2023-06-28 07:00:00,2023-06-28 07:00:00,39.31415,-106.61498,2276.1509648478254,0.224761962890625,0.0,0.007184212081070997,139.19410907075056,6051.602540748087,267,Fry 4
2023-06-28 08:00:00,2023-06-28 08:00:00,39.31415,-106.61498,2281.9038440624304,0.222198486328125,0.0,0.007165046873672848,139.56642819384567,6051.602540748087,267,Fry 4
2023-06-28 08:30:00,2023-06-28 08:30:00,39.31415,-106.61498,2264.4851715696204,0.230194091796875,0.0,0.007197961219974605,138.92822834679404,6051.602540748087,267,Fry 4
2023-06-28 09:00:00,2023-06-28 09:00:00,39.31415,-106.61498,2257.533993991616,0.233489990234375,0.0,0.007211084782611529,138.6757804542697,6051.602540748087,267,Fry 4
2023-06-28 10:00:00,2023-06-28 10:00:00,39.31415,-106.61498,2201.1429281553874,0.262603759765625,0.0,0.007294564977480028,137.0883668988111,6051.602540748087,267,Fry 4
2023-06-28 10:30:00,2023-06-28 10:30:00,39.31415,-106.61498,2247.285052751826,0.238433837890625,0.0,0.007213863165923227,138.62198062250332,6051.602540748087,267,Fry 4
2023-06-28 11:00:00,2023-06-28 11:00:00,39.31415,-106.61498,2275.733933730504,0.22662353515625,0.0,0.007185663827620493,139.18424579643067,6051.602540748087,267,Fry 4
2023-06-28 11:30:00,2023-06-28 11:30:00,39.31415,-106.61498,2227.8044109914113,0.248260498046875,0.0,0.007277466718104395,137.41045321612626,6051.602540748087,267,Fry 4
2023-06-28 12:30:00,2023-06-28 12:30:00,39.31415,-106.61498,2255.377825602621,0.234527587890625,0.0,0.007236239011122024,138.19333475069166,6051.602540748087,267,Fry 4
2023-06-28 13:00:00,2023-06-28 13:00:00,39.31415,-106.61498,2232.2051952715315,0.246185302734375,0.0,0.00727655815826969,137.42913724707256,6051.602540748087,267,Fry 4
2023-06-28 14:00:00,2023-06-28 14:00:00,39.31415,-106.61498,2342.7743903822684,0.196685791015625,0.0,0.007085976054495256,141.1238186961713,6051.602540748087,267,Fry 4
2023-06-28 14:30:00,2023-06-28 14:30:00,39.31415,-106.61498,2213.9088723731375,0.255645751953125,0.0,0.007286547081543229,137.2392147898135,6051.602540748087,267,Fry 4
