half_hour,datetime,lat,long,mod_nc_cph,swc,bwe,Mod_cv,Mod_sqrt,N0_fit,site,SiteName
2023-06-22 19:00:00,2023-06-22 19:00:00,39.332739,-106.978789,14297.83622208307,3.0517578125e-05,0.0,0.0037267799624996494,268.32815729997475,5148.697109929,271,RF5
2023-06-22 19:30:00,2023-06-22 19:30:00,39.332739,-106.978789,14313.970697959348,3.0517578125e-05,0.0,0.0037267799624996494,268.32815729997475,5148.697109929,271,RF5
2023-06-23 01:30:00,2023-06-23 01:30:00,39.332739,-106.978789,13698.027279130836,3.0517578125e-05,0.0,0.003836235584322907,260.6722079547415,5148.697109929,271,RF5
2023-06-28 14:00:00,2023-06-28 14:00:00,39.332739,-106.978789,2362.6279535048566,0.077056884765625,0.0,0.009254499937814388,108.0555412739208,5148.697109929,271,RF5
2023-06-28 14:30:00,2023-06-28 14:30:00,39.332739,-106.978789,2335.9178738660557,0.081939697265625,0.0,0.00930725988812425,107.44300814850634,5148.697109929,271,RF5
2023-06-30 18:30:00,2023-06-30 18:30:00,39.332739,-106.978789,1860.844352426239,0.241607666015625,0.0,0.010269015283712423,97.38032054408269,5148.697109929,271,RF5
2023-06-30 19:30:00,2023-06-30 19:30:00,39.332739,-106.978789,2313.1779622324348,0.086334228515625,0.0,0.009209840100244181,108.5795181149222,5148.697109929,271,RF5
2023-06-30 20:00:00,2023-06-30 20:00:00,39.332739,-106.978789,2321.5524622597713,0.084686279296875,0.0,0.009186304243492507,108.8577052853862,5148.697109929,271,RF5
2023-06-30 20:30:00,2023-06-30 20:30:00,39.332739,-106.978789,2386.9869367234646,0.072784423828125,0.0,0.009059517220319521,110.38115781237303,5148.697109929,271,RF5
2023-06-30 21:00:00,2023-06-30 21:00:00,39.332739,-106.978789,2330.030289115857,0.083038330078125,0.0,0.009176473818140823,108.9743206179171,5148.697109929,271,RF5
2023-06-30 21:30:00,2023-06-30 21:30:00,39.332739,-106.978789,2329.6459625878465,0.083099365234375,0.0,0.00919795460231938,108.71982339941506,5148.697109929,271,RF5
2023-06-30 22:00:00,2023-06-30 22:00:00,39.332739,-106.978789,2388.81585323573,0.072479248046875,0.0,0.009090157869233562,110.00909053346456,5148.697109929,271,RF5
2023-06-30 22:30:00,2023-06-30 22:30:00,39.332739,-106.978789,2306.365087709454,0.087677001953125,0.0,0.009254692704880397,108.05329057253915,5148.697109929,271,RF5
2023-06-30 23:00:00,2023-06-30 23:00:00,39.332739,-106.978789,2378.7924367158575,0.074188232421875,0.0,0.009126427969889892,109.57189420649804,5148.697109929,271,RF5
2023-06-30 23:30:00,2023-06-30 23:30:00,39.332739,-106.978789,2347.976116056311,0.079681396484375,0.0,0.009203406627203578,108.65541864076545,5148.697109929,271,RF5
2023-07-01 00:00:00,2023-07-01 00:00:00,39.332739,-106.978789,2368.7272240352113,0.075958251953125,0.0,0.009166450359313088,109.09348338792918,5148.697109929,271,RF5
2023-07-01 00:30:00,2023-07-01 00:30:00,39.332739,-106.978789,2340.355528410849,0.081085205078125,0.0,0.00922531208028885,108.39741694339399,5148.697109929,271,RF5
2023-07-01 01:00:00,2023-07-01 01:00:00,39.332739,-106.978789,2288.821320914867,0.091217041015625,0.0,0.009335607349326093,107.11675872616759,5148.697109929,271,RF5
2023-07-01 01:30:00,2023-07-01 01:30:00,39.332739,-106.978789,2364.7216027739423,0.076690673828125,0.0,0.009181111133598008,108.91927844556082,5148.697109929,271,RF5
2023-07-01 02:00:00,2023-07-01 02:00:00,39.332739,-106.978789,2393.7355523780066,0.071624755859375,0.0,0.009121870452517103,109.62663909835054,5148.697109929,271,RF5
2023-07-01 02:30:00,2023-07-01 02:30:00,39.332739,-106.978789,2356.5091781888455,0.078155517578125,0.0,0.009190182776172597,108.81176406988355,5148.697109929,271,RF5
2023-07-01 03:00:00,2023-07-01 03:00:00,39.332739,-106.978789,2319.4852868064013,0.085052490234375,0.0,0.009256277548235603,108.03478988058393,5148.697109929,271,RF5
2023-07-01 03:30:00,2023-07-01 03:30:00,39.332739,-106.978789,2309.3934151826093,0.087066650390625,0.0,0.009279968166051804,107.75899034419355,5148.697109929,271,RF5
2023-07-01 04:00:00,2023-07-01 04:00:00,39.332739,-106.978789,2343.5423955133656,0.080535888671875,0.0,0.009219037424177585,108.47119433287347,5148.697109929,271,RF5
2023-07-01 04:30:00,2023-07-01 04:30:00,39.332739,-106.978789,2329.898897214882,0.083099365234375,0.0,0.00924599059415969,108.15498780970627,5148.697109929,271,RF5
2023-07-01 05:00:00,2023-07-01 05:00:00,39.332739,-106.978789,2326.8113432251516,0.083648681640625,0.0,0.00925212302755615,108.08330120791094,5148.697109929,271,RF5
2023-07-01 05:30:00,2023-07-01 05:30:00,39.332739,-106.978789,2324.3285716663786,0.084136962890625,0.0,0.009264025931008332,107.94443014810908,5148.697109929,271,RF5
2023-07-01 06:00:00,2023-07-01 06:00:00,39.332739,-106.978789,2303.372401406957,0.088287353515625,0.0,0.009313072421206565,107.3759501454026,5148.697109929,271,RF5
2023-07-01 06:30:00,2023-07-01 06:30:00,39.332739,-106.978789,2341.972958124481,0.080780029296875,0.0,0.009239477030834173,108.23123393919151,5148.697109929,271,RF5
2023-07-01 07:00:00,2023-07-01 07:00:00,39.332739,-106.978789,2312.922216614848,0.086334228515625,0.0,0.009300816647554057,107.5174404457249,5148.697109929,271,RF5
2023-07-01 07:30:00,2023-07-01 07:30:00,39.332739,-106.978789,2352.5328837501747,0.078887939453125,0.0,0.009232590029540237,108.31196845093724,5148.697109929,271,RF5
