,Site,Trees (mm),Sagebrush/Pasture Grass Estimate (mm),Fraction Forest,Fraction Shrubland and Pasture,BWE Representing 200 m Radius Footprint (mm),BWE Uncertainty (mm)
0,RF 6,6.174015217813492,0.4595513120000001,0.28057553956834536,0.669064748201439,2.039747233890117,0.22266153378183395
