,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.7134149991762888,0.8066855641553548,0.7920682202035888,0.9609504604138558,-0.221715043748979,0.039741873747819643,0.02131193195562295,0.027366985769088862,0.035955338232492015,0.008588352463403153,R7,"Desilets, site-specific N0",half-forest,4612.825306645343
