,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.9458786331067526,0.9549198463285453,0.9783330306634999,0.9793252681003429,0.9084254616498936,0.014452574891237403,0.014178818631842375,0.04575847436004651,0.04775928974438602,0.0020008153843395146,F4,"Desilets, site-specific N0",non-forest,4478.825729778049
