,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.10385761915724911,0.9310341491932724,1.8556811043077113,0.7428527155582739,-8.701247368812233,0.11097558488494026,0.020572916101859195,0.04911562943772976,0.03562982204736662,0.01348580739036314,F1,"Desilets, site-specific N0",half-forest,4305.156519644482
