,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.4796068547197956,0.9327635441191147,1.474419037255744,1.2030144372810336,-4.451822766694718,0.06401019242660339,0.025083863779936343,0.04862616700754482,0.027414369895614823,0.021211797111929994,R2,"Desilets, site-specific N0",forest,4307.118027783138
