,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.7648411234853386,0.918624371801521,1.0106427658633799,0.7796265989877228,0.8261348982198514,0.02316282375592912,0.0231192690936562,0.0437693011650771,0.05555015730705413,0.011780856141977027,C1,"Desilets, site-specific N0",forest,3868.8181416280713
