half_hour,datetime,lat,long,mod_raw,mod_nc_cph,swc,bwe,Mod_cv,Mod_sqrt,N0_fit,site,SiteName
2023-07-01 01:30:00,2023-07-01 01:30:00,39.170505,-106.799888,11586.0,2045.9175789568847,0.14930287373412846,0.0,0.009290374862110951,107.63828315241747,3404.6463872817076,R2,RF 3
2023-07-01 02:00:00,2023-07-01 02:00:00,39.170505,-106.799888,11862.0,2093.022702306289,0.1313676433896329,0.0,0.009181656479853995,108.91280916402809,3404.6463872817076,R2,RF 3
2023-07-01 02:30:00,2023-07-01 02:30:00,39.170505,-106.799888,11818.0,2090.2411557026635,0.13236972647803197,0.0,0.009198732869833767,108.71062505569546,3404.6463872817076,R2,RF 3
2023-07-01 03:00:00,2023-07-01 03:00:00,39.170505,-106.799888,11756.0,2072.503229566424,0.13892270311844165,0.0,0.00922295758314379,108.4250893474384,3404.6463872817076,R2,RF 3
2023-07-01 03:30:00,2023-07-01 03:30:00,39.170505,-106.799888,11648.0,2064.809370234575,0.14185562189078463,0.0,0.009265616458263765,107.92590050585633,3404.6463872817076,R2,RF 3
2023-07-01 04:00:00,2023-07-01 04:00:00,39.170505,-106.799888,11806.0,2098.270863489479,0.1294951880262156,0.0,0.009203406627203578,108.65541864076545,3404.6463872817076,R2,RF 3
2023-07-01 04:30:00,2023-07-01 04:30:00,39.170505,-106.799888,11568.0,2056.90490232086,0.1449282917038167,0.0,0.009297600041320022,107.55463727799001,3404.6463872817076,R2,RF 3
2023-07-01 05:00:00,2023-07-01 05:00:00,39.170505,-106.799888,12060.0,2145.692810945502,0.11358946349535659,0.0,0.009105972745135884,109.81803130633877,3404.6463872817076,R2,RF 3
2023-07-01 05:30:00,2023-07-01 05:30:00,39.170505,-106.799888,11842.0,2108.2796356823383,0.12598895146422032,0.0,0.009189406676625026,108.82095386459356,3404.6463872817076,R2,RF 3
2023-07-01 06:00:00,2023-07-01 06:00:00,39.170505,-106.799888,12012.0,2133.707720144715,0.11744509358566989,0.0,0.009124148357522649,109.59927007056206,3404.6463872817076,R2,RF 3
2023-07-01 06:30:00,2023-07-01 06:30:00,39.170505,-106.799888,11874.0,2100.9757730912156,0.12853931990862769,0.0,0.009177015763621297,108.96788517723927,3404.6463872817076,R2,RF 3
2023-07-01 07:00:00,2023-07-01 07:00:00,39.170505,-106.799888,11732.0,2073.870047353682,0.138407516190314,0.0,0.009232386405762703,108.31435731240803,3404.6463872817076,R2,RF 3
2023-07-01 07:30:00,2023-07-01 07:30:00,39.170505,-106.799888,11806.0,2084.574144742376,0.13443241531889588,0.0,0.009203406627203578,108.65541864076545,3404.6463872817076,R2,RF 3
2023-07-01 08:00:00,2023-07-01 08:00:00,39.170505,-106.799888,12018.0,2117.9116094005512,0.12269255460815694,0.0,0.009121870452517103,109.62663909835054,3404.6463872817076,R2,RF 3
2023-07-01 08:30:00,2023-07-01 08:30:00,39.170505,-106.799888,11552.0,2032.8599697294032,0.15466485916962214,0.0,0.009304036594559835,107.48023074035522,3404.6463872817076,R2,RF 3
2023-07-01 09:00:00,2023-07-01 09:00:00,39.170505,-106.799888,11680.0,2052.9842479176646,0.14647526652697096,0.0,0.009252915127470066,108.07404868885037,3404.6463872817076,R2,RF 3
2023-07-01 09:30:00,2023-07-01 09:30:00,39.170505,-106.799888,11764.0,2064.4900907156307,0.14197855427128328,0.0,0.009219821056073614,108.46197490364999,3404.6463872817076,R2,RF 3
2023-07-01 10:00:00,2023-07-01 10:00:00,39.170505,-106.799888,11558.0,2025.6024531412918,0.15772485070971923,0.0,0.009301621320882341,107.50813922675809,3404.6463872817076,R2,RF 3
2023-07-01 10:30:00,2023-07-01 10:30:00,39.170505,-106.799888,11750.0,2064.1295879277213,0.142117477172091,0.0,0.00922531208028885,108.39741694339399,3404.6463872817076,R2,RF 3
2023-07-01 11:00:00,2023-07-01 11:00:00,39.170505,-106.799888,11578.0,2025.3806653876554,0.15781928489401134,0.0,0.009293583972694435,107.60111523585617,3404.6463872817076,R2,RF 3
2023-07-01 11:30:00,2023-07-01 11:30:00,39.170505,-106.799888,11802.0,2072.2901285969156,0.13900318356167218,0.0,0.009204966130159312,108.6370102681402,3404.6463872817076,R2,RF 3
2023-07-01 12:00:00,2023-07-01 12:00:00,39.170505,-106.799888,11840.0,2079.3977334965593,0.13634166835855083,0.0,0.009190182776172597,108.81176406988355,3404.6463872817076,R2,RF 3
2023-07-01 12:30:00,2023-07-01 12:30:00,39.170505,-106.799888,11614.0,2047.4341067568769,0.1486917481598495,0.0,0.009279169098743649,107.76826991280875,3404.6463872817076,R2,RF 3
2023-07-01 13:00:00,2023-07-01 13:00:00,39.170505,-106.799888,11708.0,2066.725369432381,0.14111996434581675,0.0,0.009241844205482732,108.20351195779183,3404.6463872817076,R2,RF 3
2023-07-01 13:30:00,2023-07-01 13:30:00,39.170505,-106.799888,11884.0,2096.320634185973,0.1301882315096833,0.0,0.00917315387069111,109.01376059929315,3404.6463872817076,R2,RF 3
2023-07-01 14:00:00,2023-07-01 14:00:00,39.170505,-106.799888,12044.0,2134.0688044121384,0.11732737555505782,0.0,0.009112019208448322,109.74515934655159,3404.6463872817076,R2,RF 3
2023-07-01 14:30:00,2023-07-01 14:30:00,39.170505,-106.799888,11652.0,2071.72087741077,0.13921837780459706,0.0,0.009264025931008332,107.94443014810908,3404.6463872817076,R2,RF 3
2023-07-01 15:00:00,2023-07-01 15:00:00,39.170505,-106.799888,11174.0,1978.245215747741,0.17922433491260628,0.0,0.00946009867691192,105.70714261581381,3404.6463872817076,R2,RF 3
2023-07-01 15:30:00,2023-07-01 15:30:00,39.170505,-106.799888,11658.0,2075.442076178337,0.13781713295162085,0.0,0.009261641675163669,107.97221864905805,3404.6463872817076,R2,RF 3
2023-07-01 16:00:00,2023-07-01 16:00:00,39.170505,-106.799888,11736.0,2082.5224620855665,0.13518625439695459,0.0,0.009230812927028521,108.33282051160673,3404.6463872817076,R2,RF 3
2023-07-01 16:30:00,2023-07-01 16:30:00,39.170505,-106.799888,11482.0,2043.346129937946,0.15034456127179832,0.0,0.009332354524366955,107.15409464878138,3404.6463872817076,R2,RF 3
2023-07-01 17:00:00,2023-07-01 17:00:00,39.170505,-106.799888,11924.0,2115.106405192986,0.12364486971895586,0.0,0.009157754910914927,109.19706955774959,3404.6463872817076,R2,RF 3
2023-07-01 17:30:00,2023-07-01 17:30:00,39.170505,-106.799888,11852.0,2099.030859695835,0.12922599111549934,0.0,0.009185529126059284,108.86689120205463,3404.6463872817076,R2,RF 3
2023-07-01 18:00:00,2023-07-01 18:00:00,39.170505,-106.799888,11914.0,2119.785340323173,0.1220599456184137,0.0,0.009161597379472763,109.1512711790385,3404.6463872817076,R2,RF 3
2023-07-01 18:30:00,2023-07-01 18:30:00,39.170505,-106.799888,11788.0,2090.564521523302,0.13225288282661676,0.0,0.009210430640067841,108.57255638511971,3404.6463872817076,R2,RF 3
2023-07-01 19:00:00,2023-07-01 19:00:00,39.170505,-106.799888,11886.0,2102.645081905387,0.12795250127880342,0.0,0.00917238207700242,109.02293336725076,3404.6463872817076,R2,RF 3
2023-07-01 19:30:00,2023-07-01 19:30:00,39.170505,-106.799888,11866.0,2091.5866841964207,0.13188414118369501,0.0,0.009180108792277918,108.93117092916977,3404.6463872817076,R2,RF 3
2023-07-01 20:00:00,2023-07-01 20:00:00,39.170505,-106.799888,11844.0,2091.462408785115,0.13192892431110623,0.0,0.009188630773666188,108.83014288330233,3404.6463872817076,R2,RF 3
2023-07-01 20:30:00,2023-07-01 20:30:00,39.170505,-106.799888,11502.0,2027.7337334276963,0.15682018599551625,0.0,0.009324237314407655,107.24737759031686,3404.6463872817076,R2,RF 3
2023-07-01 21:00:00,2023-07-01 21:00:00,39.170505,-106.799888,11812.0,2080.441113587847,0.13595487676909543,0.0,0.009201068858241467,108.6830253535482,3404.6463872817076,R2,RF 3
2023-07-01 21:30:00,2023-07-01 21:30:00,39.170505,-106.799888,12048.0,2144.5269359702916,0.11395990627417348,0.0,0.009110506463487546,109.76338187209795,3404.6463872817076,R2,RF 3
2023-07-01 22:00:00,2023-07-01 22:00:00,39.170505,-106.799888,11498.0,2031.8630983182848,0.1550817324622528,0.0,0.009325859061930905,107.22872749408155,3404.6463872817076,R2,RF 3
2023-07-01 22:30:00,2023-07-01 22:30:00,39.170505,-106.799888,11896.0,2094.4800747897293,0.1308452968046613,0.0,0.009168526028537983,109.06878563548784,3404.6463872817076,R2,RF 3
2023-07-01 23:00:00,2023-07-01 23:00:00,39.170505,-106.799888,11912.0,2105.6572038476584,0.12689954562944075,0.0,0.00916236645375571,109.14210919713803,3404.6463872817076,R2,RF 3
2023-07-01 23:30:00,2023-07-01 23:30:00,39.170505,-106.799888,11862.0,2087.027042231428,0.1335361079026789,0.0,0.009181656479853995,108.91280916402809,3404.6463872817076,R2,RF 3
2023-07-02 00:00:00,2023-07-02 00:00:00,39.170505,-106.799888,11952.0,2095.080874273868,0.13063049516570382,0.0,0.009147021665807529,109.32520294973159,3404.6463872817076,R2,RF 3
2023-07-02 00:30:00,2023-07-02 00:30:00,39.170505,-106.799888,12002.0,2098.908522796433,0.12926929065624418,0.0,0.009127948661055972,109.55363982999378,3404.6463872817076,R2,RF 3
2023-07-02 01:00:00,2023-07-02 01:00:00,39.170505,-106.799888,12000.0,2101.7577809794107,0.12826412558876477,0.0,0.009128709291752768,109.54451150103323,3404.6463872817076,R2,RF 3
2023-07-02 01:30:00,2023-07-02 01:30:00,39.170505,-106.799888,11692.0,2051.1835168439216,0.14719096279400032,0.0,0.009248165577087424,108.12955192730617,3404.6463872817076,R2,RF 3
2023-07-02 02:00:00,2023-07-02 02:00:00,39.170505,-106.799888,11778.0,2072.776317835614,0.13881962985927873,0.0,0.009214339825185101,108.52649446103011,3404.6463872817076,R2,RF 3
2023-07-02 02:30:00,2023-07-02 02:30:00,39.170505,-106.799888,11936.0,2110.18399503903,0.12533124365776668,0.0,0.009153150324227656,109.2520022699813,3404.6463872817076,R2,RF 3
2023-07-02 03:00:00,2023-07-02 03:00:00,39.170505,-106.799888,11548.0,2039.6054163175306,0.1518722878039691,0.0,0.009305647822659985,107.4616210560775,3404.6463872817076,R2,RF 3
2023-07-02 03:30:00,2023-07-02 03:30:00,39.170505,-106.799888,11736.0,2071.1718585098706,0.13942621207019013,0.0,0.009230812927028521,108.33282051160673,3404.6463872817076,R2,RF 3
2023-07-02 04:00:00,2023-07-02 04:00:00,39.170505,-106.799888,11914.0,2105.3860731759805,0.12699401581883932,0.0,0.009161597379472763,109.1512711790385,3404.6463872817076,R2,RF 3
2023-07-02 04:30:00,2023-07-02 04:30:00,39.170505,-106.799888,11784.0,2086.8622275472435,0.13359616446413716,0.0,0.009211993716980251,108.55413396089529,3404.6463872817076,R2,RF 3
2023-07-02 05:00:00,2023-07-02 05:00:00,39.170505,-106.799888,12024.0,2131.91125387757,0.1180322244522082,0.0,0.009119594252743047,109.6540012949824,3404.6463872817076,R2,RF 3
2023-07-02 05:30:00,2023-07-02 05:30:00,39.170505,-106.799888,11768.0,2082.7945278648,0.1350860727438937,0.0,0.009218253992060244,108.48041297856494,3404.6463872817076,R2,RF 3
2023-07-02 06:00:00,2023-07-02 06:00:00,39.170505,-106.799888,11622.0,2062.2315899723844,0.14285096328959726,0.0,0.009275974892418803,107.80538019969133,3404.6463872817076,R2,RF 3
2023-07-02 06:30:00,2023-07-02 06:30:00,39.170505,-106.799888,11652.0,2058.8921282319116,0.14415003712579338,0.0,0.009264025931008332,107.94443014810908,3404.6463872817076,R2,RF 3
2023-07-02 07:00:00,2023-07-02 07:00:00,39.170505,-106.799888,11886.0,2092.0128018839705,0.13173069040088395,0.0,0.00917238207700242,109.02293336725076,3404.6463872817076,R2,RF 3
2023-07-02 07:30:00,2023-07-02 07:30:00,39.170505,-106.799888,11652.0,2049.3491252431068,0.14792342290328483,0.0,0.009264025931008332,107.94443014810908,3404.6463872817076,R2,RF 3
2023-07-02 08:00:00,2023-07-02 08:00:00,39.170505,-106.799888,11862.0,2077.039156320118,0.13721968675955848,0.0,0.009181656479853995,108.91280916402809,3404.6463872817076,R2,RF 3
2023-07-02 08:30:00,2023-07-02 08:30:00,39.170505,-106.799888,11838.0,2075.2311570583297,0.13789621135598185,0.0,0.00919095907239193,108.80257349897566,3404.6463872817076,R2,RF 3
2023-07-02 09:00:00,2023-07-02 09:00:00,39.170505,-106.799888,11964.0,2092.4995758208856,0.13155559021742683,0.0,0.009142433242310476,109.38007131100254,3404.6463872817076,R2,RF 3
2023-07-02 09:30:00,2023-07-02 09:30:00,39.170505,-106.799888,12070.0,2102.986977736623,0.12783260228885793,0.0,0.009102199812409126,109.86355173577815,3404.6463872817076,R2,RF 3
2023-07-02 10:00:00,2023-07-02 10:00:00,39.170505,-106.799888,11844.0,2064.188291231884,0.1420948467815439,0.0,0.009188630773666188,108.83014288330233,3404.6463872817076,R2,RF 3
2023-07-02 10:30:00,2023-07-02 10:30:00,39.170505,-106.799888,11664.0,2039.8163732249493,0.15178573865856143,0.0,0.009259259259259259,108.0,3404.6463872817076,R2,RF 3
2023-07-02 11:00:00,2023-07-02 11:00:00,39.170505,-106.799888,12054.0,2109.951472639815,0.1254113906397402,0.0,0.00910823875804769,109.79070998950685,3404.6463872817076,R2,RF 3
2023-07-02 11:30:00,2023-07-02 11:30:00,39.170505,-106.799888,11856.0,2075.378978275178,0.13784078547592754,0.0,0.009183979479633063,108.8852607105296,3404.6463872817076,R2,RF 3
2023-07-02 12:00:00,2023-07-02 12:00:00,39.170505,-106.799888,11994.0,2106.5815058088283,0.1265779489542202,0.0,0.009130992325248949,109.5171219490359,3404.6463872817076,R2,RF 3
2023-07-02 12:30:00,2023-07-02 12:30:00,39.170505,-106.799888,11786.0,2083.1464895719064,0.13495657038111597,0.0,0.009211212079057927,108.56334556377672,3404.6463872817076,R2,RF 3
2023-07-02 13:00:00,2023-07-02 13:00:00,39.170505,-106.799888,12170.0,2150.427812864989,0.11209501738740041,0.0,0.00906472661989917,110.3177229641729,3404.6463872817076,R2,RF 3
2023-07-02 13:30:00,2023-07-02 13:30:00,39.170505,-106.799888,11818.0,2088.3663458171923,0.13304897437339425,0.0,0.009198732869833767,108.71062505569546,3404.6463872817076,R2,RF 3
2023-07-02 14:00:00,2023-07-02 14:00:00,39.170505,-106.799888,11646.0,2074.3339593422265,0.13823305274272132,0.0,0.009266412029162776,107.9166344916297,3404.6463872817076,R2,RF 3
2023-07-02 14:30:00,2023-07-02 14:30:00,39.170505,-106.799888,11774.0,2104.3699140593144,0.127348620616852,0.0,0.009215904893531876,108.5080642164443,3404.6463872817076,R2,RF 3
2023-07-02 15:00:00,2023-07-02 15:00:00,39.170505,-106.799888,11728.0,2098.8576787769935,0.12928728997425962,0.0,0.009233960689413973,108.29589096544707,3404.6463872817076,R2,RF 3
2023-07-02 15:30:00,2023-07-02 15:30:00,39.170505,-106.799888,11806.0,2130.768377691561,0.11840701582908544,0.0,0.009203406627203578,108.65541864076545,3404.6463872817076,R2,RF 3
