,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,BaroPress,airRH,airT,date,CRNS
22,22,2023-07-01 12:00:00,12026.0,0.0091188358980577,109.66312051004202,2488.8906155011787,0.0718969975951472,2411.176228639661,0.080841064453125,5.968685719260988e-06,790.0,0.041,0.1,0.187,0.0923983560195369,0.0100900405570722,0.0051978327179521,11.2,15.9,18.3,790.0,86.7,5.2,2023-07-01,0.080841064453125
23,23,2023-07-01 12:30:00,12132.0,0.0090789118450473,110.14535850411492,2528.409800917639,0.0632850953446485,2443.567314030829,0.074615478515625,6.429768296330773e-06,790.1,0.041,0.1,0.187,0.0923983560195369,0.0100900405570722,0.0051978327179521,10.9,15.6,18.1,790.1,84.1,6.8,2023-07-01,0.074615478515625
24,24,2023-07-01 13:00:00,12142.0,0.0090751724355864,110.19074371289088,2536.0883820696085,0.0616751928055757,2451.1040397658394,0.073272705078125,6.4207152825989696e-06,790.4,0.04,0.099,0.187,0.0916105797221295,0.0110091555168899,0.0056713100823568,11.0,15.4,18.0,790.4,77.7,8.0,2023-07-01,0.073272705078125
25,25,2023-07-01 13:30:00,12178.0,0.0090617487201407,110.35397591387454,2546.1813307381044,0.0595890330903649,2460.220449894276,0.071563720703125,6.470428956246652e-06,790.5,0.041,0.099,0.187,0.0920523611815535,0.0104937199171353,0.0054057860728895,11.1,15.3,17.9,790.5,72.5,9.2,2023-07-01,0.071563720703125
26,26,2023-07-01 14:00:00,12218.0,0.0090469031192145,110.5350623105628,2560.2499445673816,0.0567364460282534,2472.015841990324,0.069488525390625,6.609847860936555e-06,790.7,0.041,0.099,0.187,0.0920523611815535,0.0104937199171353,0.0054057860728895,11.4,15.1,17.8,790.7,69.5,10.2,2023-07-01,0.069488525390625
27,27,2023-07-01 14:30:00,12056.0,0.0091074832324557,109.79981785048643,2535.80921274931,0.0617333761458524,2442.9098607444744,0.074737548828125,7.042250711353079e-06,790.9,0.041,0.099,0.186,0.0918401374789609,0.0107413257165515,0.0055333389323731,11.8,15.0,17.7,790.9,64.9,12.3,2023-07-01,0.074737548828125
28,28,2023-07-01 15:00:00,12110.0,0.009087154843757,110.04544515789829,2534.8643220688887,0.0619305001142516,2451.5148905016868,0.073150634765625,6.2961395746177e-06,790.9,0.041,0.099,0.186,0.0918401374789609,0.0107413257165515,0.0055333389323731,12.3,14.9,17.6,790.9,54.2,13.4,2023-07-01,0.073150634765625
29,29,2023-07-01 15:30:00,12364.0,0.0089933294234342,111.1935249913411,2590.400556990297,0.0508309528672449,2505.319966675903,0.063812255859375,6.288883289403055e-06,790.9,0.042,0.099,0.186,0.0922819189383849,0.0102258901167969,0.0052678149229058,13.0,14.9,17.4,790.9,50.6,14.5,2023-07-01,0.063812255859375
30,30,2023-07-01 16:00:00,12052.0,0.0091089944716982,109.78160137290766,2521.4367251299177,0.0647644786356322,2438.429769820542,0.075592041015625,6.303916799603535e-06,790.7,0.042,0.099,0.185,0.0920696952357923,0.0104734959162131,0.0053953677823894,14.0,15.0,17.3,790.7,46.3,16.0,2023-07-01,0.075592041015625
31,31,2023-07-01 16:30:00,12152.0,0.0090714376428707,110.23611023616536,2542.931504616888,0.0602570857335432,2458.6623434167964,0.071868896484375,6.347109949450168e-06,790.7,0.042,0.099,0.185,0.0920696952357923,0.0104734959162131,0.0053953677823894,14.5,15.1,17.2,790.7,42.6,17.5,2023-07-01,0.071868896484375
32,32,2023-07-01 17:00:00,12380.0,0.0089875160230701,111.265448365609,2590.137092685773,0.0508813702167392,2501.02883640098,0.064483642578125,6.597896314292173e-06,790.5,0.043,0.099,0.185,0.0925114766952163,0.0099580603164586,0.0051298437729221,15.3,15.3,17.1,790.5,39.8,19.3,2023-07-01,0.064483642578125
33,33,2023-07-01 17:30:00,12186.0,0.0090587737533107,110.3902169578446,2544.7573007584383,0.0598813387162637,2461.8366236173133,0.071319580078125,6.237489849954864e-06,790.5,0.044,0.099,0.185,0.0929532581546403,0.0094426247167039,0.0048643197634548,17.7,15.5,17.1,790.5,35.9,20.1,2023-07-01,0.071319580078125
34,34,2023-07-01 18:00:00,12282.0,0.0090233011794584,110.82418508610834,2579.6648934383948,0.0529020478966262,2491.6594945034003,0.066070556640625,6.540739669696018e-06,790.3,0.044,0.099,0.185,0.0929532581546403,0.0094426247167039,0.0048643197634548,20.3,15.9,17.0,790.3,34.7,21.5,2023-07-01,0.066070556640625
38,38,2023-07-01 20:00:00,12416.0,0.0089744769827217,111.42710621747295,2574.324877651327,0.0539451261856644,2497.6091251242174,0.065093994140625,5.688088138149712e-06,789.3,0.053,0.104,0.185,0.0986592654793735,0.0027853075185971,0.0014348369035617,37.4,21.1,17.0,789.3,28.0,22.8,2023-07-01,0.065093994140625
39,39,2023-07-01 20:30:00,12156.0,0.0090699450163459,110.25425161870176,2517.1799163176206,0.0656758541616773,2439.797872770775,0.075347900390625,5.873440674803411e-06,789.0,0.054,0.105,0.185,0.0994470417767809,0.0018661925587795,0.000961359539157,37.8,22.5,17.1,789.0,27.0,24.0,2023-07-01,0.075347900390625
40,40,2023-07-01 21:00:00,12320.0,0.0090093746269555,110.99549540409286,2569.179273009728,0.0549584701620911,2484.907642596537,0.067230224609375,6.280256544109303e-06,788.9,0.054,0.107,0.185,0.1001390314527478,0.0010588338386533,0.0005454528292822,38.3,23.6,17.2,788.9,29.2,23.8,2023-07-01,0.067230224609375
41,41,2023-07-01 21:30:00,12486.0,0.008949284913585,111.74077143102244,2597.1596263778333,0.0495444663616922,2516.975180164579,0.061859130859375,5.899530372008732e-06,788.7,0.055,0.107,0.185,0.1005808129121718,0.0005433982388987,0.0002799288198148,38.1,24.5,17.4,788.7,25.2,25.3,2023-07-01,0.061859130859375
43,43,2023-07-01 22:30:00,12218.0,0.0090469031192145,110.5350623105628,2532.4764912109363,0.0624299880526075,2455.554482055457,0.072418212890625,5.801059033457097e-06,788.3,0.055,0.109,0.186,0.1014850262907313,0.0005115662806436,0.0002635307495435,39.5,25.8,17.9,788.3,23.3,26.4,2023-07-01,0.072418212890625
44,44,2023-07-01 23:00:00,12544.0,0.0089285714285714,112.0,2601.926325888828,0.048645169417015,2524.396187177093,0.060638427734375,5.687472183524774e-06,788.1,0.055,0.109,0.187,0.1016972499933239,0.0007591720800598,0.0003910836090272,39.4,26.3,18.2,788.1,23.1,26.2,2023-07-01,0.060638427734375
46,46,2023-07-02 00:00:00,12592.0,0.0089115375724939,112.2140811128443,2585.9291160833704,0.051689400640687,2511.728153452905,0.062713623046875,5.470703104056851e-06,787.8,0.055,0.11,0.187,0.1020432448313073,0.0011628514401229,0.0005990369639646,39.6,27.0,18.7,787.8,23.5,25.2,2023-07-02,0.062713623046875
48,48,2023-07-02 01:00:00,12568.0,0.0089200423025089,112.10709165793214,2577.0396890457137,0.0534137536211581,2502.688931884523,0.064239501953125,5.5015461802462375e-06,787.7,0.052,0.11,0.188,0.1009301241556279,0.0001358495597246,6.998220495371845e-05,33.5,27.0,19.1,787.7,23.5,25.3,2023-07-02,0.064239501953125
49,49,2023-07-02 01:30:00,12222.0,0.0090454225688209,110.55315463612968,2509.171254588397,0.0674077484720663,2433.7893161595034,0.076446533203125,5.735754584378319e-06,787.7,0.051,0.11,0.188,0.100488342696204,0.0006512851594792,0.000335506214421,31.2,26.6,19.3,787.7,25.2,24.8,2023-07-02,0.076446533203125
50,50,2023-07-02 02:00:00,12370.0,0.0089911480765718,111.22050170719426,2542.387154339763,0.0603693245259769,2467.445779718268,0.070281982421875,5.624452805158878e-06,787.8,0.051,0.109,0.189,0.1003545715608131,0.0008073587201261,0.0004159067098748,29.4,26.1,19.6,787.8,26.3,23.7,2023-07-02,0.070281982421875
51,51,2023-07-02 02:30:00,12742.0,0.008858928563208,112.88046775239728,2631.539396092206,0.0432014970498521,2547.388189074711,0.057037353515625,6.117464515980172e-06,788.1,0.05,0.109,0.189,0.0999127901013891,0.0013227943198807,0.0006814307193421,27.6,25.5,19.7,788.1,33.8,20.8,2023-07-02,0.057037353515625
52,52,2023-07-02 03:00:00,12414.0,0.0089751998855367,111.41813137905338,2554.490188709996,0.0578966330764316,2474.7769543103364,0.069000244140625,5.964864853093299e-06,788.1,0.048,0.107,0.189,0.0983372375065742,0.0031610242395161,0.0016283854481516,25.9,24.9,19.9,788.1,42.0,16.7,2023-07-02,0.069000244140625
53,53,2023-07-02 03:30:00,12498.0,0.0089449875376284,111.79445424527998,2562.689071350822,0.0562482986696202,2488.17657443442,0.066680908203125,5.5456717508929205e-06,788.3,0.048,0.107,0.19,0.0985494612091667,0.0029134184400999,0.001500832588668,24.3,24.4,19.9,788.3,40.0,16.3,2023-07-02,0.066680908203125
54,54,2023-07-02 04:00:00,12464.0,0.0089571795487502,111.6422858956229,2556.373537203886,0.0575161089216248,2485.141898201993,0.067169189453125,5.307964212890048e-06,788.5,0.047,0.106,0.189,0.0975494612091667,0.0040801391993338,0.0021018628125564,22.8,23.8,20.0,788.5,37.6,16.6,2023-07-02,0.067169189453125
55,55,2023-07-02 04:30:00,12450.0,0.0089622142989644,111.57956802210698,2562.2340017340653,0.0563392306124561,2487.9561066274914,0.066741943359375,5.528701138993236e-06,788.8,0.046,0.106,0.19,0.0973199034523353,0.0043479689996721,0.0022398339625401,21.6,23.2,20.0,788.8,39.4,16.5,2023-07-02,0.066741943359375
56,56,2023-07-02 05:00:00,12700.0,0.0088735650941611,112.69427669584644,2621.714772514821,0.0449806838160895,2542.739998174773,0.057769775390625,5.751653028472472e-06,788.8,0.046,0.105,0.189,0.0967616849117593,0.0049992541591514,0.0025753401769611,20.7,22.6,20.0,788.8,42.5,15.9,2023-07-02,0.057769775390625
57,57,2023-07-02 05:30:00,12598.0,0.0089094151882526,112.24081254160627,2601.971823597202,0.0486366172003016,2520.422224980708,0.061309814453125,5.991764939974904e-06,788.7,0.045,0.105,0.189,0.0963199034523353,0.005514689758906,0.0028408641864284,20.0,22.1,20.0,788.7,42.7,16.5,2023-07-02,0.061309814453125
58,58,2023-07-02 06:00:00,12268.0,0.0090284483182265,110.76100396800312,2543.576266980089,0.0601242692488003,2463.238009874029,0.071075439453125,6.039795975867405e-06,788.8,0.045,0.104,0.189,0.0959739086143518,0.0059183691189691,0.0030488175413659,19.5,21.6,19.9,788.8,44.9,15.8,2023-07-02,0.071075439453125
59,59,2023-07-02 06:30:00,12462.0,0.0089578982793069,111.63332835672328,2570.301678242001,0.0547367358067604,2488.4823936414778,0.066619873046875,6.088738826998631e-06,788.7,0.044,0.104,0.19,0.0957443508575204,0.0061861989193075,0.0031867886913496,19.1,21.1,19.8,788.7,48.1,14.8,2023-07-02,0.066619873046875
60,60,2023-07-02 07:00:00,12528.0,0.0089342711236482,111.92854863706576,2580.215361201519,0.0527950146791757,2497.902575471323,0.065032958984375,6.102363085829582e-06,788.5,0.044,0.103,0.19,0.0953983560195369,0.0065898782793706,0.003394742046287,18.6,20.7,19.8,788.5,48.8,14.6,2023-07-02,0.065032958984375
61,61,2023-07-02 07:30:00,12302.0,0.0090159633713167,110.91438139393829,2531.366014649799,0.0626629329707938,2450.9978853346115,0.073272705078125,6.072215320654234e-06,788.4,0.044,0.102,0.19,0.0950523611815535,0.0069935576394337,0.0036026954012244,18.2,20.4,19.7,788.4,51.0,13.8,2023-07-02,0.073272705078125
62,62,2023-07-02 08:00:00,12502.0,0.0089435564540999,111.81234278915724,2560.7355310151943,0.0566391152064176,2479.509142998311,0.068145751953125,6.066492535147899e-06,788.3,0.044,0.102,0.189,0.0948401374789609,0.0072411634388499,0.003730248260708,17.7,20.0,19.6,788.3,53.2,13.1,2023-07-02,0.068145751953125
63,63,2023-07-02 08:30:00,12182.0,0.0090602608704106,110.37209792334292,2496.145955871066,0.0702736347118433,2417.861120809536,0.079498291015625,5.995874433518811e-06,788.4,0.043,0.102,0.189,0.0943983560195369,0.0077565990386045,0.0039957722701753,17.3,19.8,19.5,788.4,53.9,12.7,2023-07-02,0.079498291015625
64,64,2023-07-02 09:00:00,12490.0,0.0089478517668205,111.75866856758807,2562.5965202585035,0.0562667869459224,2482.723010918343,0.067596435546875,5.957728894242173e-06,788.6,0.043,0.101,0.189,0.0940523611815535,0.0081602783986675,0.0042037256251128,16.9,19.5,19.4,788.6,57.0,11.7,2023-07-02,0.067596435546875
