,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,BaroPress,airRH,airT,date,CRNS
2009,2009,2023-08-11 21:30:00,9984.0,0.0100080096128179,99.91996797437436,2181.9258959186604,0.1099635030709919,2084.64806449508,0.107330322265625,8.641464971187931e-06,791.9,0.071,0.043,0.0579642355794664,0.0008880364608759,0.0005135197520322,18.8,15.4,791.9,36.5,25.5,2023-08-11,0.107330322265625
2010,2010,2023-08-11 22:00:00,10098.0,0.0099513572337755,100.48880534666536,2201.7537305278333,0.1040764221689079,2108.4511373468868,0.100921630859375,8.194763298244236e-06,791.9,0.071,0.043,0.0579642355794664,0.0008880364608759,0.0005135197520322,18.9,15.7,791.9,35.6,25.0,2023-08-11,0.100921630859375
2011,2011,2023-08-11 22:30:00,10206.0,0.0098985645152749,101.02474944289642,2229.2712998282263,0.0963159010157525,2127.799311683155,0.096038818359375,8.831241185471377e-06,791.7,0.071,0.043,0.0579642355794664,0.0008880364608759,0.0005135197520322,19.1,15.9,791.7,38.8,24.8,2023-08-11,0.096038818359375
2012,2012,2023-08-11 23:00:00,10128.0,0.0099366079189645,100.637965003273,2206.273091304145,0.1027700468403111,2105.595057825381,0.101715087890625,8.854542189655579e-06,791.7,0.071,0.043,0.0579642355794664,0.0008880364608759,0.0005135197520322,19.1,16.0,791.7,37.4,25.5,2023-08-11,0.101715087890625
2013,2013,2023-08-11 23:30:00,9962.0,0.0100190543220471,99.80981915623332,2164.5548545482006,0.1153393062134065,2071.083922398939,0.111114501953125,8.35766802701237e-06,791.7,0.07,0.043,0.0574297985944855,0.0015431045488308,0.0008923222189478,18.9,16.2,791.7,35.7,25.3,2023-08-11,0.111114501953125
2014,2014,2023-08-12 00:00:00,9956.0,0.0100220728672289,99.77975746613136,2171.894540537044,0.1130422036203757,2075.678027348373,0.109832763671875,8.58412170768063e-06,791.7,0.071,0.043,0.0579642355794664,0.0008880364608759,0.0005135197520322,18.7,16.2,791.7,41.3,23.2,2023-08-12,0.109832763671875
2015,2015,2023-08-12 00:30:00,9878.0,0.0100615638857731,99.38812806366764,2188.129339421589,0.1080938485536076,2060.965202122628,0.114044189453125,1.1426158137152895e-05,791.8,0.071,0.043,0.0579642355794664,0.0008880364608759,0.0005135197520322,18.4,16.3,791.8,63.5,20.7,2023-08-12,0.114044189453125
2016,2016,2023-08-12 01:00:00,9868.0,0.0100666606714127,99.33780750550116,2186.3884971622765,0.1086159226452959,2061.977169952748,0.113739013671875,1.1173321899077702e-05,792.0,0.07,0.043,0.0574297985944855,0.0015431045488308,0.0008923222189478,18.0,16.3,792.0,67.4,19.3,2023-08-12,0.113739013671875
2017,2017,2023-08-12 01:30:00,10128.0,0.0099366079189645,100.637965003273,2243.762827362988,0.0924080918789534,2119.490521740624,0.098114013671875,1.0857981998035906e-05,792.2,0.07,0.043,0.0574297985944855,0.0015431045488308,0.0008923222189478,17.6,16.3,792.2,69.9,18.2,2023-08-12,0.098114013671875
2018,2018,2023-08-12 02:00:00,10174.0,0.0099141191342042,100.86624807139404,2255.868829836737,0.0892330148761681,2133.1115506531373,0.094696044921875,1.06571217391251e-05,792.2,0.07,0.043,0.0574297985944855,0.0015431045488308,0.0008923222189478,17.3,16.2,792.2,73.7,17.0,2023-08-12,0.094696044921875
2019,2019,2023-08-12 02:30:00,10106.0,0.0099474176622696,100.52860289489752,2237.8717001884856,0.0939823622042398,2122.04310958458,0.097442626953125,1.0108059965342816e-05,792.4,0.07,0.043,0.0574297985944855,0.0015431045488308,0.0008923222189478,16.9,16.1,792.4,75.6,15.7,2023-08-12,0.097442626953125
2020,2020,2023-08-12 03:00:00,9938.0,0.010031144898838,99.68951800465284,2196.819178604874,0.1055176050142103,2085.2130056551846,0.107147216796875,9.91160603230754e-06,792.8,0.069,0.043,0.0568953616095045,0.0021981726367857,0.0012711246858635,16.5,16.0,792.8,78.3,14.8,2023-08-12,0.107147216796875
2021,2021,2023-08-12 03:30:00,10108.0,0.0099464335002428,100.53854982045443,2239.6622758437247,0.093501815827866,2129.2702904951484,0.095672607421875,9.600923067865856e-06,793.2,0.069,0.043,0.0568953616095045,0.0021981726367857,0.0012711246858635,16.1,15.9,793.2,78.2,14.3,2023-08-12,0.095672607421875
2022,2022,2023-08-12 04:00:00,10054.0,0.0099731088602388,100.269636480841,2232.741652996453,0.095369195587099,2119.4880842813545,0.098114013671875,9.89525878957688e-06,793.3,0.069,0.043,0.0568953616095045,0.0021981726367857,0.0012711246858635,15.8,15.8,793.3,82.6,13.9,2023-08-12,0.098114013671875
2023,2023,2023-08-12 04:30:00,9730.0,0.0101377967487421,98.64076236526157,2157.274529103023,0.1176560272235485,2052.7283289592883,0.116485595703125,9.431548812813649e-06,793.4,0.069,0.043,0.0568953616095045,0.0021981726367857,0.0012711246858635,15.5,15.7,793.4,82.2,13.2,2023-08-12,0.116485595703125
2024,2024,2023-08-12 05:00:00,9878.0,0.0100615638857731,99.38812806366764,2182.1804431028445,0.1098862763732999,2077.6862745414314,0.109283447265625,9.313615916381884e-06,793.5,0.069,0.043,0.0568953616095045,0.0021981726367857,0.0012711246858635,15.2,15.5,793.5,85.3,12.4,2023-08-12,0.109283447265625
2025,2025,2023-08-12 05:30:00,9884.0,0.0100585095278321,99.41830817309254,2180.215070032483,0.1104836877470751,2078.948282806996,0.108917236328125,9.020478720201762e-06,793.5,0.069,0.043,0.0568953616095045,0.0021981726367857,0.0012711246858635,15.0,15.4,793.5,84.7,12.0,2023-08-12,0.108917236328125
2026,2026,2023-08-12 06:00:00,9978.0,0.0100110181833391,99.88993943335836,2208.5878436112816,0.1021058918635138,2107.8211941465047,0.101104736328125,8.85297609372477e-06,793.7,0.069,0.043,0.0568953616095045,0.0021981726367857,0.0012711246858635,14.7,15.3,793.7,84.7,11.7,2023-08-12,0.101104736328125
2027,2027,2023-08-12 06:30:00,9726.0,0.0101398812140153,98.62048468751308,2136.823573853194,0.1243757637960508,2037.937625198324,0.120941162109375,8.98565907387995e-06,794.0,0.069,0.043,0.0568953616095045,0.0021981726367857,0.0012711246858635,14.5,15.2,794.0,87.6,11.4,2023-08-12,0.120941162109375
2028,2028,2023-08-12 07:00:00,10006.0,0.0099970013493253,100.02999550134948,2195.695054375944,0.1058481007449856,2096.607431393629,0.104095458984375,8.752024597825042e-06,794.0,0.068,0.043,0.0563609246245236,0.0028532407247407,0.0016499271527791,14.3,15.1,794.0,86.4,11.2,2023-08-12,0.104095458984375
2029,2029,2023-08-12 07:30:00,10024.0,0.0099880215568905,100.11992808627062,2194.0289697842936,0.1063394381332496,2098.8004229622256,0.103485107421875,8.40237875179719e-06,793.9,0.068,0.043,0.0563609246245236,0.0028532407247407,0.0016499271527791,14.1,15.0,793.9,85.6,10.7,2023-08-12,0.103485107421875
2030,2030,2023-08-12 08:00:00,9976.0,0.0100120216432909,99.87992791347018,2181.8437170595053,0.1099884445573193,2083.216147261849,0.107696533203125,8.767388252702497e-06,793.8,0.068,0.043,0.0563609246245236,0.0028532407247407,0.0016499271527791,13.9,14.9,793.8,88.2,10.9,2023-08-12,0.107696533203125
2031,2031,2023-08-12 08:30:00,10162.0,0.0099199710495987,100.80674580602232,2219.0320487326776,0.0991501538784868,2120.4622540489013,0.097869873046875,8.608342660816738e-06,793.7,0.068,0.043,0.0563609246245236,0.0028532407247407,0.0016499271527791,13.8,14.8,793.7,86.6,10.9,2023-08-12,0.097869873046875
2032,2032,2023-08-12 09:00:00,10342.0,0.0098332647738651,101.69562429131354,2277.5504007558816,0.0837401295042361,2174.0292244575376,0.085052490234375,8.817999311016837e-06,793.8,0.068,0.042,0.0558953616095046,0.0034238888696888,0.001979912583335,13.7,14.6,793.8,87.6,11.1,2023-08-12,0.085052490234375
2033,2033,2023-08-12 09:30:00,9766.0,0.0101190942277947,98.8230742286436,2137.2309915253686,0.1242387462606769,2038.545734436328,0.120758056640625,8.964747417911065e-06,794.0,0.068,0.042,0.0558953616095046,0.0034238888696888,0.001979912583335,13.6,14.6,794.0,88.5,11.2,2023-08-12,0.120758056640625
2034,2034,2023-08-12 10:00:00,9976.0,0.0100120216432909,99.87992791347018,2175.2170642440283,0.1120148093930604,2077.6891322764404,0.109283447265625,8.69269991433098e-06,793.7,0.068,0.042,0.0558953616095046,0.0034238888696888,0.001979912583335,13.6,14.5,793.7,86.9,11.0,2023-08-12,0.109283447265625
2035,2035,2023-08-12 10:30:00,10062.0,0.0099691434092429,100.30952098380293,2190.585366126788,0.1073607065811502,2094.025198400565,0.104766845703125,8.539301511534472e-06,793.6,0.068,0.042,0.0558953616095046,0.0034238888696888,0.001979912583335,13.5,14.4,793.6,88.1,10.5,2023-08-12,0.104766845703125
2036,2036,2023-08-12 11:00:00,9930.0,0.0100351848284818,99.6493853468249,2158.4418846608864,0.1172819549342322,2061.772371456874,0.113800048828125,8.682705206587413e-06,793.8,0.068,0.042,0.0558953616095046,0.0034238888696888,0.001979912583335,13.4,14.4,793.8,87.9,10.8,2023-08-12,0.113800048828125
2037,2037,2023-08-12 11:30:00,9992.0,0.0100040024016011,99.9599919967984,2169.6119809989978,0.1137524920046431,2076.205942245665,0.109649658203125,8.331261476518592e-06,793.9,0.068,0.042,0.0558953616095046,0.0034238888696888,0.001979912583335,13.3,14.3,793.9,87.6,10.2,2023-08-12,0.109649658203125
