,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT,date,CRNS
1,1,2023-07-01 01:30:00,11586.0,0.0092903748621109,107.63828315241749,1995.395567357593,0.1480581524339904,1928.456806731516,0.129058837890625,6.427972220760696e-06,762.7,0.054,0.052,0.057,0.056,0.0543002357081366,0.0009653940538194,0.0004563801547271,14.4,12.8,10.3,8.9,762.7,65.9,10.6,2023-07-01,0.129058837890625
2,2,2023-07-01 02:00:00,11862.0,0.0091816564798539,108.91280916402808,2043.319756459336,0.1295116015189563,1975.8812898171127,0.113677978515625,6.320523909055726e-06,762.8,0.054,0.052,0.056,0.056,0.0540650162868748,0.0006984638856282,0.0003301916506872,13.7,12.7,10.4,8.9,762.8,68.6,9.7,2023-07-01,0.113677978515625
3,3,2023-07-01 02:30:00,11818.0,0.0091987328698337,108.71062505569546,2040.8008045358813,0.1304316102521082,1974.481475479796,0.114105224609375,6.2200417603939e-06,763.2,0.054,0.052,0.057,0.056,0.0543002357081366,0.0009653940538194,0.0004563801547271,12.9,12.5,10.4,8.9,763.2,71.5,8.8,2023-07-01,0.114105224609375
4,4,2023-07-01 03:00:00,11756.0,0.0092229575831437,108.4250893474384,2021.907280859445,0.1375195681164744,1955.2682348477065,0.120086669921875,6.311443031860615e-06,763.6,0.054,0.052,0.057,0.056,0.0543002357081366,0.0009653940538194,0.0004563801547271,12.3,12.4,10.5,8.9,763.6,75.4,8.2,2023-07-01,0.120086669921875
5,5,2023-07-01 03:30:00,11648.0,0.0092656164582637,107.92590050585632,2014.4925145181303,0.1403949272684227,1947.180885397397,0.122711181640625,6.401622261865754e-06,763.9,0.054,0.052,0.056,0.056,0.0540650162868748,0.0006984638856282,0.0003301916506872,11.8,12.2,10.5,8.9,763.9,75.5,8.4,2023-07-01,0.122711181640625
6,6,2023-07-01 04:00:00,11806.0,0.0092034066272035,108.65541864076545,2047.335763218776,0.1280565927533677,1979.5380925666,0.112579345703125,6.34245142439717e-06,764.3,0.054,0.052,0.056,0.056,0.0540650162868748,0.0006984638856282,0.0003301916506872,11.4,12.0,10.5,8.9,764.3,83.5,6.7,2023-07-01,0.112579345703125
7,7,2023-07-01 04:30:00,11568.0,0.00929760004132,107.55463727799,2007.0222762011465,0.1433475345597824,1941.0910253655152,0.124725341796875,6.290014603095752e-06,764.4,0.053,0.052,0.057,0.056,0.0539482316852014,0.0005659351462937,0.0002675400460664,10.9,11.8,10.5,8.9,764.4,85.0,6.3,2023-07-01,0.124725341796875
8,8,2023-07-01 05:00:00,12060.0,0.0091059727451358,109.81803130633875,2093.757785415148,0.1122237629833028,2026.6931699180552,0.099090576171875,6.127900081048971e-06,764.6,0.053,0.052,0.057,0.056,0.0539482316852014,0.0005659351462937,0.0002675400460664,10.4,11.6,10.5,8.9,764.6,83.9,6.1,2023-07-01,0.099090576171875
9,9,2023-07-01 05:30:00,11842.0,0.009189406676625,108.82095386459356,2057.2997048152247,0.1245078859997991,1991.5549330128592,0.108978271484375,6.113292452727042e-06,764.7,0.053,0.052,0.057,0.056,0.0539482316852014,0.0005659351462937,0.0002675400460664,9.9,11.3,10.4,8.9,764.7,83.7,6.1,2023-07-01,0.108978271484375
10,10,2023-07-01 06:00:00,12012.0,0.0091241483575226,109.59927007056206,2082.081439300872,0.1160430927837787,2016.725950976136,0.101837158203125,6.001245832348408e-06,764.6,0.053,0.052,0.057,0.056,0.0539482316852014,0.0005659351462937,0.0002675400460664,9.5,11.1,10.4,8.9,764.6,86.6,5.3,2023-07-01,0.101837158203125
11,11,2023-07-01 06:30:00,11874.0,0.0091770157636212,108.96788517723928,2048.2096527879603,0.1277418805380455,1984.54830364376,0.111053466796875,5.940464491976302e-06,764.5,0.052,0.052,0.056,0.056,0.0533610082410043,0.000100453929423,4.748856663416109e-05,9.0,10.8,10.4,9.0,764.5,92.2,4.2,2023-07-01,0.111053466796875
12,12,2023-07-01 07:00:00,11732.0,0.0092323864057627,108.31435731240803,2021.736009558904,0.1375853748604003,1959.3415422597984,0.118804931640625,5.897150002745005e-06,764.4,0.052,0.052,0.057,0.056,0.0535962276622662,0.0001664762387681,7.869993740567843e-05,8.7,10.6,10.3,9.0,764.4,94.0,3.8,2023-07-01,0.118804931640625
13,13,2023-07-01 07:30:00,11806.0,0.0092034066272035,108.65541864076545,2032.1220923716508,0.1336458151106628,1970.2182333737248,0.115386962890625,5.818481119514673e-06,764.3,0.052,0.052,0.056,0.056,0.0533610082410043,0.000100453929423,4.748856663416109e-05,8.3,10.4,10.3,9.0,764.3,95.9,3.3,2023-07-01,0.115386962890625
14,14,2023-07-01 08:00:00,12018.0,0.0091218704525171,109.62663909835054,2064.5877991388747,0.1219660703955158,2002.1939669068463,0.105926513671875,5.770876132521638e-06,764.2,0.052,0.051,0.057,0.056,0.0532884837454525,0.0001827557040459,8.639588793796532e-05,8.0,10.2,10.2,8.9,764.2,96.4,3.1,2023-07-01,0.105926513671875
15,15,2023-07-01 08:30:00,11552.0,0.0093040365945598,107.48023074035522,1981.582124744045,0.1538450313362486,1921.6666562012888,0.131378173828125,5.773871915684191e-06,764.0,0.052,0.051,0.057,0.056,0.0532884837454525,0.0001827557040459,8.639588793796532e-05,7.7,9.9,10.1,9.0,764.0,97.1,3.0,2023-07-01,0.131378173828125
16,16,2023-07-01 09:00:00,11680.0,0.00925291512747,108.07404868885035,2001.279606373157,0.1456563769896322,1940.738167452612,0.124847412109375,5.776862518551224e-06,764.1,0.052,0.051,0.056,0.056,0.0530532643241906,0.0004496858722371,0.0002125843919778,7.4,9.8,10.1,9.0,764.1,96.5,3.1,2023-07-01,0.124847412109375
17,17,2023-07-01 09:30:00,11764.0,0.0092198210560736,108.46197490365,2012.5286252707888,0.1411656675925303,1950.9864313063715,0.121490478515625,5.841507866547298e-06,764.1,0.052,0.051,0.057,0.056,0.0532884837454525,0.0001827557040459,8.639588793796532e-05,7.1,9.5,10.0,9.0,764.1,98.9,2.9,2023-07-01,0.121490478515625
