,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT,date,CRNS
10,10,2023-07-01 06:00:00,10484.0,0.0097664446670509,102.39140588936164,2171.70131297972,0.1855254110147239,2093.6963809104136,0.172882080078125,6.8994520515581934e-06,787.1,0.11,0.133,0.136,0.089,0.1217368003180714,0.0051054988250768,0.0027344116354345,15.0,16.6,17.1,14.4,787.1,88.5,7.1,2023-07-01,0.172882080078125
11,11,2023-07-01 06:30:00,10714.0,0.009661046645607,103.50845376103344,2210.6855080553782,0.1686718910455864,2131.554224089747,0.158843994140625,6.874768330782068e-06,787.1,0.11,0.133,0.136,0.089,0.1217368003180714,0.0051054988250768,0.0027344116354345,14.6,16.3,17.0,14.4,787.1,91.1,6.6,2023-07-01,0.158843994140625
12,12,2023-07-01 07:00:00,10238.0,0.0098830828799694,101.1830025251277,2109.983552834496,0.2153752230512618,2035.322956286887,0.196990966796875,6.793043018061765e-06,787.0,0.109,0.132,0.136,0.089,0.1209353814571619,0.006054503662658,0.0032426812402026,14.2,16.0,16.8,14.4,787.0,92.4,6.2,2023-07-01,0.196990966796875
13,13,2023-07-01 07:30:00,10350.0,0.0098294637436598,101.73494974687902,2128.814487347062,0.2058170780737979,2054.4968568580807,0.188690185546875,6.698732158526188e-06,786.8,0.109,0.132,0.136,0.089,0.1209353814571619,0.006054503662658,0.0032426812402026,13.8,15.7,16.7,14.4,786.8,95.4,5.5,2023-07-01,0.188690185546875
14,14,2023-07-01 08:00:00,10474.0,0.0097711057872833,102.34256201600584,2150.6676181417592,0.1952326882628619,2077.54846481287,0.179229736328125,6.517577894874259e-06,786.7,0.109,0.132,0.135,0.089,0.1207611684963353,0.0062607989604829,0.0033531692222852,13.4,15.4,16.6,14.4,786.7,95.3,5.1,2023-07-01,0.179229736328125
15,15,2023-07-01 08:30:00,10354.0,0.0098275648807533,101.75460677532,2126.9016730917488,0.2067689888310829,2055.2908653051754,0.188385009765625,6.452254970368036e-06,786.8,0.108,0.131,0.135,0.089,0.1199597496354258,0.0072098037980641,0.0038614388270533,13.1,15.1,16.5,14.4,786.8,95.6,4.9,2023-07-01,0.188385009765625
16,16,2023-07-01 09:00:00,10182.0,0.0099102236059068,100.90589675534328,2082.099565038134,0.2303345945532168,2013.8918291511743,0.206756591796875,6.2719665567204825e-06,786.7,0.108,0.131,0.136,0.089,0.1201339625962525,0.0070035085002392,0.0037509508449707,12.8,14.8,16.3,14.4,786.7,96.7,4.3,2023-07-01,0.206756591796875
17,17,2023-07-01 09:30:00,10186.0,0.009908277562961,100.92571525632108,2080.3198214975987,0.2313240093222789,2012.3689190947684,0.207489013671875,6.2530783126133e-06,786.8,0.108,0.131,0.135,0.089,0.1199597496354258,0.0072098037980641,0.0038614388270533,12.4,14.6,16.2,14.4,786.8,97.7,4.1,2023-07-01,0.207489013671875
18,18,2023-07-01 10:00:00,10324.0,0.0098418332397369,101.6070863670443,2106.9522239511875,0.216953660981026,2038.0995255400817,0.195770263671875,6.256073143622098e-06,786.7,0.107,0.13,0.135,0.089,0.1191583307745164,0.0081588086356453,0.0043697084318213,12.1,14.3,16.1,14.4,786.7,98.4,4.0,2023-07-01,0.195770263671875
19,19,2023-07-01 10:30:00,10174.0,0.0099141191342042,100.86624807139404,2078.996155354702,0.2320626713796827,2013.022999661391,0.207183837890625,6.0691065409445845e-06,787.0,0.107,0.13,0.135,0.089,0.1191583307745164,0.0081588086356453,0.0043697084318213,11.8,14.1,15.9,14.4,787.0,98.7,3.5,2023-07-01,0.207183837890625
20,20,2023-07-01 11:00:00,10398.0,0.0098067497589556,101.97058399362044,2118.7966257976927,0.2108496150501601,2052.5977891056336,0.189483642578125,5.972453004153553e-06,787.2,0.107,0.13,0.134,0.089,0.1189841178136898,0.0083651039334702,0.004480196413904,11.5,13.8,15.8,14.4,787.2,99.1,3.2,2023-07-01,0.189483642578125
21,21,2023-07-01 11:30:00,10456.0,0.0097795126481746,102.25458424931374,2130.9313850071235,0.2047684903129256,2065.59966962661,0.184051513671875,5.857120326414962e-06,787.3,0.107,0.13,0.134,0.089,0.1189841178136898,0.0083651039334702,0.004480196413904,11.3,13.6,15.6,14.5,787.3,98.5,3.0,2023-07-01,0.184051513671875
22,22,2023-07-01 12:00:00,10070.0,0.0099651826846491,100.3493896344168,2050.548746683867,0.2485368041662875,1988.9395853605504,0.218780517578125,5.736274763063856e-06,787.4,0.106,0.129,0.134,0.089,0.1181826989527803,0.0093141087710514,0.004988466018672,11.0,13.4,15.5,14.4,787.4,99.1,2.6,2023-07-01,0.218780517578125
23,23,2023-07-01 12:30:00,10558.0,0.0097321584515737,102.75212893171606,2165.4780130628897,0.1883504546822309,2099.604727528417,0.170623779296875,5.810025296912895e-06,787.8,0.106,0.129,0.134,0.089,0.1181826989527803,0.0093141087710514,0.004988466018672,10.7,13.1,15.4,14.4,787.8,99.7,2.7,2023-07-01,0.170623779296875
24,24,2023-07-01 13:00:00,10330.0,0.0098389745961447,101.6366075781753,2119.0197689670667,0.21073623665782,2054.26376542608,0.188812255859375,5.837542729135871e-06,787.8,0.106,0.129,0.133,0.089,0.1180084859919537,0.0095204040688763,0.0050989540007546,10.6,12.9,15.2,14.4,787.8,99.5,2.8,2023-07-01,0.188812255859375
