,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,BaroPress,airRH,airT,date,CRNS
2350,2350,2023-08-19 00:00:00,12564.0,0.0089214621262031,112.08925015361643,2749.209564911314,0.0301853517574262,2611.169799985381,0.047210693359375,9.789834207975088e-06,794.0,0.064,0.064,0.0325269119345811,0.0229999999999999,27.6,794.0,43.5,24.6,2023-08-19,0.047210693359375
2351,2351,2023-08-19 00:30:00,12510.0,0.0089406963464303,111.84811129384347,2742.7263655518154,0.0310857497204541,2606.500983648336,0.047760009765625,9.678462710345175e-06,793.7,0.063,0.063,0.031112698372208,0.0219999999999999,27.0,793.7,46.3,23.3,2023-08-19,0.047760009765625
2352,2352,2023-08-19 01:00:00,12166.0,0.009066216671133,110.29959202100432,2663.1819707515897,0.04283368304389,2529.116203246881,0.058013916015625,9.816470255688746e-06,793.4,0.063,0.063,0.031112698372208,0.0219999999999999,26.0,793.4,48.6,22.7,2023-08-19,0.058013916015625
2353,2353,2023-08-19 01:30:00,12612.0,0.0089044688495822,112.30316113093166,2748.1881536575693,0.0303266695928267,2619.8618857365686,0.046173095703125,9.0707543853568e-06,793.3,0.062,0.062,0.0296984848098349,0.0209999999999999,25.0,793.3,51.6,20.3,2023-08-19,0.046173095703125
2354,2354,2023-08-19 02:00:00,12658.0,0.0088882744121452,112.50777750893492,2787.269007106834,0.02505862334948,2649.3755484400053,0.042633056640625,9.638431853905422e-06,793.8,0.062,0.062,0.0296984848098349,0.0209999999999999,24.2,793.8,57.8,19.4,2023-08-19,0.042633056640625
2355,2355,2023-08-19 02:30:00,12554.0,0.0089250146537704,112.0446339634344,2772.797280735796,0.0269766454985717,2635.5223627291884,0.044281005859375,9.64563286270506e-06,794.2,0.061,0.061,0.0282842712474618,0.0199999999999999,23.5,794.2,61.0,18.5,2023-08-19,0.044281005859375
2356,2356,2023-08-19 03:00:00,12478.0,0.0089521532742078,111.70496855556604,2758.479965872041,0.0289118343027383,2619.9790376319656,0.046112060546875,9.789513456428348e-06,794.6,0.061,0.061,0.0282842712474618,0.0199999999999999,23.0,794.6,67.7,17.0,2023-08-19,0.046112060546875
2357,2357,2023-08-19 03:30:00,12318.0,0.0090101059964114,110.98648566379602,2717.254672529405,0.0347034489964272,2592.22471286695,0.049591064453125,8.931978820686663e-06,794.9,0.061,0.061,0.0282842712474618,0.0199999999999999,22.4,794.9,66.0,15.9,2023-08-19,0.049591064453125
2358,2358,2023-08-19 04:00:00,12362.0,0.0089940568919429,111.18453129819814,2739.618068872862,0.0315203251364834,2611.282583618417,0.047210693359375,9.101209785477518e-06,795.4,0.061,0.061,0.0282842712474618,0.0199999999999999,22.0,795.4,68.9,15.5,2023-08-19,0.047210693359375
2359,2359,2023-08-19 04:30:00,12470.0,0.008955024394639,111.66915420114904,2766.7575758542243,0.0277883689932143,2634.095924423368,0.044464111328125,9.326529174359444e-06,795.4,0.06,0.06,0.0268700576850888,0.019,21.7,795.4,68.5,16.0,2023-08-19,0.044464111328125
2360,2360,2023-08-19 05:00:00,12430.0,0.0089694215492638,111.48990985734989,2752.765794311836,0.0296948856224009,2627.621451625422,0.045196533203125,8.819717262136837e-06,795.5,0.06,0.06,0.0268700576850888,0.019,21.6,795.5,64.0,16.2,2023-08-19,0.045196533203125
2361,2361,2023-08-19 05:30:00,12276.0,0.009025506017898,110.79711187571633,2737.8408414652577,0.0317696501453797,2610.723314135331,0.047271728515625,9.016766622269114e-06,796.3,0.06,0.06,0.0268700576850888,0.019,21.5,796.3,59.8,17.7,2023-08-19,0.047271728515625
2362,2362,2023-08-19 06:00:00,12100.0,0.009090909090909,110.0,2684.1569693401348,0.0396041509075435,2549.657126563317,0.055145263671875,9.768912859893384e-06,796.6,0.06,0.06,0.0268700576850888,0.019,21.4,796.6,69.2,16.6,2023-08-19,0.055145263671875
2363,2363,2023-08-19 06:30:00,11952.0,0.0091470216658075,109.3252029497316,2644.0923015455496,0.0458609890858425,2513.088254602205,0.060333251953125,9.65346467589618e-06,796.7,0.06,0.06,0.0268700576850888,0.019,21.2,796.7,72.2,15.7,2023-08-19,0.060333251953125
2364,2364,2023-08-19 07:00:00,12114.0,0.0090856544466786,110.06361796706484,2680.674882621102,0.0401334632725869,2549.067069250887,0.055267333984375,9.56107337652081e-06,796.8,0.06,0.06,0.0268700576850888,0.019,20.9,796.8,77.4,14.4,2023-08-19,0.055267333984375
2365,2365,2023-08-19 07:30:00,11926.0,0.0091569869972067,109.20622692868754,2640.1995040700604,0.0464889628581292,2513.28403534186,0.060272216796875,9.351455803959472e-06,797.0,0.06,0.06,0.0268700576850888,0.019,20.7,797.0,81.0,13.3,2023-08-19,0.060272216796875
2366,2366,2023-08-19 08:00:00,12072.0,0.0091014457884826,109.87265355856296,2662.4734744256334,0.042944515442459,2537.2323523241944,0.056854248046875,9.140984020604172e-06,796.9,0.06,0.06,0.0268700576850888,0.019,20.4,796.9,83.2,12.5,2023-08-19,0.056854248046875
2367,2367,2023-08-19 08:30:00,12134.0,0.009078163593359,110.1544370418187,2672.661175226351,0.0413618805414293,2546.4311007954616,0.055633544921875,9.179883053628204e-06,796.7,0.059,0.059,0.0254558441227157,0.0179999999999999,20.1,796.7,84.6,12.3,2023-08-19,0.055633544921875
2368,2368,2023-08-19 09:00:00,12012.0,0.0091241483575226,109.59927007056206,2635.242106387011,0.0472940023530252,2514.061423429672,0.060150146484375,8.92614118540845e-06,796.6,0.059,0.059,0.0254558441227157,0.0179999999999999,19.9,796.6,85.4,11.7,2023-08-19,0.060150146484375
2369,2369,2023-08-19 09:30:00,12040.0,0.0091135327072061,109.72693379476162,2641.3848618797547,0.0462973567642903,2519.921706467969,0.059295654296875,8.92614118540845e-06,796.6,0.059,0.059,0.0254558441227157,0.0179999999999999,19.7,796.6,85.4,11.7,2023-08-19,0.059295654296875
2370,2370,2023-08-19 10:00:00,12256.0,0.009032867169124,110.70682002478438,2685.830141734916,0.0393507626054518,2565.129604191979,0.053070068359375,8.713770781917697e-06,796.6,0.059,0.059,0.0254558441227157,0.0179999999999999,19.5,796.6,89.9,10.5,2023-08-19,0.053070068359375
2371,2371,2023-08-19 10:30:00,12078.0,0.0090991848405435,109.89995450408522,2649.7907223839784,0.0449483029149191,2531.6791230104072,0.057647705078125,8.639530264208468e-06,796.8,0.059,0.059,0.0254558441227157,0.0179999999999999,19.3,796.8,92.0,10.0,2023-08-19,0.057647705078125
2372,2372,2023-08-19 11:00:00,12238.0,0.0090395076278132,110.62549434917794,2689.2870794244423,0.0388291803102624,2572.121398918447,0.052154541015625,8.4355848254186e-06,796.9,0.059,0.059,0.0254558441227157,0.0179999999999999,19.1,796.9,90.4,9.9,2023-08-19,0.052154541015625
2373,2373,2023-08-19 11:30:00,12208.0,0.0090506076781999,110.48981853546506,2681.4743563375714,0.0400116980316218,2565.816149533944,0.053009033203125,8.347514083971556e-06,796.9,0.059,0.059,0.0254558441227157,0.0179999999999999,19.0,796.9,90.6,9.7,2023-08-19,0.053009033203125
2374,2374,2023-08-19 12:00:00,12108.0,0.009087905321096,110.03635762783136,2660.881309365828,0.0431940062155165,2551.093119454822,0.054962158203125,7.969582186071134e-06,797.1,0.059,0.059,0.0254558441227157,0.0179999999999999,18.8,797.1,92.2,8.7,2023-08-19,0.054962158203125
2375,2375,2023-08-19 12:30:00,12070.0,0.0091021998124091,109.86355173577816,2674.7615470482274,0.0410385237981111,2563.605298779645,0.053314208984375,8.029508454326669e-06,797.4,0.058,0.058,0.0240416305603426,0.017,18.6,797.4,92.3,8.8,2023-08-19,0.053314208984375
2376,2376,2023-08-19 13:00:00,12310.0,0.0090130332563965,110.95043938624129,2732.730322393012,0.0324900616064755,2620.484257392387,0.046051025390625,7.932239346529512e-06,797.7,0.058,0.058,0.0240416305603426,0.017,18.4,797.7,90.6,8.9,2023-08-19,0.046051025390625
2377,2377,2023-08-19 13:30:00,12250.0,0.0090350790290525,110.67971810589329,2726.172342422058,0.0334221163036283,2611.6361124677424,0.047149658203125,8.121503931288902e-06,797.9,0.058,0.058,0.0240416305603426,0.017,18.3,797.9,91.0,9.2,2023-08-19,0.047149658203125
2378,2378,2023-08-19 14:00:00,12320.0,0.0090093746269555,110.99549540409286,2767.201500079779,0.0277284779126259,2641.6984202917847,0.043548583984375,8.797866892498536e-06,797.9,0.058,0.058,0.0240416305603426,0.017,18.2,797.9,87.4,11.1,2023-08-19,0.043548583984375
2379,2379,2023-08-19 14:30:00,12142.0,0.0090751724355864,110.19074371289088,2727.06861814642,0.0332942250713861,2603.531024284322,0.048126220703125,8.787040362990701e-06,797.9,0.058,0.058,0.0240416305603426,0.017,18.2,797.9,72.9,14.0,2023-08-19,0.048126220703125
2380,2380,2023-08-19 15:00:00,12184.0,0.0090595172203195,110.38115781237305,2740.6525890231014,0.0313754782002766,2618.0533917858456,0.046356201171875,8.671922091111219e-06,797.8,0.058,0.058,0.0240416305603426,0.017,18.3,797.8,61.8,16.5,2023-08-19,0.046356201171875
2381,2381,2023-08-19 15:30:00,12214.0,0.0090483843968534,110.51696702316798,2739.7950472897774,0.0314955309146569,2613.5986459648234,0.046905517578125,8.941580982660198e-06,797.5,0.058,0.058,0.0240416305603426,0.017,18.5,797.5,54.9,19.0,2023-08-19,0.046905517578125
2382,2382,2023-08-19 16:00:00,12264.0,0.0090299205478846,110.74294559925704,2746.554242186979,0.0305531471081379,2620.354491191016,0.046112060546875,8.9187643645457e-06,797.3,0.058,0.058,0.0240416305603426,0.017,18.8,797.3,53.8,19.3,2023-08-19,0.046112060546875
2383,2383,2023-08-19 16:30:00,12560.0,0.0089228826281031,112.0714058089752,2800.9371749739475,0.0232812190724296,2675.5396846645062,0.039703369140625,8.679279772156754e-06,796.9,0.059,0.059,0.0254558441227157,0.0179999999999999,19.4,796.9,47.4,21.0,2023-08-19,0.039703369140625
2384,2384,2023-08-19 17:00:00,12116.0,0.0090849045267857,110.07270324653612,2731.976901360375,0.0325967056504446,2599.2116954342187,0.048675537109375,9.45907918495926e-06,796.7,0.059,0.059,0.0254558441227157,0.0179999999999999,20.5,796.7,47.1,22.6,2023-08-19,0.048675537109375
2385,2385,2023-08-19 17:30:00,12420.0,0.0089730317009694,111.44505372604026,2801.192826240945,0.0232482840179045,2660.424320170472,0.041412353515625,9.7985278766479e-06,796.5,0.059,0.059,0.0254558441227157,0.0179999999999999,21.9,796.5,45.3,23.9,2023-08-19,0.041412353515625
2386,2386,2023-08-19 18:00:00,12290.0,0.0090203639068612,110.86027241532469,2777.9573341345763,0.0262884248669281,2639.071241606408,0.043853759765625,9.745719008638834e-06,796.2,0.06,0.06,0.0268700576850888,0.019,23.3,796.2,42.1,25.1,2023-08-19,0.043853759765625
