,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT,date,CRNS
15273,15273,2024-05-14 05:30:00,9826.0,0.0100881520672064,99.12618221237013,2134.7674089474226,0.3364115474624962,2081.54118443684,0.320709228515625,4.735293404904325e-06,786.5,0.268,0.291,0.272,0.344,0.279505311605302,0.214394581066823,0.1101692622312868,9.7,11.5,11.2,8.2,786.5,43.1,12.5,2024-05-14,0.320709228515625
15274,15274,2024-05-14 06:00:00,10008.0,0.0099960023984011,100.0399920031984,2135.356290086458,0.3359624427658584,2076.269626795,0.324493408203125,5.270016255303898e-06,786.7,0.268,0.29,0.272,0.344,0.2791735559151784,0.2140078620760359,0.1099705419758875,9.7,11.2,11.1,8.2,786.7,51.7,11.3,2024-05-14,0.324493408203125
15275,15275,2024-05-14 06:30:00,9862.0,0.0100697224631411,99.30760293149764,2094.580460673937,0.3689027877301274,2033.007620372828,0.358184814453125,5.608625230557511e-06,786.7,0.268,0.29,0.272,0.344,0.2791735559151784,0.2140078620760359,0.1099705419758875,9.6,11.0,11.0,8.2,786.7,57.5,10.6,2024-05-14,0.358184814453125
15276,15276,2024-05-14 07:00:00,10114.0,0.0099434827658885,100.568384694197,2151.959684938868,0.3235960237467741,2089.664521223483,0.314971923828125,5.520571035019856e-06,787.0,0.267,0.29,0.272,0.344,0.2787422539775346,0.213505104610179,0.1097121939392015,9.5,10.8,10.9,8.3,787.0,60.3,9.6,2024-05-14,0.314971923828125
15277,15277,2024-05-14 07:30:00,9948.0,0.0100261018414086,99.73966111833346,2118.897268266054,0.3487983773209052,2058.460183613439,0.337799072265625,5.437099440903758e-06,787.2,0.267,0.29,0.272,0.344,0.2787422539775346,0.213505104610179,0.1097121939392015,9.3,10.6,10.8,8.3,787.2,62.5,8.8,2024-05-14,0.337799072265625
15278,15278,2024-05-14 08:00:00,9908.0,0.0100463198531524,99.53893710503444,2121.390657612872,0.3468153255708839,2061.396703117274,0.335540771484375,5.389545620432098e-06,787.2,0.267,0.289,0.272,0.344,0.278410498287411,0.213118385619392,0.1095134736838022,8.9,10.5,10.7,8.4,787.2,67.8,7.4,2024-05-14,0.335540771484375
15279,15279,2024-05-14 08:30:00,9688.0,0.0101597479763536,98.42763839491424,2075.366034883919,0.3858383027148742,2015.6248748284368,0.373199462890625,5.488708700816126e-06,787.2,0.267,0.289,0.272,0.344,0.278410498287411,0.213118385619392,0.1095134736838022,8.6,10.2,10.6,8.4,787.2,61.5,9.2,2024-05-14,0.373199462890625
15280,15280,2024-05-14 09:00:00,9794.0,0.0101046191698901,98.96464014990404,2109.1149325588376,0.3567163965843115,2046.5966913073896,0.347076416015625,5.656928955653517e-06,786.7,0.266,0.289,0.272,0.345,0.2780198513670384,0.2126630186511743,0.1092794778305329,8.6,10.0,10.5,8.4,786.7,64.2,9.0,2024-05-14,0.347076416015625
15281,15281,2024-05-14 09:30:00,9726.0,0.0101398812140153,98.62048468751308,2091.6211370717765,0.3714483203539593,2030.8595802866064,0.360015869140625,5.540580084721493e-06,786.6,0.266,0.289,0.272,0.345,0.2780198513670384,0.2126630186511743,0.1092794778305329,8.6,9.9,10.4,8.4,786.6,69.7,7.4,2024-05-14,0.360015869140625
15282,15282,2024-05-14 10:00:00,9952.0,0.0100240867470578,99.7597113067194,2130.1148500328754,0.3399858399481387,2071.809639217136,0.327728271484375,5.211512224768864e-06,786.2,0.266,0.289,0.272,0.345,0.2780198513670384,0.2126630186511743,0.1092794778305329,8.4,9.7,10.3,8.5,786.2,64.3,7.7,2024-05-14,0.327728271484375
15283,15283,2024-05-14 10:30:00,9728.0,0.0101388388206726,98.63062404750362,2084.920496229551,0.3772953344266153,2028.224938173768,0.362213134765625,5.176535018443888e-06,786.4,0.265,0.288,0.271,0.345,0.2770605063843097,0.2115447351233189,0.1087048342429189,8.0,9.6,10.2,8.5,786.4,64.7,7.5,2024-05-14,0.362213134765625
15284,15284,2024-05-14 11:00:00,9708.0,0.0101492772449555,98.5291834940288,2084.1352759813585,0.3779882045113178,2025.2781166945765,0.364776611328125,5.381717134131456e-06,786.6,0.265,0.288,0.271,0.345,0.2770605063843097,0.2115447351233189,0.1087048342429189,7.7,9.4,10.1,8.5,786.6,66.4,7.7,2024-05-14,0.364776611328125
15285,15285,2024-05-14 11:30:00,10032.0,0.0099840382978858,100.15987220439132,2160.0631757031983,0.3177609929678949,2097.596924505824,0.309539794921875,5.514798463263036e-06,786.9,0.265,0.288,0.271,0.345,0.2770605063843097,0.2115447351233189,0.1087048342429189,7.5,9.2,10.0,8.5,786.9,71.2,7.0,2024-05-14,0.309539794921875
15286,15286,2024-05-14 12:00:00,9990.0,0.0100050037531277,99.9499874937461,2151.549442111256,0.3238948463288326,2090.695240819321,0.314239501953125,5.390214850791584e-06,786.9,0.264,0.287,0.271,0.345,0.2762974487565423,0.2106552586666749,0.1082477659508336,7.3,9.0,9.9,8.5,786.9,73.8,6.1,2024-05-14,0.314239501953125
15287,15287,2024-05-14 12:30:00,10004.0,0.0099980005998,100.0199980003999,2152.406132606031,0.3232712079840648,2093.6251440597084,0.312225341796875,5.199291898172085e-06,786.9,0.265,0.287,0.271,0.345,0.2767287506941861,0.2111580161325318,0.1085061139875196,7.1,8.9,9.8,8.5,786.9,72.6,5.8,2024-05-14,0.312225341796875
15288,15288,2024-05-14 13:00:00,9776.0,0.0101139174257841,98.8736567544662,2109.1686069176467,0.3566723412728685,2048.988447116611,0.345184326171875,5.439012627382797e-06,787.1,0.264,0.287,0.271,0.345,0.2762974487565423,0.2106552586666749,0.1082477659508336,7.0,8.7,9.7,8.5,787.1,73.5,6.3,2024-05-14,0.345184326171875
15289,15289,2024-05-14 13:30:00,9776.0,0.0101139174257841,98.8736567544662,2114.3637307020576,0.3524403138483434,2048.988447116611,0.345184326171875,5.908541853587096e-06,787.1,0.264,0.287,0.271,0.345,0.2762974487565423,0.2106552586666749,0.1082477659508336,7.2,8.6,9.6,8.6,787.1,72.9,7.7,2024-05-14,0.345184326171875
15290,15290,2024-05-14 14:00:00,9786.0,0.0101087485608144,98.92421341612985,2118.8271392399174,0.3488543561859126,2052.928884908345,0.342071533203125,5.944375629123354e-06,787.1,0.264,0.287,0.271,0.345,0.2762974487565423,0.2106552586666749,0.1082477659508336,7.9,8.5,9.5,8.6,787.1,62.9,10.1,2024-05-14,0.342071533203125
15291,15291,2024-05-14 14:30:00,9816.0,0.0100932893859012,99.07572861200669,2122.185241302372,0.3461863187764342,2057.674646188147,0.338348388671875,5.805780094907099e-06,787.0,0.264,0.287,0.27,0.345,0.2761011614015809,0.2104264515954635,0.108130190655305,9.2,8.6,9.4,8.6,787.0,55.2,11.8,2024-05-14,0.338348388671875
15292,15292,2024-05-14 15:00:00,10000.0,0.01,100.0,2155.218862834683,0.3212338175217427,2089.02402160204,0.315399169921875,5.867957383549075e-06,786.9,0.265,0.286,0.27,0.345,0.2762007076491012,0.2105424900705333,0.1081898184365916,11.1,8.9,9.3,8.6,786.9,52.1,12.9,2024-05-14,0.315399169921875
15293,15293,2024-05-14 15:30:00,9780.0,0.0101118489284876,98.89388252060893,2113.3158347200265,0.353288865327507,2045.509024430032,0.347930908203125,6.138724674592055e-06,786.7,0.265,0.287,0.27,0.345,0.2765324633392247,0.2109292090613204,0.1083885386919909,12.5,9.4,9.3,8.6,786.7,48.2,14.9,2024-05-14,0.347930908203125
15294,15294,2024-05-14 16:00:00,9918.0,0.0100412538854796,99.589156036187,2133.537847580594,0.3373516390754419,2069.698273679576,0.329315185546875,5.712012937028538e-06,786.4,0.266,0.287,0.269,0.345,0.2767674779219073,0.2112031594559658,0.1085293114331483,14.6,10.1,9.2,8.6,786.4,41.7,16.1,2024-05-14,0.329315185546875
15295,15295,2024-05-14 16:30:00,9768.0,0.0101180582314544,98.83319280484668,2096.5892891075864,0.3671874692489649,2035.3331681537773,0.356231689453125,5.573400109647386e-06,786.2,0.267,0.287,0.269,0.345,0.2771987798595511,0.2117059169218227,0.1087876594698343,16.9,10.9,9.2,8.6,786.2,40.2,16.3,2024-05-14,0.356231689453125
15296,15296,2024-05-14 17:00:00,9986.0,0.0100070073585855,99.92997548283498,2127.0927826135785,0.3423325952497296,2068.297192426566,0.330352783203125,5.264268740837926e-06,786.0,0.269,0.287,0.269,0.345,0.2780613837348388,0.2127114318535365,0.1093043555432062,18.4,11.8,9.3,8.6,786.0,38.2,16.2,2024-05-14,0.330352783203125
15297,15297,2024-05-14 17:30:00,10066.0,0.0099671624567327,100.32945728947207,2145.4759740730524,0.3283581341198757,2078.605910919747,0.322784423828125,5.9575242056876685e-06,785.6,0.268,0.288,0.269,0.345,0.2779618374873185,0.2125953933784666,0.1092447277619196,18.1,12.7,9.4,8.5,785.6,37.9,18.4,2024-05-14,0.322784423828125
15298,15298,2024-05-14 18:00:00,10044.0,0.0099780723348208,100.2197585309404,2148.5789130895187,0.3260685844686436,2082.1609248325426,0.320281982421875,5.907145460423413e-06,785.4,0.269,0.288,0.269,0.345,0.2783931394249624,0.2130981508443235,0.1095030757986055,19.6,13.3,9.5,8.6,785.4,36.7,18.8,2024-05-14,0.320281982421875
15299,15299,2024-05-14 18:30:00,10044.0,0.0099780723348208,100.2197585309404,2144.8281764045623,0.3288385828294767,2077.771666375066,0.323394775390625,5.9765336242885065e-06,785.0,0.269,0.289,0.269,0.345,0.278724895115086,0.2134848698351106,0.1097017960540049,20.1,14.1,9.7,8.5,785.0,34.6,20.0,2024-05-14,0.323394775390625
15300,15300,2024-05-14 19:00:00,10362.0,0.009823770454017,101.79390944452425,2198.891020278013,0.2914795712372539,2143.555357126488,0.280364990234375,4.780536688260405e-06,785.0,0.27,0.289,0.269,0.345,0.2791561970527298,0.2139876273009675,0.1099601440906909,21.0,14.8,9.9,8.5,785.0,38.7,14.4,2024-05-14,0.280364990234375
15302,15302,2024-05-14 20:00:00,10058.0,0.0099711255433532,100.28958071504736,2117.028753271119,0.3502937050037191,2065.117226892736,0.332733154296875,4.65506049750555e-06,784.6,0.269,0.289,0.27,0.345,0.2789211824700474,0.2137136769063221,0.1098193713495336,15.6,15.0,10.4,8.5,784.6,32.0,17.1,2024-05-14,0.332733154296875
15303,15303,2024-05-14 20:30:00,10364.0,0.0098228225338667,101.8037327409953,2181.2812090900784,0.3030684316246846,2126.346052952615,0.290863037109375,4.784346860364891e-06,784.5,0.268,0.289,0.27,0.345,0.2784898805324035,0.2132109194404651,0.1095610233128476,14.7,14.7,10.6,8.5,784.5,30.8,18.2,2024-05-14,0.290863037109375
15304,15304,2024-05-14 21:00:00,10014.0,0.0099930073414354,100.069975517135,2099.773964563484,0.3644887767861196,2049.9086898746923,0.344451904296875,4.50474217372019e-06,784.2,0.267,0.289,0.27,0.345,0.2780585785947596,0.2127081619746083,0.1093026752761616,14.5,14.3,10.8,8.5,784.2,29.0,18.2,2024-05-14,0.344451904296875
15305,15305,2024-05-14 21:30:00,10320.0,0.0098437403869769,101.58740079360236,2140.665983942646,0.331946038581654,2094.4960649070763,0.311614990234375,4.0821203485843375e-06,783.9,0.267,0.289,0.27,0.345,0.2780585785947596,0.2127081619746083,0.1093026752761616,14.9,14.1,11.0,8.5,783.9,28.4,16.9,2024-05-14,0.311614990234375
15306,15306,2024-05-14 22:00:00,10404.0,0.0098039215686274,102.0,2169.612575380804,0.3110459951488487,2117.9043570487006,0.296173095703125,4.521259874440206e-06,784.3,0.267,0.289,0.27,0.345,0.2780585785947596,0.2127081619746083,0.1093026752761616,14.6,14.0,11.1,8.5,784.3,35.5,14.9,2024-05-14,0.296173095703125
15307,15307,2024-05-14 22:30:00,10516.0,0.0097515737872151,102.54754994635417,2191.3865420911625,0.2963537957228082,2135.880575401357,0.285003662109375,4.8124800790432016e-06,784.0,0.266,0.289,0.27,0.345,0.2776272766571157,0.2122054045087513,0.1090443272394756,13.9,13.8,11.1,8.5,784.0,32.3,17.5,2024-05-14,0.285003662109375
15308,15308,2024-05-14 23:00:00,10498.0,0.0097599302909228,102.45974819410792,2219.8554623316622,0.2783455277327752,2164.2285587404904,0.268463134765625,4.759792306226935e-06,785.5,0.266,0.289,0.27,0.345,0.2776272766571157,0.2122054045087513,0.1090443272394756,14.2,13.7,11.2,8.5,785.5,42.0,13.0,2024-05-14,0.268463134765625
15309,15309,2024-05-14 23:30:00,9996.0,0.0100020006002,99.9799979995999,2109.7204624883816,0.3562197800789534,2057.641583963833,0.338409423828125,4.687034340172419e-06,785.3,0.266,0.289,0.27,0.345,0.2776272766571157,0.2122054045087513,0.1090443272394756,13.5,13.6,11.3,8.6,785.3,40.1,13.5,2024-05-14,0.338409423828125
15310,15310,2024-05-15 00:00:00,10248.0,0.0098782597461699,101.23240587875011,2184.263800542999,0.3010682190155059,2119.664337530256,0.295013427734375,5.643753734526223e-06,785.1,0.265,0.289,0.27,0.345,0.2771959747194719,0.2117026470428945,0.1087859792027896,13.2,13.4,11.3,8.6,785.1,49.8,13.0,2024-05-15,0.295013427734375
15311,15311,2024-05-15 00:30:00,10408.0,0.0098020374672227,102.0196059588548,2218.342259629284,0.279270538940269,2154.913893404332,0.273712158203125,5.4507949395625535e-06,784.4,0.265,0.289,0.27,0.345,0.2771959747194719,0.2117026470428945,0.1087859792027896,13.1,13.2,11.3,8.6,784.4,49.0,12.7,2024-05-15,0.273712158203125
15312,15312,2024-05-15 01:00:00,10336.0,0.0098361184420579,101.66612021711067,2212.2939106507165,0.2830029883715595,2146.4525243347475,0.278656005859375,5.680465409572056e-06,784.8,0.265,0.289,0.27,0.345,0.2771959747194719,0.2117026470428945,0.1087859792027896,12.8,13.1,11.3,8.6,784.8,48.9,13.4,2024-05-15,0.278656005859375
15313,15313,2024-05-15 01:30:00,10088.0,0.009956288286669,100.43903623591775,2155.110580440365,0.32131196426946,2093.3763953985085,0.312408447265625,5.461156681790371e-06,784.7,0.265,0.288,0.27,0.345,0.2768642190293483,0.2113159280521074,0.1085872589473903,12.5,12.9,11.3,8.6,784.7,51.6,11.9,2024-05-15,0.312408447265625
15314,15314,2024-05-15 02:00:00,10168.0,0.0099170437969752,100.83650132764424,2170.5037992071334,0.3104279775669671,2106.8068046581266,0.303375244140625,5.598871099721759e-06,784.5,0.264,0.288,0.27,0.345,0.2764329170917045,0.2108131705862505,0.1083289109107043,12.0,12.7,11.3,8.7,784.5,57.4,10.6,2024-05-15,0.303375244140625
15315,15315,2024-05-15 02:30:00,10250.0,0.0098772959664958,101.24228365658294,2187.906657099358,0.2986461962198125,2125.394622567868,0.291412353515625,5.446660383957512e-06,784.6,0.264,0.288,0.27,0.345,0.2764329170917045,0.2108131705862505,0.1083289109107043,11.2,12.5,11.3,8.7,784.6,58.0,10.0,2024-05-15,0.291412353515625
15316,15316,2024-05-15 03:00:00,10346.0,0.0098313637076755,101.7152889196113,2221.120176770103,0.2775750850022608,2157.5210099950955,0.272247314453125,5.458868498749868e-06,785.0,0.264,0.287,0.27,0.345,0.2761011614015809,0.2104264515954635,0.108130190655305,10.6,12.2,11.3,8.7,785.0,58.5,9.9,2024-05-15,0.272247314453125
15317,15317,2024-05-15 03:30:00,9762.0,0.0101211671755226,98.80283396745256,2108.593528567504,0.3571447147414936,2047.1637062888665,0.346588134765625,5.556904403695598e-06,786.1,0.263,0.288,0.27,0.345,0.2760016151540606,0.2103104131203937,0.1080705628740184,10.3,11.9,11.2,8.7,786.1,58.8,10.1,2024-05-15,0.346588134765625
15318,15318,2024-05-15 04:00:00,10094.0,0.0099533287755945,100.46890066085126,2198.374096524833,0.2918123171623469,2123.1624237197407,0.292816162109375,6.560066908162766e-06,786.5,0.263,0.287,0.27,0.345,0.2756698594639371,0.2099236941296066,0.107871842618619,10.2,11.6,11.2,8.7,786.5,79.9,7.9,2024-05-15,0.292816162109375
15319,15319,2024-05-15 04:30:00,10216.0,0.0098937186910675,101.07423014794622,2222.8162984892974,0.2765456304279608,2148.823788460558,0.277252197265625,6.376659056722996e-06,786.5,0.262,0.287,0.27,0.345,0.2752385575262932,0.2094209366637497,0.107613494581933,9.9,11.3,11.1,8.8,786.5,79.7,7.5,2024-05-15,0.277252197265625
15320,15320,2024-05-15 05:00:00,10288.0,0.0098590375840637,101.42977866484772,2254.291922602126,0.2581980415424191,2179.99146076976,0.259796142578125,6.31165077083051e-06,786.3,0.262,0.287,0.27,0.345,0.2752385575262932,0.2094209366637497,0.107613494581933,9.6,11.1,11.1,8.8,786.3,79.4,7.4,2024-05-15,0.259796142578125
15321,15321,2024-05-15 05:30:00,9914.0,0.0100432793527489,99.56907150315304,2174.330251450938,0.3077910496663338,2103.903547153169,0.305267333984375,6.198944954017458e-06,786.5,0.262,0.286,0.27,0.345,0.2749068018361696,0.2090342176729627,0.1074147743265337,9.3,10.9,11.0,8.8,786.5,79.0,7.2,2024-05-15,0.305267333984375
15322,15322,2024-05-15 06:00:00,10184.0,0.0099092504411177,100.91580649234292,2211.1867696948293,0.2836923594011648,2140.3526122983285,0.282257080078125,6.128633422145312e-06,785.8,0.262,0.286,0.27,0.345,0.2749068018361696,0.2090342176729627,0.1074147743265337,9.2,10.7,10.9,8.8,785.8,76.6,7.5,2024-05-15,0.282257080078125
15323,15323,2024-05-15 06:30:00,10206.0,0.0098985645152749,101.02474944289642,2217.3203412361977,0.2798972087593858,2147.6156988710827,0.277984619140625,6.010510684679937e-06,786.2,0.261,0.286,0.27,0.345,0.2744754998985258,0.2085314602071058,0.1071564262898477,8.9,10.5,10.8,8.9,786.2,77.6,7.0,2024-05-15,0.277984619140625
15324,15324,2024-05-15 07:00:00,10050.0,0.0099750933610763,100.2496882788171,2182.8380881594185,0.3020224007446545,2114.7891214632946,0.298187255859375,5.95882604624087e-06,786.2,0.261,0.286,0.269,0.345,0.2742792125435644,0.2083026531358944,0.1070388509943191,8.7,10.3,10.7,8.9,786.2,80.0,6.4,2024-05-15,0.298187255859375
15325,15325,2024-05-15 07:30:00,10128.0,0.0099366079189645,100.637965003273,2197.454225385549,0.2924055313662866,2129.6006045980007,0.288848876953125,5.9003952684355245e-06,786.1,0.261,0.286,0.269,0.345,0.2742792125435644,0.2083026531358944,0.1070388509943191,8.4,10.1,10.6,8.9,786.1,78.7,6.5,2024-05-15,0.288848876953125
15326,15326,2024-05-15 08:00:00,10206.0,0.0098985645152749,101.02474944289642,2196.140331323268,0.2932552740737266,2128.818270632156,0.289276123046875,5.8563234110302014e-06,786.1,0.261,0.285,0.269,0.345,0.2739474568534409,0.2079159341451073,0.1068401307389197,8.1,9.9,10.6,8.9,786.1,77.1,6.7,2024-05-15,0.289276123046875
15327,15327,2024-05-15 08:30:00,10048.0,0.0099760860558452,100.23971268913334,2159.688879777448,0.3180277068986548,2094.286600635735,0.311798095703125,5.783130718935382e-06,786.0,0.26,0.285,0.269,0.345,0.273516154915797,0.2074131766792504,0.1065817827022338,7.9,9.7,10.5,8.9,786.0,79.7,6.0,2024-05-15,0.311798095703125
15328,15328,2024-05-15 09:00:00,9864.0,0.0100687015555029,99.31767214348108,2123.0796922535164,0.3454799478667534,2059.918083838606,0.336639404296875,5.678184119396187e-06,785.9,0.26,0.285,0.269,0.345,0.273516154915797,0.2074131766792504,0.1065817827022338,7.8,9.6,10.4,8.9,785.9,81.4,5.4,2024-05-15,0.336639404296875
15329,15329,2024-05-15 09:30:00,10202.0,0.0099005048396129,101.00495037373167,2189.855812877873,0.2973596335946798,2126.384544156625,0.290802001953125,5.527663697699075e-06,786.0,0.26,0.285,0.268,0.345,0.2733198675608357,0.207184369608039,0.1064642074067052,7.4,9.4,10.3,8.9,786.0,84.1,4.5,2024-05-15,0.290802001953125
15330,15330,2024-05-15 10:00:00,10072.0,0.009964193240901,100.35935432235502,2162.175547682939,0.3162607891228219,2099.288877548082,0.308380126953125,5.547440268537522e-06,786.0,0.259,0.284,0.268,0.345,0.2725568099330683,0.2062948931513951,0.1060071391146198,6.9,9.2,10.2,9.0,786.0,86.1,4.2,2024-05-15,0.308380126953125
15331,15331,2024-05-15 10:30:00,10032.0,0.0099840382978858,100.15987220439132,2151.38395238279,0.3240154841747645,2092.5244847130894,0.313018798828125,5.208971985725386e-06,786.1,0.259,0.284,0.268,0.345,0.2725568099330683,0.2062948931513951,0.1060071391146198,6.7,8.9,10.1,9.0,786.1,87.6,3.0,2024-05-15,0.313018798828125
15332,15332,2024-05-15 11:00:00,9732.0,0.0101367549980587,98.6508996411082,2078.6548099660736,0.38286987103111,2022.3660859749,0.367279052734375,5.154278371474202e-06,786.2,0.259,0.284,0.268,0.345,0.2725568099330683,0.2062948931513951,0.1060071391146198,6.3,8.7,10.0,9.0,786.2,86.1,3.1,2024-05-15,0.367279052734375
15333,15333,2024-05-15 11:30:00,10078.0,0.0099612266770757,100.38924245156949,2154.2101961275453,0.3219626546566687,2094.266894210341,0.311798095703125,5.300476026640559e-06,786.2,0.259,0.283,0.268,0.345,0.2722250542429447,0.205908174160608,0.1058084188592205,6.0,8.5,9.9,9.0,786.2,86.2,3.5,2024-05-15,0.311798095703125
15334,15334,2024-05-15 12:00:00,10038.0,0.0099810539790932,100.18981984213764,2142.9823489530304,0.3302122670999459,2085.3296626664533,0.318023681640625,5.119777259942419e-06,786.4,0.258,0.283,0.268,0.345,0.2717937523053009,0.2054054166947511,0.1055500708225345,5.7,8.3,9.8,9.0,786.4,86.1,3.0,2024-05-15,0.318023681640625
15335,15335,2024-05-15 12:30:00,9822.0,0.0100902060531927,99.1060038544588,2108.640394432401,0.3571061894059368,2049.6648965598706,0.344635009765625,5.328377586620826e-06,786.4,0.257,0.283,0.268,0.345,0.271362450367657,0.2049026592288942,0.1052917227858485,5.5,8.0,9.7,9.0,786.4,82.7,4.2,2024-05-15,0.344635009765625
