half_hour,datetime,lat,long,mod_nc_cph,swc,bwe,Mod_cv,Mod_sqrt,N0_fit,Rhov_g_cm3,site,SiteName
2023-07-01 00:30:00,2023-07-01 00:30:00,39.47299,-107.22139,2472.1709955752294,0.069488525390625,0.0,0.00899696853232087,111.14854924829204,5235.625218165322,5.350251076629969e-06,R7,RF 8
2023-07-01 01:00:00,2023-07-01 01:00:00,39.47299,-107.22139,2541.1314797967725,0.058013916015625,0.0,0.00888406428745396,112.56109452204167,5235.625218165322,6.1766294955749645e-06,R7,RF 8
2023-07-01 01:30:00,2023-07-01 01:30:00,39.47299,-107.22139,2508.1497569650414,0.063323974609375,0.0,0.008955742606485633,111.66019881766287,5235.625218165322,6.007937454593099e-06,R7,RF 8
2023-07-01 02:00:00,2023-07-01 02:00:00,39.47299,-107.22139,2494.605724113873,0.065582275390625,0.0,0.008976646215396372,111.40017953306898,5235.625218165322,8.7692829487673e-06,R7,RF 8
2023-07-01 02:30:00,2023-07-01 02:30:00,39.47299,-107.22139,2472.6828900328337,0.069366455078125,0.0,0.009029920547884623,110.74294559925703,5235.625218165322,7.676878203393379e-06,R7,RF 8
2023-07-01 03:00:00,2023-07-01 03:00:00,39.47299,-107.22139,2536.4940239058396,0.058746337890625,0.0,0.008885466997542035,112.5433249908674,5235.625218165322,6.950528000409254e-06,R7,RF 8
2023-07-01 03:30:00,2023-07-01 03:30:00,39.47299,-107.22139,2505.2703027847842,0.063812255859375,0.0,0.008960055509507838,111.60645142642964,5235.625218165322,6.512612314727085e-06,R7,RF 8
2023-07-01 04:00:00,2023-07-01 04:00:00,39.47299,-107.22139,2531.7794207050156,0.059478759765625,0.0,0.008926436853549036,112.0267825120404,5235.625218165322,6.68239141351959e-06,R7,RF 8
2023-07-01 04:30:00,2023-07-01 04:30:00,39.47299,-107.22139,2481.939830850388,0.067779541015625,0.0,0.009029184343036643,110.75197515168747,5235.625218165322,6.62208272853434e-06,R7,RF 8
2023-07-01 05:00:00,2023-07-01 05:00:00,39.47299,-107.22139,2506.891110470373,0.063507080078125,0.0,0.008987516023070193,111.26544836560899,5235.625218165322,6.526135226248652e-06,R7,RF 8
