Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT
0,2023-07-01 01:00:00,,,,,,,,,,0.054,0.05,0.056,0.056,0.05344952845324745,0.0,0.0,14.8,12.6,10.1,8.8,,,
1,2023-07-01 01:30:00,11586.0,0.0092903748621109,107.63828315241749,1995.395567357593,0.1480581524339904,1928.4568067315156,0.129058837890625,6.427972220760696e-06,762.7,0.054,0.052,0.057,0.056,0.05430023570813667,0.0009653940538194263,0.0004563801547271233,14.4,12.8,10.3,8.9,762.7,65.9,10.6
2,2023-07-01 02:00:00,11862.0,0.0091816564798539,108.91280916402808,2043.319756459336,0.1295116015189563,1975.8812898171132,0.113677978515625,6.320523909055726e-06,762.8,0.054,0.052,0.056,0.056,0.054065016286874816,0.0006984638856282419,0.00033019165068728375,13.7,12.7,10.4,8.9,762.8,68.6,9.7
3,2023-07-01 02:30:00,11818.0,0.0091987328698337,108.71062505569546,2040.8008045358813,0.1304316102521082,1974.481475479796,0.114105224609375,6.2200417603939e-06,763.2,0.054,0.052,0.057,0.056,0.05430023570813667,0.0009653940538194263,0.0004563801547271233,12.9,12.5,10.4,8.9,763.2,71.5,8.8
4,2023-07-01 03:00:00,11756.0,0.0092229575831437,108.4250893474384,2021.907280859445,0.1375195681164744,1955.2682348477065,0.120086669921875,6.311443031860615e-06,763.6,0.054,0.052,0.057,0.056,0.05430023570813667,0.0009653940538194263,0.0004563801547271233,12.3,12.4,10.5,8.9,763.6,75.4,8.2
5,2023-07-01 03:30:00,11648.0,0.0092656164582637,107.92590050585632,2014.4925145181303,0.1403949272684227,1947.180885397397,0.122711181640625,6.401622261865754e-06,763.9,0.054,0.052,0.056,0.056,0.054065016286874816,0.0006984638856282419,0.00033019165068728375,11.8,12.2,10.5,8.9,763.9,75.5,8.4
6,2023-07-01 04:00:00,11806.0,0.0092034066272035,108.65541864076545,2047.335763218776,0.1280565927533677,1979.5380925666,0.112579345703125,6.34245142439717e-06,764.3,0.054,0.052,0.056,0.056,0.054065016286874816,0.0006984638856282419,0.00033019165068728375,11.4,12.0,10.5,8.9,764.3,83.5,6.7
7,2023-07-01 04:30:00,11568.0,0.00929760004132,107.55463727799,2007.0222762011465,0.1433475345597824,1941.0910253655152,0.124725341796875,6.290014603095752e-06,764.4,0.053,0.052,0.057,0.056,0.05394823168520145,0.0005659351462937939,0.0002675400460664009,10.9,11.8,10.5,8.9,764.4,85.0,6.3
8,2023-07-01 05:00:00,12060.0,0.0091059727451358,109.81803130633875,2093.7577854151477,0.1122237629833028,2026.6931699180552,0.099090576171875,6.127900081048971e-06,764.6,0.053,0.052,0.057,0.056,0.05394823168520145,0.0005659351462937939,0.0002675400460664009,10.4,11.6,10.5,8.9,764.6,83.9,6.1
9,2023-07-01 05:30:00,11842.0,0.009189406676625,108.82095386459356,2057.2997048152247,0.1245078859997991,1991.5549330128592,0.108978271484375,6.113292452727042e-06,764.7,0.053,0.052,0.057,0.056,0.05394823168520145,0.0005659351462937939,0.0002675400460664009,9.9,11.3,10.4,8.9,764.7,83.7,6.1
10,2023-07-01 06:00:00,12012.0,0.0091241483575226,109.59927007056206,2082.081439300872,0.1160430927837787,2016.725950976136,0.101837158203125,6.001245832348408e-06,764.6,0.053,0.052,0.057,0.056,0.05394823168520145,0.0005659351462937939,0.0002675400460664009,9.5,11.1,10.4,8.9,764.6,86.6,5.3
11,2023-07-01 06:30:00,11874.0,0.0091770157636212,108.96788517723928,2048.2096527879603,0.1277418805380455,1984.5483036437597,0.111053466796875,5.940464491976302e-06,764.5,0.052,0.052,0.056,0.056,0.05336100824100438,0.00010045392942302293,4.748856663416109e-05,9.0,10.8,10.4,9.0,764.5,92.2,4.2
12,2023-07-01 07:00:00,11732.0,0.0092323864057627,108.31435731240803,2021.7360095589036,0.1375853748604003,1959.3415422597984,0.118804931640625,5.897150002745005e-06,764.4,0.052,0.052,0.057,0.056,0.05359622766226623,0.00016647623876816137,7.869993740567843e-05,8.7,10.6,10.3,9.0,764.4,94.0,3.8
13,2023-07-01 07:30:00,11806.0,0.0092034066272035,108.65541864076545,2032.1220923716508,0.1336458151106628,1970.2182333737248,0.115386962890625,5.818481119514673e-06,764.3,0.052,0.052,0.056,0.056,0.05336100824100438,0.00010045392942302293,4.748856663416109e-05,8.3,10.4,10.3,9.0,764.3,95.9,3.3
14,2023-07-01 08:00:00,12018.0,0.0091218704525171,109.62663909835054,2064.5877991388747,0.1219660703955158,2002.1939669068463,0.105926513671875,5.770876132521638e-06,764.2,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,8.0,10.2,10.2,8.9,764.2,96.4,3.1
15,2023-07-01 08:30:00,11552.0,0.0093040365945598,107.48023074035522,1981.582124744045,0.1538450313362486,1921.6666562012888,0.131378173828125,5.773871915684191e-06,764.0,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,7.7,9.9,10.1,9.0,764.0,97.1,3.0
16,2023-07-01 09:00:00,11680.0,0.00925291512747,108.07404868885035,2001.279606373157,0.1456563769896322,1940.7381674526116,0.124847412109375,5.776862518551224e-06,764.1,0.052,0.051,0.056,0.056,0.05305326432419069,0.00044968587223714787,0.00021258439197780482,7.4,9.8,10.1,9.0,764.1,96.5,3.1
17,2023-07-01 09:30:00,11764.0,0.0092198210560736,108.46197490365,2012.5286252707888,0.1411656675925303,1950.9864313063715,0.121490478515625,5.841507866547298e-06,764.1,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,7.1,9.5,10.0,9.0,764.1,98.9,2.9
18,2023-07-01 10:00:00,11558.0,0.0093016213208823,107.50813922675808,1974.6673013661016,0.1568228685343526,1918.264371019529,0.132598876953125,5.445019601581696e-06,764.2,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,6.9,9.4,9.9,9.0,764.2,97.3,2.1
19,2023-07-01 10:30:00,11750.0,0.0092253120802888,108.397416943394,2012.2740954079477,0.1412658439018926,1951.597145233355,0.121307373046875,5.757577726529527e-06,764.3,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,6.6,9.2,9.9,9.0,764.3,98.8,2.7
20,2023-07-01 11:00:00,11578.0,0.0092935839726944,107.60111523585616,1970.8301830238145,0.1584993986543668,1915.328768382337,0.133636474609375,5.3662013112779765e-06,764.4,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,6.4,9.0,9.8,9.0,764.4,99.2,1.6
21,2023-07-01 11:30:00,11802.0,0.0092049661301593,108.6370102681402,2016.524765318161,0.1396014278148334,1953.853216287976,0.120574951171875,5.939976614541508e-06,764.5,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,6.1,8.8,9.7,9.0,764.5,96.6,3.5
22,2023-07-01 12:00:00,11840.0,0.0091901827761725,108.81176406988357,2023.502845538116,0.1369078829120046,1959.745005347864,0.118682861328125,6.024767207172128e-06,764.6,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,5.9,8.7,9.6,9.0,764.6,99.3,3.3
23,2023-07-01 12:30:00,11614.0,0.0092791690987436,107.76826991280876,1994.35535453975,0.1484866150609358,1932.592877034304,0.127593994140625,5.918212764963459e-06,764.8,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,5.8,8.5,9.6,9.0,764.8,98.2,3.2
24,2023-07-01 13:00:00,11708.0,0.0092418442054827,108.20351195779185,2013.1949728791924,0.1409037202692755,1949.7000543545385,0.121917724609375,6.030834445044407e-06,764.9,0.052,0.051,0.057,0.056,0.053288483745452545,0.00018275570404596359,8.639588793796532e-05,5.6,8.4,9.5,9.0,764.9,99.4,3.3
