Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT
0,2023-07-01 01:00:00,9932.0,0.0100341743884824,99.65942002640794,,,2300.8542699019144,3.0517578125e-05,,805.8,0.068,0.082,0.074,0.1,0.07567425837030214,0.0,0.0,19.0,16.5,13.3,11.9,805.8,,
1,2023-07-01 01:30:00,9956.0,0.0100220728672289,99.77975746613136,,,2313.35592518876,3.0517578125e-05,,806.2,0.068,0.082,0.074,0.099,0.07561672493674543,6.638256940800439e-05,3.311418947193746e-05,18.5,16.5,13.4,11.9,806.2,,
2,2023-07-01 02:00:00,9816.0,0.0100932893859012,99.07572861200669,,,2294.576036842279,3.0517578125e-05,,807.0,0.068,0.082,0.074,0.1,0.07567425837030214,0.0,0.0,18.0,16.3,13.5,11.9,807.0,,
3,2023-07-01 02:30:00,9804.0,0.0100994645405847,99.0151503558925,,,2293.493420068492,3.0517578125e-05,,807.1,0.067,0.081,0.074,0.1,0.07494312919626435,0.0008435831157884141,0.0004208118393226364,17.4,16.2,13.5,11.9,807.1,,
4,2023-07-01 03:00:00,9954.0,0.0100230796554043,99.76973488989536,,,2318.064216101088,3.0517578125e-05,,807.5,0.067,0.081,0.074,0.1,0.07494312919626435,0.0008435831157884141,0.0004208118393226364,16.8,15.9,13.6,11.9,807.5,,
5,2023-07-01 03:30:00,9748.0,0.0101284325377082,98.73196037757988,,,2279.9517008266057,3.0517578125e-05,,807.7,0.067,0.081,0.074,0.1,0.07494312919626435,0.0008435831157884141,0.0004208118393226364,16.3,15.7,13.6,11.8,807.7,,
6,2023-07-01 04:00:00,9702.0,0.0101524150645528,98.49873095629202,,,2276.022568685672,3.0517578125e-05,,808.1,0.067,0.081,0.074,0.1,0.07494312919626435,0.0008435831157884141,0.0004208118393226364,15.8,15.5,13.7,11.9,808.1,,
7,2023-07-01 04:30:00,9614.0,0.0101987733653049,98.05100713404222,,,2263.866802542368,3.0517578125e-05,,808.6,0.067,0.081,0.074,0.1,0.07494312919626435,0.0008435831157884141,0.0004208118393226364,15.2,15.2,13.7,11.9,808.6,,
8,2023-07-01 05:00:00,9666.0,0.0101713032949558,98.31581764904364,,,2277.822276320574,3.0517578125e-05,,808.7,0.067,0.081,0.074,0.1,0.07494312919626435,0.0008435831157884141,0.0004208118393226364,14.8,14.9,13.7,11.9,808.7,,
9,2023-07-01 05:30:00,9534.0,0.0102414730427809,97.64220398987317,,,2246.716075154185,3.0517578125e-05,,808.7,0.066,0.081,0.074,0.1,0.07453808317523042,0.001310928691091417,0.0006539418622709375,14.3,14.7,13.7,11.9,808.7,,
