Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT
0,2023-07-01 01:00:00,9812.0,0.0100953465120585,99.05553997631834,2153.551532936823,0.1188557580486741,2039.513060580708,0.120452880859375,1.0354547872073866e-05,791.3,0.068,0.048,,,0.05868873969961892,0.0,0.0,14.5,13.3,,,791.3,82.3,14.7
1,2023-07-01 01:30:00,9796.0,0.0101035876126244,98.97474425326898,2150.0054941887965,0.1200080689305419,2039.251554854492,0.120513916015625,1.0057606045113623e-05,791.5,0.068,0.048,,,0.05868873969961892,0.0,0.0,14.3,13.3,,,791.5,88.2,13.1
2,2023-07-01 02:00:00,9746.0,0.0101294717243459,98.72183142547549,2145.2724019703496,0.1215609259897227,2039.5492323147828,0.120452880859375,9.599358741054004e-06,792.2,0.068,0.048,,,0.05868873969961892,0.0,0.0,13.9,13.2,,,792.2,90.7,11.9
3,2023-07-01 02:30:00,9602.0,0.0102051442810946,97.9897953870708,2114.245705278356,0.1321793720146865,2010.9257019297677,0.129547119140625,9.514689645212291e-06,792.3,0.068,0.048,,,0.05868873969961892,0.0,0.0,13.6,13.2,,,792.3,89.9,11.9
4,2023-07-01 03:00:00,9588.0,0.0102125921275708,97.91833331914918,2098.427996168328,0.1379045669687368,1998.9271212058973,0.133575439453125,9.21798887039443e-06,792.7,0.067,0.048,,,0.05815430271463798,0.0006550680879549036,0.00037880246691563715,13.3,13.1,,,792.7,91.0,11.2
5,2023-07-01 03:30:00,9680.0,0.0101639453522717,98.38699100999077,2122.024609252091,0.1294431979732784,2028.4000857991043,0.123931884765625,8.547561615136542e-06,793.0,0.068,0.048,,,0.05868873969961892,0.0,0.0,13.1,13.0,,,793.0,91.6,9.9
6,2023-07-01 04:00:00,9622.0,0.0101945327109157,98.09179374443104,2111.520317995691,0.1331501931507607,2022.3194758095133,0.125885009765625,8.168182464004377e-06,793.4,0.068,0.048,,,0.05868873969961892,0.0,0.0,12.8,12.9,,,793.4,92.7,9.0
7,2023-07-01 04:30:00,9594.0,0.0102093981971948,97.94896630388703,2107.8914148897315,0.1344528429636033,2022.5081237364368,0.125823974609375,7.817877415855574e-06,793.8,0.067,0.048,,,0.05815430271463798,0.0006550680879549036,0.00037880246691563715,12.5,12.8,,,793.8,94.0,8.1
8,2023-07-01 05:00:00,9630.0,0.010190297341929,98.13256340277675,2116.047531659511,0.1315410333122488,2033.1523467442996,0.122406005859375,7.550324595235179e-06,794.0,0.067,0.048,,,0.05815430271463798,0.0006550680879549036,0.00037880246691563715,12.2,12.7,,,794.0,95.6,7.3
9,2023-07-01 05:30:00,9612.0,0.010199834356035,98.04080783020916,2109.5641993173226,0.1338509468575504,2030.878464365636,0.123138427734375,7.174940625022614e-06,794.1,0.067,0.047,,,0.05768873969961892,0.001225716232903047,0.0007087878974714757,11.9,12.6,,,794.1,95.7,6.5
10,2023-07-01 06:00:00,9260.0,0.0103918891781593,96.22889378975526,2034.3616005760275,0.1635657825754199,1959.075853804405,0.147979736328125,7.116521257017087e-06,794.4,0.067,0.047,,,0.05768873969961892,0.001225716232903047,0.0007087878974714757,11.6,12.5,,,794.4,96.8,6.2
11,2023-07-01 06:30:00,9364.0,0.0103340199943639,96.76776322722355,2047.2281571516685,0.1580659582191493,1973.6026659140368,0.142547607421875,6.908356207999211e-06,794.4,0.067,0.047,,,0.05768873969961892,0.001225716232903047,0.0007087878974714757,11.4,12.4,,,794.4,97.1,5.7
