Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,BaroPress,airRH,airT
0,2023-07-01 01:00:00,12670.0,0.0088840642874539,112.56109452204169,2625.8878691081054,0.0442217606624552,2541.1314797967725,0.058013916015625,6.1766294955749645e-06,787.4,0.051,0.111,0.189,,0.10104656123678003,0.0,0.0,30.1,25.7,19.6,,787.4,40.0,18.1
1,2023-07-01 01:30:00,12468.0,0.0089557426064856,111.66019881766287,2589.521314044676,0.0509992872763646,2508.149756965041,0.063323974609375,6.007937454593099e-06,787.8,0.049,0.111,0.189,,0.10016299831793207,0.0010308711995092013,0.0005310480189346458,28.1,25.3,19.7,,787.8,41.3,17.1
2,2023-07-01 02:00:00,12410.0,0.0089766462153963,111.40017953306898,2612.7356026918656,0.0466298836073725,2494.605724113873,0.065582275390625,8.7692829487673e-06,787.7,0.048,0.11,0.189,,0.09937522202052462,0.0019499861593268812,0.0010045253833393915,26.3,24.8,19.8,,787.7,69.7,14.7
3,2023-07-01 02:30:00,12264.0,0.0090299205478846,110.74294559925704,2575.188311097777,0.0537758820542131,2472.6828900328337,0.069366455078125,7.676878203393379e-06,788.1,0.048,0.11,0.19,,0.09958744572311717,0.0017023803599106734,0.0008769725238557731,24.4,24.3,19.9,,788.1,63.3,14.1
4,2023-07-01 03:00:00,12666.0,0.008885466997542,112.5433249908674,2631.6958766803923,0.0431733700990445,2536.49402390584,0.058746337890625,6.950528000409254e-06,788.2,0.047,0.108,0.19,,0.09845367458772625,0.0030251746797914404,0.0015584032431979458,22.6,23.7,20.0,,788.2,59.1,13.6
5,2023-07-01 03:30:00,12456.0,0.0089600555095078,111.60645142642964,2593.37591560322,0.0502629941000967,2505.270302784784,0.063812255859375,6.512612314727085e-06,788.4,0.046,0.108,0.19,,0.09801189312830227,0.0035406102795460326,0.0018239272526652643,21.0,23.1,20.0,,788.4,53.7,14.1
6,2023-07-01 04:00:00,12550.0,0.008926436853549,112.0267825120404,2623.1384624389766,0.0447212362017712,2531.779420705016,0.059478759765625,6.68239141351959e-06,788.8,0.045,0.107,0.19,,0.09722411683089482,0.004459725239363712,0.00229740461707001,19.7,22.4,20.0,,788.8,59.7,12.8
7,2023-07-01 04:30:00,12266.0,0.0090291843430366,110.75197515168747,2570.6921296409214,0.0546596921536176,2481.939830850388,0.067779541015625,6.62208272853434e-06,789.2,0.045,0.107,0.19,,0.09722411683089482,0.004459725239363712,0.00229740461707001,18.6,21.8,20.0,,789.2,59.9,12.6
8,2023-07-01 05:00:00,12380.0,0.0089875160230701,111.265448365609,2595.2367865461883,0.0499090935023176,2506.891110470373,0.063507080078125,6.526135226248652e-06,789.3,0.044,0.106,0.19,,0.09643634053348737,0.005378840199181393,0.0027708819814747563,17.7,21.3,19.9,,789.3,59.4,12.5
9,2023-07-01 05:30:00,12350.0,0.0089984254133169,111.13055385446434,2591.7102018182686,0.0505806380805012,2502.697273209296,0.064239501953125,6.586444091654105e-06,789.4,0.043,0.105,0.19,,0.09564856423607992,0.006297955158999073,0.0032443593458795017,16.9,20.7,19.9,,789.4,67.1,10.7
10,2023-07-01 06:00:00,12084.0,0.009096925576737,109.92724866929036,2534.6061492768217,0.0619844124334039,2447.8595868857174,0.073822021484375,6.562540721958839e-06,789.6,0.044,0.105,0.189,,0.09587812199291135,0.006030125358660688,0.0031063881958958016,16.1,20.1,19.8,,789.6,72.6,9.4
11,2023-07-01 06:30:00,12182.0,0.0090602608704106,110.37209792334292,2548.2629056874134,0.059162946166646,2458.8779122728643,0.071807861328125,6.7318415752286525e-06,789.5,0.043,0.104,0.189,,0.0950903456955039,0.006949240318478367,0.003579865560300547,15.5,19.7,19.7,,789.5,74.0,9.5
12,2023-07-01 07:00:00,12166.0,0.009066216671133,110.29959202100432,2539.2829463519297,0.0610112462959169,2451.958460218593,0.073089599609375,6.595218229904853e-06,789.3,0.043,0.103,0.19,,0.09495657456011297,0.007105313879125248,0.003660266055754356,14.9,19.2,19.6,,789.3,76.3,8.7
