,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.6714183984055009,0.904529317119994,1.0097234729008744,0.6857442575042145,0.7726844806759333,0.028152693392020926,0.028122019234902616,0.04088556831072272,0.05904802919053444,0.018162460879811715,C1,"Desilets, site-specific N0",forest,3907.8171591601176
