,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.7208507904025836,0.8774174676417181,1.2227040626473271,0.8846713198728585,0.32423530859141214,0.04321630327044826,0.027411171470199107,0.056866064036037674,0.05257143919330494,0.004294624842732735,R4,"Desilets, site-specific N0",half-forest,4861.721216483492
