,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.9376917353964231,0.9566329651956392,0.9846198678455526,0.9579872440192453,0.9132012142464112,0.013861268826415135,0.013719501905005432,0.04437869043709953,0.04704854112781261,0.0026698506907130784,F4,"Desilets, site-specific N0",non-forest,4494.619280217012
