,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.612168895421829,0.9396782466058016,0.6183013531259375,0.9671306416204476,-0.8634320190226068,0.08224085918495018,0.02912858726787158,0.036026013068139656,0.06024636685782733,0.024220353789687676,R6,"Desilets, site-specific N0",non-forest,4841.003273940927
