,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.5681555801275224,0.953711241291186,1.3740221959189391,0.7891579957594584,-0.42420116206882175,0.07364656597007112,0.020232907006213663,0.0669151633939482,0.061711603795459834,0.0052035595984883595,C3,"Desilets, site-specific N0",forest,4547.606532372419
