date,year,min_temp,max_temp,GDD,cumulative_GDD
2023-06-29,2023,0.0,25.0,10.0,10.0
2023-06-30,2023,2.0,20.0,7.5,17.5
2023-07-01,2023,2.0,25.0,10.0,27.5
2023-07-02,2023,4.0,25.0,10.0,37.5
2023-07-03,2023,4.0,29.0,12.0,49.5
2023-07-04,2023,7.0,26.0,11.5,61.0
2023-07-05,2023,5.0,26.0,10.5,71.5
2023-07-06,2023,4.0,27.0,11.0,82.5
2023-07-07,2023,4.0,27.0,11.0,93.5
2023-07-08,2023,4.0,27.0,11.0,104.5
2023-07-09,2023,3.0,28.0,11.5,116.0
2023-07-10,2023,5.0,27.0,11.0,127.0
2023-07-11,2023,6.0,28.0,12.0,139.0
2023-07-12,2023,10.0,28.0,14.0,153.0
2023-07-13,2023,6.0,29.0,12.5,165.5
2023-07-14,2023,5.0,29.0,12.0,177.5
2023-07-15,2023,4.0,28.0,11.5,189.0
2023-07-16,2023,4.0,30.0,12.5,201.5
2023-07-17,2023,6.0,31.0,13.5,215.0
2023-07-18,2023,8.0,30.0,14.0,229.0
2023-07-19,2023,10.0,27.0,13.5,242.5
2023-07-20,2023,9.0,26.0,12.5,255.0
2023-07-21,2023,7.0,28.0,12.5,267.5
2023-07-22,2023,5.0,30.0,12.5,280.0
2023-07-23,2023,6.0,31.0,13.5,293.5
2023-07-24,2023,7.0,32.0,14.5,308.0
2023-07-25,2023,10.0,28.0,14.0,322.0
2023-07-26,2023,8.0,28.0,13.0,335.0
2023-07-27,2023,8.0,28.0,13.0,348.0
2023-07-28,2023,9.0,27.0,13.0,361.0
2023-07-29,2023,7.0,29.0,13.0,374.0
2023-07-30,2023,11.0,29.0,15.0,389.0
2023-07-31,2023,11.0,28.0,14.5,403.5
2023-08-01,2023,11.0,27.0,14.0,417.5
2023-08-02,2023,10.0,27.0,13.5,431.0
2023-08-03,2023,9.0,45.0,22.0,453.0
2023-08-04,2023,7.0,25.0,11.0,464.0
2023-08-05,2023,6.0,27.0,11.5,475.5
2023-08-06,2023,5.0,28.0,11.5,487.0
2023-08-07,2023,6.0,27.0,11.5,498.5
2023-08-08,2023,3.8,25.4,10.2,508.7
2023-08-09,2023,3.8,26.2,10.6,519.3
2023-08-10,2023,5.4,25.4,10.399999999999999,529.6999999999999
2023-08-11,2023,7.4,24.6,11.0,540.6999999999999
2023-08-12,2023,9.8,24.2,12.0,552.6999999999999
2023-08-13,2023,5.8,24.6,10.200000000000001,562.9
2023-08-14,2023,4.6,27.8,11.399999999999999,574.3
2023-08-15,2023,6.6,29.0,12.8,587.0999999999999
2023-08-16,2023,9.4,25.8,12.600000000000001,599.6999999999999
2023-08-17,2023,7.8,29.8,13.8,613.4999999999999
2023-08-18,2023,11.0,20.6,10.8,624.2999999999998
2023-08-19,2023,7.8,28.2,13.0,637.2999999999998
2023-08-20,2023,7.4,30.2,13.8,651.0999999999998
2023-08-21,2023,8.2,29.4,13.799999999999997,664.8999999999997
2023-08-22,2023,8.6,24.6,11.600000000000001,676.4999999999998
2023-08-23,2023,8.6,27.4,13.0,689.4999999999998
2023-08-24,2023,10.2,26.6,13.399999999999999,702.8999999999997
2023-08-25,2023,12.6,17.0,9.8,712.6999999999997
2023-08-26,2023,9.8,25.4,12.600000000000001,725.2999999999997
2023-08-27,2023,8.2,24.2,11.2,736.4999999999998
2023-08-28,2023,9.4,25.4,12.399999999999999,748.8999999999997
2023-08-29,2023,5.0,27.0,11.0,759.8999999999997
2023-08-30,2023,5.4,27.4,11.399999999999999,771.2999999999997
2023-08-31,2023,5.8,27.8,11.8,783.0999999999997
2023-09-01,2023,6.6,27.8,12.2,795.2999999999997
2023-09-02,2023,8.6,24.2,11.399999999999999,806.6999999999997
2023-09-03,2023,-17.0,25.4,10.2,816.8999999999997
2023-09-04,2023,8.6,20.6,9.600000000000001,826.4999999999998
2023-09-05,2023,3.4,22.6,8.8,835.2999999999997
2023-09-06,2023,3.4,25.4,10.2,845.4999999999998
2023-09-07,2023,3.8,25.4,10.2,855.6999999999998
2023-09-08,2023,2.2,26.6,10.8,866.4999999999998
2023-09-09,2023,2.2,26.6,10.8,877.2999999999997
2023-09-10,2023,9.0,21.4,10.2,887.4999999999998
2023-09-11,2023,5.0,21.4,8.2,895.6999999999998
2023-09-12,2023,1.8,23.4,9.2,904.8999999999999
2023-09-13,2023,6.2,20.2,8.2,913.0999999999999
2023-09-14,2023,4.2,17.8,6.4,919.4999999999999
2023-09-15,2023,5.0,16.6,5.800000000000001,925.2999999999998
2023-09-16,2023,0.6,19.4,7.199999999999999,932.4999999999999
2023-09-17,2023,1.4,21.8,8.4,940.8999999999999
2023-09-18,2023,2.6,21.4,8.2,949.0999999999999
2023-09-19,2023,2.6,19.0,7.0,956.0999999999999
