date,year,min_temp,max_temp,GDD,cumulative_GDD
2023-06-29,2023,0.0,24.0,9.5,9.5
2023-06-30,2023,1.0,21.0,8.0,17.5
2023-07-01,2023,0.0,24.0,9.5,27.0
2023-07-02,2023,2.0,24.0,9.5,36.5
2023-07-03,2023,2.0,27.0,11.0,47.5
2023-07-04,2023,6.0,26.0,11.0,58.5
2023-07-05,2023,4.0,25.0,10.0,68.5
2023-07-06,2023,3.0,26.0,10.5,79.0
2023-07-07,2023,3.0,26.0,10.5,89.5
2023-07-08,2023,3.0,26.0,10.5,100.0
2023-07-09,2023,1.0,27.0,11.0,111.0
2023-07-10,2023,3.0,26.0,10.5,121.5
2023-07-11,2023,4.0,27.0,11.0,132.5
2023-07-12,2023,4.0,27.0,11.0,143.5
2023-07-13,2023,4.0,28.0,11.5,155.0
2023-07-14,2023,4.0,27.0,11.0,166.0
2023-07-15,2023,2.0,26.0,10.5,176.5
2023-07-16,2023,2.0,28.0,11.5,188.0
2023-07-17,2023,4.0,31.0,13.0,201.0
2023-07-18,2023,6.0,30.0,13.0,214.0
2023-07-19,2023,9.0,27.0,13.0,227.0
2023-07-20,2023,7.0,26.0,11.5,238.5
2023-07-21,2023,6.0,27.0,11.5,250.0
2023-07-22,2023,4.0,29.0,12.0,262.0
2023-07-23,2023,4.0,30.0,12.5,274.5
2023-07-24,2023,5.0,31.0,13.0,287.5
2023-07-25,2023,7.0,29.0,13.0,300.5
2023-07-26,2023,7.0,28.0,12.5,313.0
2023-07-27,2023,6.0,28.0,12.0,325.0
2023-07-28,2023,8.0,29.0,13.5,338.5
2023-07-29,2023,7.0,30.0,13.5,352.0
2023-07-30,2023,7.0,29.0,13.0,365.0
2023-07-31,2023,9.0,27.0,13.0,378.0
2023-08-01,2023,8.0,25.0,11.5,389.5
2023-08-02,2023,9.0,26.0,12.5,402.0
2023-08-03,2023,7.0,22.0,9.5,411.5
2023-08-04,2023,4.0,24.0,9.5,421.0
2023-08-05,2023,4.0,25.0,10.0,431.0
2023-08-06,2023,4.0,27.0,11.0,442.0
2023-08-07,2023,4.2,25.4,10.2,452.2
2023-08-08,2023,3.0,25.4,10.2,462.4
2023-08-09,2023,1.0,24.2,9.6,472.0
2023-08-10,2023,2.2,26.2,10.6,482.6
2023-08-11,2023,4.2,25.0,10.0,492.6
2023-08-12,2023,6.6,22.6,9.600000000000001,502.20000000000005
2023-08-13,2023,3.8,27.0,11.0,513.2
2023-08-14,2023,3.4,27.4,11.2,524.4000000000001
2023-08-15,2023,3.4,28.2,11.600000000000001,536.0000000000001
2023-08-16,2023,6.2,26.6,11.400000000000002,547.4000000000001
2023-08-17,2023,5.8,29.0,12.399999999999999,559.8000000000001
2023-08-18,2023,8.6,24.2,11.399999999999999,571.2
2023-08-19,2023,5.8,27.8,11.8,583.0
2023-08-20,2023,6.6,30.6,13.600000000000001,596.6
2023-08-21,2023,4.6,30.2,12.600000000000001,609.2
2023-08-22,2023,5.8,25.4,10.6,619.8000000000001
2023-08-23,2023,7.0,27.0,12.0,631.8000000000001
2023-08-24,2023,9.0,25.4,12.2,644.0000000000001
2023-08-25,2023,11.0,19.4,10.2,654.2000000000002
2023-08-26,2023,7.0,26.2,11.600000000000001,665.8000000000002
2023-08-27,2023,6.6,24.6,10.600000000000001,676.4000000000002
2023-08-28,2023,7.0,25.0,11.0,687.4000000000002
2023-08-29,2023,2.6,26.2,10.6,698.0000000000002
2023-08-30,2023,3.4,27.0,11.0,709.0000000000002
2023-08-31,2023,3.4,27.8,11.399999999999999,720.4000000000002
2023-09-01,2023,3.0,29.8,12.399999999999999,732.8000000000002
2023-09-02,2023,4.2,24.6,9.8,742.6000000000001
2023-09-03,2023,5.8,23.4,9.6,752.2000000000002
2023-09-04,2023,4.2,21.8,8.4,760.6000000000001
2023-09-05,2023,0.6,23.0,9.0,769.6000000000001
2023-09-06,2023,0.6,25.8,10.4,780.0000000000001
2023-09-07,2023,-0.2,25.8,10.4,790.4000000000001
2023-09-08,2023,-0.2,26.2,10.6,801.0000000000001
2023-09-09,2023,-0.2,26.2,10.6,811.6000000000001
2023-09-10,2023,5.4,21.0,8.2,819.8000000000002
2023-09-11,2023,3.8,19.8,7.4,827.2000000000002
2023-09-12,2023,0.6,22.6,8.8,836.0000000000001
2023-09-13,2023,2.2,19.0,7.0,843.0000000000001
2023-09-14,2023,2.2,17.4,6.199999999999999,849.2000000000002
2023-09-15,2023,2.2,14.6,4.800000000000001,854.0000000000001
2023-09-16,2023,-1.0,20.6,7.800000000000001,861.8000000000001
2023-09-17,2023,-1.4,21.8,8.4,870.2
2023-09-18,2023,-0.6,21.0,8.0,878.2
2023-09-19,2023,1.4,19.0,7.0,885.2
2023-09-20,2023,-1.0,21.4,8.2,893.4000000000001
2023-09-21,2023,1.8,21.4,8.2,901.6000000000001
2023-09-22,2023,-2.6,20.2,7.6,909.2000000000002
2023-09-23,2023,-2.6,18.2,6.6,915.8000000000002
2023-09-24,2023,-5.0,20.6,7.800000000000001,923.6000000000001
2023-09-25,2023,-4.6,23.0,9.0,932.6000000000001
2023-09-26,2023,-2.2,23.8,9.4,942.0000000000001
2023-09-27,2023,-1.8,25.0,10.0,952.0000000000001
2023-09-28,2023,-1.8,24.6,9.8,961.8000000000001
2023-09-29,2023,-2.6,24.2,9.6,971.4000000000001
2023-09-30,2023,-1.8,25.4,10.2,981.6000000000001
2023-10-01,2023,3.4,22.6,8.8,990.4000000000001
2023-10-02,2023,-0.6,19.4,7.199999999999999,997.6000000000001
2023-10-03,2023,-1.0,10.6,2.8,1000.4000000000001
2023-10-04,2023,-1.8,14.2,4.6,1005.0000000000001
2023-10-05,2023,-2.6,16.6,5.800000000000001,1010.8000000000001
2023-10-06,2023,-3.8,19.0,7.0,1017.8000000000001
2023-10-07,2023,-3.4,20.2,7.6,1025.4
2023-10-08,2023,-3.4,20.6,7.800000000000001,1033.2
2023-10-09,2023,-3.4,19.4,7.199999999999999,1040.4
2023-10-10,2023,-4.2,17.8,6.4,1046.8000000000002
2023-10-11,2023,-1.0,14.2,4.6,1051.4
2023-10-12,2023,-0.2,1.8,0.0,1051.4
2023-10-13,2023,-3.4,7.8,1.4000000000000004,1052.8000000000002
2023-10-14,2023,-5.8,11.0,3.0,1055.8000000000002
2023-10-15,2023,-5.0,15.4,5.199999999999999,1061.0000000000002
2023-10-16,2023,-3.4,20.2,7.6,1068.6000000000001
2023-10-17,2023,-2.6,19.8,7.4,1076.0000000000002
2023-10-18,2023,-3.4,18.6,6.800000000000001,1082.8000000000002
2023-10-19,2023,-3.0,20.2,7.6,1090.4
2023-10-20,2023,-3.8,21.4,8.2,1098.6000000000001
2023-10-21,2023,-3.8,21.8,8.4,1107.0000000000002
2023-10-22,2023,-3.4,18.6,6.800000000000001,1113.8000000000002
2023-10-23,2023,-3.0,18.6,6.800000000000001,1120.6000000000001
2023-10-24,2023,-3.8,16.2,5.6,1126.2
2023-10-25,2023,-5.4,15.4,5.199999999999999,1131.4
2023-10-26,2023,-5.8,13.0,4.0,1135.4
2023-10-27,2023,-5.8,10.2,2.5999999999999996,1138.0
2023-10-28,2023,-0.6,2.2,0.0,1138.0
2023-10-29,2023,-11.8,1.0,0.0,1138.0
2023-10-30,2023,-17.4,0.2,0.0,1138.0
2023-10-31,2023,-15.0,4.2,0.0,1138.0
2023-11-01,2023,-10.6,7.8,1.4000000000000004,1139.4
2023-11-02,2023,-8.6,9.4,2.2,1141.6000000000001
2023-11-03,2023,-5.4,12.2,3.5999999999999996,1145.2
2023-11-04,2023,-5.8,12.6,3.8000000000000007,1149.0
2023-11-05,2023,-5.0,15.0,5.0,1154.0
2023-11-06,2023,-3.8,14.2,4.6,1158.6
2023-11-07,2023,-5.0,15.4,5.199999999999999,1163.8
2023-11-08,2023,-4.2,6.6,0.7999999999999998,1164.6
2023-11-09,2023,-10.2,3.8,0.0,1164.6
2023-11-10,2023,-12.6,6.6,0.7999999999999998,1165.3999999999999
2023-11-11,2023,-11.4,7.0,1.0,1166.3999999999999
2023-11-12,2023,-10.6,10.6,2.8,1169.1999999999998
2023-11-13,2023,-8.2,13.0,4.0,1173.1999999999998
2023-11-14,2023,-9.8,12.2,3.5999999999999996,1176.7999999999997
2023-11-15,2023,-8.6,11.4,3.1999999999999993,1179.9999999999998
2023-11-16,2023,-4.2,5.4,0.20000000000000018,1180.1999999999998
2023-11-17,2023,-5.4,9.8,2.4000000000000004,1182.6
2023-11-18,2023,-9.0,9.4,2.2,1184.8
2023-11-19,2023,-1.4,4.2,0.0,1184.8
2023-11-20,2023,-5.4,2.6,0.0,1184.8
2023-11-21,2023,-10.2,4.6,0.0,1184.8
2023-11-22,2023,-10.2,7.8,1.4000000000000004,1186.2
2023-11-23,2023,-8.6,5.8,0.40000000000000036,1186.6000000000001
2023-11-24,2023,-5.0,5.4,0.20000000000000018,1186.8000000000002
2023-11-25,2023,-11.0,-3.0,0.0,1186.8000000000002
2023-11-26,2023,-18.2,-2.2,0.0,1186.8000000000002
2023-11-27,2023,-18.2,-0.2,0.0,1186.8000000000002
2023-11-28,2023,-16.6,4.2,0.0,1186.8000000000002
2024-04-01,2024,-5.8,4.2,0.0,0.0
2024-04-02,2024,-5.0,7.4,1.2000000000000002,1.2000000000000002
2024-04-03,2024,-7.0,11.8,3.4000000000000004,4.6000000000000005
2024-04-04,2024,-6.2,15.0,5.0,9.600000000000001
2024-04-05,2024,-2.6,13.8,4.4,14.000000000000002
2024-04-06,2024,-7.0,2.6,0.0,14.000000000000002
2024-04-07,2024,-11.8,1.8,0.0,14.000000000000002
2024-04-08,2024,-12.2,5.4,0.20000000000000018,14.200000000000003
2024-04-09,2024,-10.6,8.6,1.7999999999999998,16.000000000000004
2024-04-10,2024,-3.8,7.8,1.4000000000000004,17.400000000000006
2024-04-11,2024,-8.2,11.8,3.4000000000000004,20.800000000000004
2024-04-12,2024,-6.6,17.4,6.199999999999999,27.000000000000004
2024-04-13,2024,-1.0,15.8,5.4,32.400000000000006
2024-04-14,2024,-4.6,18.6,6.800000000000001,39.2
2024-04-15,2024,-5.8,12.2,3.5999999999999996,42.800000000000004
2024-04-16,2024,-1.8,9.8,2.4000000000000004,45.2
2024-04-17,2024,-4.2,14.2,4.6,49.800000000000004
2024-04-18,2024,0.2,13.4,4.199999999999999,54.0
2024-04-19,2024,1.4,11.8,3.4000000000000004,57.4
2024-04-20,2024,0.2,12.6,3.8000000000000007,61.2
2024-04-21,2024,-4.2,15.4,5.199999999999999,66.4
2024-04-22,2024,-4.6,17.4,6.199999999999999,72.60000000000001
2024-04-23,2024,1.0,18.6,6.800000000000001,79.4
2024-04-24,2024,-0.2,19.8,7.4,86.80000000000001
2024-04-25,2024,-2.6,17.4,6.199999999999999,93.00000000000001
2024-04-26,2024,-0.6,11.0,3.0,96.00000000000001
2024-04-27,2024,-3.4,4.2,0.0,96.00000000000001
2024-04-28,2024,-0.2,8.6,1.7999999999999998,97.80000000000001
2024-04-29,2024,-2.2,10.6,2.8,100.60000000000001
2024-04-30,2024,-1.0,15.8,5.4,106.00000000000001
2024-05-01,2024,-2.2,15.0,5.0,111.00000000000001
2024-05-02,2024,-6.6,12.2,3.5999999999999996,114.60000000000001
2024-05-03,2024,-5.0,16.6,5.800000000000001,120.4
2024-05-04,2024,-6.2,18.6,6.800000000000001,127.2
2024-05-05,2024,-0.6,17.4,6.199999999999999,133.4
2024-05-06,2024,-3.8,9.4,2.2,135.6
2024-05-07,2024,-2.2,2.6,0.0,135.6
2024-05-08,2024,-9.8,4.2,0.0,135.6
2024-05-09,2024,-5.0,9.0,2.0,137.6
2024-05-10,2024,-1.8,13.0,4.0,141.6
2024-05-11,2024,-3.4,11.8,3.4000000000000004,145.0
