date,year,min_temp,max_temp,GDD,cumulative_GDD
2023-06-27,2023,7.0,21.0,9.0,9.0
2023-06-28,2023,3.0,23.0,9.0,18.0
2023-06-29,2023,7.0,16.0,6.5,24.5
2023-06-30,2023,3.0,17.0,6.0,30.5
2023-07-01,2023,1.0,20.0,7.5,38.0
2023-07-02,2023,4.0,21.0,8.0,46.0
2023-07-03,2023,3.0,24.0,9.5,55.5
2023-07-04,2023,6.0,23.0,9.5,65.0
2023-07-05,2023,5.0,22.0,8.5,73.5
2023-07-06,2023,4.0,25.0,10.0,83.5
2023-07-07,2023,5.0,24.0,9.5,93.0
2023-07-08,2023,4.0,24.0,9.5,102.5
2023-07-09,2023,3.0,25.0,10.0,112.5
2023-07-10,2023,6.0,22.0,9.0,121.5
2023-07-11,2023,6.0,25.0,10.5,132.0
2023-07-12,2023,7.0,25.0,11.0,143.0
2023-07-13,2023,7.0,26.0,11.5,154.5
2023-07-14,2023,6.0,25.0,10.5,165.0
2023-07-15,2023,5.0,24.0,9.5,174.5
2023-07-16,2023,4.0,26.0,10.5,185.0
2023-07-17,2023,7.0,29.0,13.0,198.0
2023-07-18,2023,9.0,27.0,13.0,211.0
2023-07-19,2023,8.0,26.0,12.0,223.0
2023-07-20,2023,6.0,23.0,9.5,232.5
2023-07-21,2023,5.0,24.0,9.5,242.0
2023-07-22,2023,5.0,26.0,10.5,252.5
2023-07-23,2023,6.0,28.0,12.0,264.5
2023-07-24,2023,8.0,30.0,14.0,278.5
2023-07-25,2023,9.0,26.0,12.5,291.0
2023-07-26,2023,7.0,25.0,11.0,302.0
2023-07-27,2023,7.0,25.0,11.0,313.0
2023-07-28,2023,8.0,28.0,13.0,326.0
2023-07-29,2023,8.0,27.0,12.5,338.5
2023-07-30,2023,8.0,27.0,12.5,351.0
2023-07-31,2023,8.0,26.0,12.0,363.0
2023-08-01,2023,7.0,20.0,8.5,371.5
2023-08-02,2023,7.0,23.0,10.0,381.5
