date,year,min_temp,max_temp,GDD,cumulative_GDD
2023-06-27,2023,0.0,21.0,8.0,8.0
2023-06-28,2023,4.0,18.0,6.5,14.5
2023-06-29,2023,5.0,18.0,6.5,21.0
2023-06-30,2023,2.0,14.0,4.5,25.5
2023-07-01,2023,1.0,18.0,6.5,32.0
2023-07-02,2023,4.0,19.0,7.0,39.0
2023-07-03,2023,4.0,20.0,7.5,46.5
2023-07-04,2023,5.0,19.0,7.0,53.5
2023-07-05,2023,4.0,19.0,7.0,60.5
2023-07-06,2023,3.0,20.0,7.5,68.0
2023-07-07,2023,4.0,20.0,7.5,75.5
2023-07-08,2023,4.0,20.0,7.5,83.0
2023-07-09,2023,4.0,22.0,8.5,91.5
2023-07-10,2023,7.0,21.0,9.0,100.5
2023-07-11,2023,7.0,22.0,9.5,110.0
2023-07-12,2023,7.0,22.0,9.5,119.5
2023-07-13,2023,7.0,22.0,9.5,129.0
2023-07-14,2023,5.0,21.0,8.0,137.0
2023-07-15,2023,4.0,21.0,8.0,145.0
2023-07-16,2023,5.0,22.0,8.5,153.5
2023-07-17,2023,8.0,25.0,11.5,165.0
2023-07-18,2023,8.0,23.0,10.5,175.5
2023-07-19,2023,8.0,22.0,10.0,185.5
2023-07-20,2023,6.0,19.0,7.5,193.0
2023-07-21,2023,5.0,21.0,8.0,201.0
2023-07-22,2023,5.0,23.0,9.0,210.0
2023-07-23,2023,8.0,24.0,11.0,221.0
2023-07-24,2023,8.0,25.0,11.5,232.5
2023-07-25,2023,9.0,22.0,10.5,243.0
2023-07-26,2023,8.0,23.0,10.5,253.5
2023-07-27,2023,8.0,21.0,9.5,263.0
2023-07-28,2023,8.0,23.0,10.5,273.5
2023-07-29,2023,8.0,24.0,11.0,284.5
2023-07-30,2023,8.0,23.0,10.5,295.0
2023-07-31,2023,7.0,22.0,9.5,304.5
2023-08-01,2023,7.0,19.0,8.0,312.5
2023-08-02,2023,7.0,21.0,9.0,321.5
2023-08-03,2023,6.0,17.0,6.5,328.0
2023-08-04,2023,4.0,19.0,7.0,335.0
2023-08-05,2023,5.0,20.0,7.5,342.5
2023-08-06,2023,4.0,21.0,8.0,350.5
2023-08-07,2023,5.0,20.0,7.5,358.0
2023-08-08,2023,5.0,18.0,6.5,364.5
2023-08-09,2023,2.0,19.0,7.0,371.5
2023-08-10,2023,5.0,20.0,7.5,379.0
2023-08-11,2023,5.0,19.0,7.0,386.0
