date,year,min_temp,max_temp,GDD,cumulative_GDD
2023-06-22,2023,0.0,0.0,0.0,0.0
2023-06-23,2023,0.0,20.0,7.5,7.5
2023-06-24,2023,0.0,0.0,0.0,7.5
2023-06-25,2023,0.0,0.0,0.0,7.5
2023-06-26,2023,0.0,0.0,0.0,7.5
2023-06-27,2023,0.0,0.0,0.0,7.5
2023-06-28,2023,0.0,0.0,0.0,7.5
2023-06-29,2023,0.0,0.0,0.0,7.5
2023-06-30,2023,0.0,0.0,0.0,7.5
2023-07-01,2023,0.0,0.0,0.0,7.5
2023-07-02,2023,0.0,27.0,11.0,18.5
2023-07-03,2023,8.0,29.0,13.5,32.0
2023-07-04,2023,13.0,28.0,15.5,47.5
2023-07-05,2023,8.0,27.0,12.5,60.0
2023-07-06,2023,7.0,30.0,13.5,73.5
2023-07-07,2023,7.0,29.0,13.0,86.5
2023-07-08,2023,6.0,29.0,12.5,99.0
2023-07-09,2023,6.0,30.0,13.0,112.0
2023-07-10,2023,9.0,29.0,14.0,126.0
2023-07-11,2023,9.0,30.0,14.5,140.5
2023-07-12,2023,12.0,31.0,16.5,157.0
2023-07-13,2023,9.0,31.0,15.0,172.0
2023-07-14,2023,10.0,30.0,15.0,187.0
2023-07-15,2023,8.0,29.0,13.5,200.5
2023-07-16,2023,9.0,31.0,15.0,215.5
2023-07-17,2023,8.0,34.0,16.0,231.5
2023-07-18,2023,11.0,32.0,16.5,248.0
2023-07-19,2023,14.0,29.0,16.5,264.5
2023-07-20,2023,12.0,29.0,15.5,280.0
2023-07-21,2023,9.0,30.0,14.5,294.5
2023-07-22,2023,8.0,31.0,14.5,309.0
2023-07-23,2023,9.0,34.0,16.5,325.5
2023-07-24,2023,10.0,33.0,16.5,342.0
2023-07-25,2023,13.0,31.0,17.0,359.0
2023-07-26,2023,11.0,30.0,15.5,374.5
2023-07-27,2023,10.0,29.0,14.5,389.0
2023-07-28,2023,15.0,31.0,18.0,407.0
2023-07-29,2023,9.0,32.0,15.5,422.5
2023-07-30,2023,13.0,31.0,17.0,439.5
2023-07-31,2023,13.0,29.0,16.0,455.5
2023-08-01,2023,13.0,27.0,15.0,470.5
2023-08-02,2023,12.0,28.0,15.0,485.5
2023-08-03,2023,-25.8,24.2,9.6,495.1
2023-08-04,2023,9.0,27.4,13.2,508.3
2023-08-05,2023,9.4,27.0,13.2,521.5
2023-08-06,2023,7.8,29.0,13.399999999999999,534.9
2023-08-07,2023,8.6,28.6,13.600000000000001,548.5
2023-08-08,2023,7.4,27.0,12.2,560.7
2023-08-09,2023,5.8,26.6,11.2,571.9000000000001
2023-08-10,2023,8.6,28.6,13.600000000000001,585.5000000000001
2023-08-11,2023,8.2,27.0,12.600000000000001,598.1000000000001
2023-08-12,2023,11.0,26.6,13.8,611.9000000000001
2023-08-13,2023,7.8,28.6,13.2,625.1000000000001
2023-08-14,2023,7.4,29.4,13.399999999999999,638.5000000000001
2023-08-15,2023,9.4,30.2,14.8,653.3000000000001
2023-08-16,2023,11.8,31.0,16.4,669.7
2023-08-17,2023,9.8,31.4,15.600000000000001,685.3000000000001
2023-08-18,2023,13.8,25.8,14.8,700.1
2023-08-19,2023,9.8,29.8,14.8,714.9
2023-08-20,2023,10.6,32.2,16.400000000000002,731.3
2023-08-21,2023,13.0,31.4,17.2,748.5
2023-08-22,2023,11.4,27.0,14.2,762.7
2023-08-23,2023,11.0,28.6,14.8,777.5
2023-08-24,2023,12.6,28.2,15.399999999999999,792.9
2023-08-25,2023,13.4,20.6,12.0,804.9
2023-08-26,2023,11.0,27.4,14.2,819.1
2023-08-27,2023,10.2,27.4,13.799999999999997,832.9
2023-08-28,2023,12.6,27.4,15.0,847.9
2023-08-29,2023,7.8,27.8,12.8,860.6999999999999
2023-08-30,2023,7.4,30.2,13.8,874.4999999999999
2023-08-31,2023,9.0,29.8,14.399999999999999,888.8999999999999
2023-09-01,2023,9.4,29.8,14.600000000000001,903.4999999999999
2023-09-02,2023,8.6,27.8,13.2,916.6999999999999
2023-09-03,2023,9.8,26.2,13.0,929.6999999999999
2023-09-04,2023,9.4,22.6,11.0,940.6999999999999
2023-09-05,2023,4.6,24.2,9.6,950.3
2023-09-06,2023,5.0,27.8,11.399999999999999,961.6999999999999
2023-09-07,2023,5.8,27.4,11.599999999999998,973.3
2023-09-08,2023,4.2,27.8,11.399999999999999,984.6999999999999
2023-09-09,2023,3.4,27.8,11.399999999999999,996.0999999999999
2023-09-10,2023,11.4,24.2,12.8,1008.8999999999999
2023-09-11,2023,7.8,23.0,10.4,1019.2999999999998
2023-09-12,2023,3.0,24.6,9.8,1029.1
2023-09-13,2023,7.4,23.0,10.2,1039.3
2023-09-14,2023,5.0,19.0,7.0,1046.3
2023-09-15,2023,6.2,19.4,7.799999999999999,1054.1
2023-09-16,2023,2.2,23.0,9.0,1063.1
2023-09-17,2023,2.2,23.8,9.4,1072.5
2023-09-18,2023,4.6,22.2,8.6,1081.1
2023-09-19,2023,3.8,19.4,7.199999999999999,1088.3
2023-09-20,2023,3.0,23.8,9.4,1097.7
2023-09-21,2023,8.2,22.6,10.4,1108.1000000000001
2023-09-22,2023,3.4,21.8,8.4,1116.5000000000002
2023-09-23,2023,2.6,20.2,7.6,1124.1000000000001
2023-09-24,2023,-1.0,21.8,8.4,1132.5000000000002
2023-09-25,2023,0.6,23.8,9.4,1141.9000000000003
2023-09-26,2023,0.6,25.8,10.4,1152.3000000000004
2023-09-27,2023,2.2,26.6,10.8,1163.1000000000004
2023-09-28,2023,3.8,25.8,10.4,1173.5000000000005
2023-09-29,2023,5.0,25.4,10.2,1183.7000000000005
2023-09-30,2023,3.4,25.0,10.0,1193.7000000000005
2023-10-01,2023,8.2,24.6,11.399999999999999,1205.1000000000006
2023-10-02,2023,2.6,21.0,8.0,1213.1000000000006
2023-10-03,2023,2.6,11.8,3.4000000000000004,1216.5000000000007
2023-10-04,2023,1.8,16.6,5.800000000000001,1222.3000000000006
2023-10-05,2023,0.6,18.6,6.800000000000001,1229.1000000000006
2023-10-06,2023,-0.2,20.2,7.6,1236.7000000000005
2023-10-07,2023,0.2,22.2,8.6,1245.3000000000004
2023-10-08,2023,-0.2,22.6,8.8,1254.1000000000004
2023-10-09,2023,0.2,22.2,8.6,1262.7000000000003
2023-10-10,2023,-0.2,18.6,6.800000000000001,1269.5000000000002
2023-10-11,2023,4.2,15.8,5.4,1274.9000000000003
2023-10-12,2023,0.6,5.0,0.0,1274.9000000000003
2023-10-13,2023,-0.2,10.6,2.8,1277.7000000000003
2023-10-14,2023,-3.0,13.8,4.4,1282.1000000000004
2023-10-15,2023,-2.2,17.8,6.4,1288.5000000000005
2023-10-16,2023,-1.4,21.0,8.0,1296.5000000000005
2023-10-17,2023,-0.2,21.8,8.4,1304.9000000000005
2023-10-18,2023,1.0,20.6,7.800000000000001,1312.7000000000005
2023-10-19,2023,1.0,21.8,8.4,1321.1000000000006
2023-10-20,2023,-1.0,23.0,9.0,1330.1000000000006
2023-10-21,2023,-1.4,23.0,9.0,1339.1000000000006
2023-10-22,2023,1.4,21.4,8.2,1347.3000000000006
2023-10-23,2023,1.8,21.0,8.0,1355.3000000000006
2023-10-24,2023,0.2,18.6,6.800000000000001,1362.1000000000006
2023-10-25,2023,-1.0,17.8,6.4,1368.5000000000007
2023-10-26,2023,-0.2,15.8,5.4,1373.9000000000008
2023-10-27,2023,-1.4,10.6,2.8,1376.7000000000007
2023-10-28,2023,-0.2,5.8,0.40000000000000036,1377.1000000000008
2023-10-29,2023,-7.0,1.8,0.0,1377.1000000000008
2023-10-30,2023,-11.8,2.2,0.0,1377.1000000000008
2023-10-31,2023,-11.0,6.6,0.7999999999999998,1377.9000000000008
2023-11-01,2023,-7.0,10.2,2.5999999999999996,1380.5000000000007
2023-11-02,2023,-4.2,13.4,4.199999999999999,1384.7000000000007
2023-11-03,2023,-0.2,14.6,4.800000000000001,1389.5000000000007
2023-11-04,2023,-1.8,15.4,5.199999999999999,1394.7000000000007
2023-11-05,2023,-1.0,19.0,7.0,1401.7000000000007
2023-11-06,2023,2.6,18.6,6.800000000000001,1408.5000000000007
2023-11-07,2023,1.8,18.2,6.6,1415.1000000000006
2023-11-08,2023,-3.0,7.8,1.4000000000000004,1416.5000000000007
2023-11-09,2023,-5.8,5.8,0.40000000000000036,1416.9000000000008
2023-11-10,2023,-9.8,7.8,1.4000000000000004,1418.3000000000009
2023-11-11,2023,-7.8,9.8,2.4000000000000004,1420.700000000001
2023-11-12,2023,-6.6,11.8,3.4000000000000004,1424.100000000001
2023-11-13,2023,-6.6,14.2,4.6,1428.700000000001
2023-11-14,2023,-4.6,15.0,5.0,1433.700000000001
2023-11-15,2023,-5.4,13.4,4.199999999999999,1437.900000000001
2023-11-16,2023,1.0,8.2,1.5999999999999996,1439.500000000001
2023-11-17,2023,-1.4,12.2,3.5999999999999996,1443.1000000000008
2023-11-18,2023,-5.4,8.2,1.5999999999999996,1444.7000000000007
2023-11-19,2023,-0.2,6.2,0.5999999999999996,1445.3000000000006
2023-11-20,2023,-1.4,5.0,0.0,1445.3000000000006
2023-11-21,2023,-5.4,6.6,0.7999999999999998,1446.1000000000006
2023-11-22,2023,-7.4,8.6,1.7999999999999998,1447.9000000000005
2023-11-23,2023,-5.0,5.8,0.40000000000000036,1448.3000000000006
2023-11-24,2023,-1.4,5.4,0.20000000000000018,1448.5000000000007
2023-11-25,2023,-11.4,-1.0,0.0,1448.5000000000007
