date,year,min_temp,max_temp,GDD,cumulative_GDD
2023-06-29,2023,8.0,20.0,9.0,9.0
2023-06-30,2023,2.0,21.0,8.0,17.0
2023-07-01,2023,2.0,25.0,10.0,27.0
2023-07-02,2023,4.0,26.0,10.5,37.5
2023-07-03,2023,0.0,28.0,11.5,49.0
2023-07-04,2023,8.0,25.0,11.5,60.5
2023-07-05,2023,5.0,27.0,11.0,71.5
2023-07-06,2023,4.0,28.0,11.5,83.0
2023-07-07,2023,3.0,28.0,11.5,94.5
2023-07-08,2023,4.0,28.0,11.5,106.0
2023-07-09,2023,2.0,29.0,12.0,118.0
2023-07-10,2023,7.0,28.0,12.5,130.5
2023-07-11,2023,6.0,29.0,12.5,143.0
2023-07-12,2023,9.0,28.0,13.5,156.5
2023-07-13,2023,6.0,29.0,12.5,169.0
2023-07-14,2023,5.0,29.0,12.0,181.0
2023-07-15,2023,3.0,28.0,11.5,192.5
2023-07-16,2023,3.0,30.0,12.5,205.0
2023-07-17,2023,5.0,32.0,13.5,218.5
2023-07-18,2023,7.0,30.0,13.5,232.0
2023-07-19,2023,10.0,29.0,14.5,246.5
2023-07-20,2023,9.0,27.0,13.0,259.5
2023-07-21,2023,7.0,29.0,13.0,272.5
2023-07-22,2023,5.0,30.0,12.5,285.0
2023-07-23,2023,5.0,32.0,13.5,298.5
2023-07-24,2023,7.0,33.0,15.0,313.5
2023-07-25,2023,10.0,29.0,14.5,328.0
2023-07-26,2023,8.0,27.0,12.5,340.5
2023-07-27,2023,7.0,29.0,13.0,353.5
2023-07-28,2023,9.0,29.0,14.0,367.5
2023-07-29,2023,6.0,30.0,13.0,380.5
2023-07-30,2023,10.0,30.0,15.0,395.5
2023-07-31,2023,10.0,28.0,14.0,409.5
2023-08-01,2023,11.0,27.0,14.0,423.5
2023-08-02,2023,10.0,28.0,14.0,437.5
2023-08-03,2023,9.0,23.0,11.0,448.5
2023-08-04,2023,7.0,25.0,11.0,459.5
2023-08-05,2023,6.0,27.0,11.5,471.0
2023-08-06,2023,5.0,27.0,11.0,482.0
2023-08-07,2023,5.8,27.8,11.8,493.8
2023-08-08,2023,4.2,25.4,10.2,504.0
2023-08-09,2023,3.4,26.6,10.8,514.8
2023-08-10,2023,5.8,26.6,11.2,526.0
2023-08-11,2023,8.2,25.4,11.799999999999997,537.8
2023-08-12,2023,9.4,24.6,12.0,549.8
2023-08-13,2023,5.8,25.8,10.8,560.5999999999999
2023-08-14,2023,3.8,28.2,11.600000000000001,572.1999999999999
2023-08-15,2023,6.6,29.8,13.2,585.4
2023-08-16,2023,9.4,27.8,13.600000000000001,599.0
2023-08-17,2023,8.2,29.8,14.0,613.0
2023-08-18,2023,11.4,23.4,12.399999999999999,625.4
2023-08-19,2023,7.8,29.0,13.399999999999999,638.8
2023-08-20,2023,7.4,30.6,14.0,652.8
2023-08-21,2023,7.0,29.4,13.2,666.0
2023-08-22,2023,7.8,25.8,11.8,677.8
2023-08-23,2023,8.2,27.8,13.0,690.8
2023-08-24,2023,10.2,26.2,13.2,704.0
2023-08-25,2023,13.4,19.8,11.600000000000001,715.6
2023-08-26,2023,9.8,25.4,12.600000000000001,728.2
2023-08-27,2023,8.2,25.8,12.0,740.2
2023-08-28,2023,9.4,25.4,12.399999999999999,752.6
2023-08-29,2023,5.0,26.2,10.6,763.2
2023-08-30,2023,5.4,28.2,11.8,775.0
2023-08-31,2023,6.2,28.6,12.400000000000002,787.4
2023-09-01,2023,6.2,29.0,12.600000000000001,800.0
2023-09-02,2023,7.4,25.4,11.399999999999999,811.4
2023-09-03,2023,7.8,25.8,11.8,823.1999999999999
2023-09-04,2023,8.2,22.2,10.2,833.4
2023-09-05,2023,3.4,23.8,9.4,842.8
2023-09-06,2023,3.0,26.6,10.8,853.5999999999999
2023-09-07,2023,3.0,27.0,11.0,864.5999999999999
2023-09-08,2023,2.6,27.0,11.0,875.5999999999999
2023-09-09,2023,1.4,25.0,10.0,885.5999999999999
2023-09-10,2023,7.4,22.2,9.8,895.3999999999999
2023-09-11,2023,5.4,20.6,8.0,903.3999999999999
2023-09-12,2023,1.4,23.8,9.4,912.7999999999998
2023-09-13,2023,5.8,20.6,8.200000000000001,920.9999999999999
2023-09-14,2023,4.2,18.2,6.6,927.5999999999999
2023-09-15,2023,5.8,17.4,6.6,934.1999999999999
2023-09-16,2023,0.6,22.2,8.6,942.8
2023-09-17,2023,1.0,23.4,9.2,952.0
2023-09-18,2023,3.4,21.8,8.4,960.4
2023-09-19,2023,2.6,19.8,7.4,967.8
2023-09-20,2023,1.4,23.0,9.0,976.8
2023-09-21,2023,4.2,21.8,8.4,985.1999999999999
2023-09-22,2023,4.2,21.0,8.0,993.1999999999999
2023-09-23,2023,0.6,19.8,7.4,1000.5999999999999
2023-09-24,2023,-2.2,21.0,8.0,1008.5999999999999
2023-09-25,2023,-2.2,23.8,9.4,1017.9999999999999
2023-09-26,2023,-1.4,25.4,10.2,1028.1999999999998
2023-09-27,2023,-0.6,27.0,11.0,1039.1999999999998
2023-09-28,2023,0.2,26.2,10.6,1049.7999999999997
2023-09-29,2023,0.6,25.4,10.2,1059.9999999999998
2023-09-30,2023,-0.2,25.0,10.0,1069.9999999999998
2023-10-01,2023,3.4,23.0,9.0,1078.9999999999998
2023-10-02,2023,1.8,19.0,7.0,1085.9999999999998
2023-10-03,2023,1.4,10.2,2.5999999999999996,1088.5999999999997
2023-10-04,2023,-0.6,14.6,4.800000000000001,1093.3999999999996
2023-10-05,2023,-2.6,18.2,6.6,1099.9999999999995
2023-10-06,2023,-2.2,19.8,7.4,1107.3999999999996
2023-10-07,2023,-2.2,21.0,8.0,1115.3999999999996
2023-10-08,2023,-2.6,22.2,8.6,1123.9999999999995
2023-10-09,2023,-2.2,21.8,8.4,1132.3999999999996
2023-10-10,2023,-2.6,18.2,6.6,1138.9999999999995
2023-10-11,2023,1.4,14.2,4.6,1143.5999999999995
2023-10-12,2023,0.2,5.0,0.0,1143.5999999999995
2023-10-13,2023,-1.8,10.2,2.5999999999999996,1146.1999999999994
2023-10-14,2023,-3.8,13.4,4.199999999999999,1150.3999999999994
2023-10-15,2023,-4.6,17.4,6.199999999999999,1156.5999999999995
2023-10-16,2023,-3.4,21.8,8.4,1164.9999999999995
2023-10-17,2023,-1.8,23.0,9.0,1173.9999999999995
2023-10-18,2023,-2.2,21.0,8.0,1181.9999999999995
2023-10-19,2023,-2.2,22.2,8.6,1190.5999999999995
2023-10-20,2023,-3.4,23.0,9.0,1199.5999999999995
2023-10-21,2023,-3.0,24.2,9.6,1209.1999999999994
2023-10-22,2023,-1.4,23.0,9.0,1218.1999999999994
2023-10-23,2023,-1.8,20.6,7.800000000000001,1225.9999999999993
2023-10-24,2023,-2.2,17.4,6.199999999999999,1232.1999999999994
2023-10-25,2023,-2.6,17.8,6.4,1238.5999999999995
2023-10-26,2023,-0.2,14.2,4.6,1243.1999999999994
2023-10-27,2023,-0.2,12.2,3.5999999999999996,1246.7999999999993
2023-10-28,2023,-0.2,5.8,0.40000000000000036,1247.1999999999994
2023-10-29,2023,-4.6,0.6,0.0,1247.1999999999994
2023-10-30,2023,-11.0,3.4,0.0,1247.1999999999994
2023-10-31,2023,-11.4,7.0,1.0,1248.1999999999994
2023-11-01,2023,-8.2,13.0,4.0,1252.1999999999994
2023-11-02,2023,-5.0,15.0,5.0,1257.1999999999994
2023-11-03,2023,-1.8,16.2,5.6,1262.7999999999993
2023-11-04,2023,-4.6,17.0,6.0,1268.7999999999993
2023-11-05,2023,-2.6,17.8,6.4,1275.1999999999994
2023-11-06,2023,-0.6,17.0,6.0,1281.1999999999994
2023-11-07,2023,9.0,15.0,7.0,1288.1999999999994
2023-11-08,2023,-3.4,7.8,1.4000000000000004,1289.5999999999995
2023-11-09,2023,-8.2,5.4,0.20000000000000018,1289.7999999999995
2023-11-10,2023,-11.4,8.6,1.7999999999999998,1291.5999999999995
2023-11-11,2023,-9.4,11.0,3.0,1294.5999999999995
2023-11-12,2023,-9.4,12.2,3.5999999999999996,1298.1999999999994
2023-11-13,2023,-8.2,17.0,6.0,1304.1999999999994
2023-11-14,2023,-6.2,15.0,5.0,1309.1999999999994
2023-11-15,2023,-7.0,12.6,3.8000000000000007,1312.9999999999993
2023-11-16,2023,-1.0,9.4,2.2,1315.1999999999994
2023-11-17,2023,-3.8,13.8,4.4,1319.5999999999995
2023-11-18,2023,-6.2,10.2,2.5999999999999996,1322.1999999999994
2023-11-19,2023,-0.6,6.2,0.5999999999999996,1322.7999999999993
2023-11-20,2023,-2.2,5.4,0.20000000000000018,1322.9999999999993
