date,year,min_temp,max_temp,GDD,cumulative_GDD
2023-06-27,2023,7.0,26.0,11.5,11.5
2023-06-28,2023,2.0,26.0,10.5,22.0
2023-06-29,2023,5.0,24.0,9.5,31.5
2023-06-30,2023,2.0,19.0,7.0,38.5
2023-07-01,2023,1.0,23.0,9.0,47.5
2023-07-02,2023,5.0,24.0,9.5,57.0
2023-07-03,2023,6.0,27.0,11.5,68.5
2023-07-04,2023,9.0,26.0,12.5,81.0
2023-07-05,2023,4.0,26.0,10.5,91.5
2023-07-06,2023,2.0,27.0,11.0,102.5
2023-07-07,2023,2.0,26.0,10.5,113.0
2023-07-08,2023,2.0,27.0,11.0,124.0
2023-07-09,2023,2.0,28.0,11.5,135.5
2023-07-10,2023,7.0,26.0,11.5,147.0
2023-07-11,2023,6.0,27.0,11.5,158.5
2023-07-12,2023,8.0,27.0,12.5,171.0
2023-07-13,2023,7.0,27.0,12.0,183.0
2023-07-14,2023,7.0,27.0,12.0,195.0
2023-07-15,2023,5.0,26.0,10.5,205.5
2023-07-16,2023,5.0,28.0,11.5,217.0
2023-07-17,2023,8.0,31.0,14.5,231.5
2023-07-18,2023,7.0,28.0,12.5,244.0
2023-07-19,2023,8.0,26.0,12.0,256.0
2023-07-20,2023,6.0,24.0,10.0,266.0
2023-07-21,2023,5.0,27.0,11.0,277.0
2023-07-22,2023,4.0,28.0,11.5,288.5
2023-07-23,2023,8.0,31.0,14.5,303.0
2023-07-24,2023,9.0,31.0,15.0,318.0
2023-07-25,2023,9.0,28.0,13.5,331.5
2023-07-26,2023,7.0,28.0,12.5,344.0
2023-07-27,2023,7.0,29.0,13.0,357.0
2023-07-28,2023,12.0,29.0,15.5,372.5
2023-07-29,2023,11.0,29.0,15.0,387.5
2023-07-30,2023,11.0,29.0,15.0,402.5
2023-07-31,2023,8.0,28.0,13.0,415.5
2023-08-01,2023,8.0,24.0,11.0,426.5
2023-08-02,2023,8.0,26.0,12.0,438.5
2023-08-03,2023,7.0,24.0,10.5,449.0
2023-08-04,2023,5.0,23.0,9.0,458.0
2023-08-05,2023,7.0,24.2,10.6,468.6
2023-08-06,2023,2.6,28.2,11.600000000000001,480.20000000000005
2023-08-07,2023,4.2,25.8,10.4,490.6
2023-08-08,2023,3.4,25.4,10.2,500.8
2023-08-09,2023,0.6,23.8,9.4,510.2
2023-08-10,2023,5.4,24.6,10.0,520.2
2023-08-11,2023,5.4,24.2,9.8,530.0
2023-08-12,2023,7.4,24.2,10.8,540.8
