date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date,CRNS,Bare
2024-05-13,2024-05-13,4853.104166666667,0.0101246333372252,98.77646153653212,2070.309786112979,0.3070117451064046,2015.8268066110527,0.296117255028258,5.007695858190744e-06,0.272625,0.2909375,0.2720833333333333,0.3438333333333332,0.2814819855510487,0.2164631540205142,0.1112566530887379,10.997916666666669,10.329166666666667,9.072916666666666,7.729166666666667,0.57129997,786.88125,61.11041666666667,10.008333333333333,2024-05-13,0.296117255028258,820.4506348019503
2024-05-14,2024-05-14,4987.4375,0.0099870558444736,100.14219998039016,2092.554598825666,0.2917837181936775,2034.127003568668,0.284423828125,5.321924011284161e-06,0.2677083333333334,0.2893125,0.2710208333333333,0.3446249999999999,0.2786450002273162,0.2131558932638018,0.1095568036878155,12.114893617021275,11.877083333333331,10.472916666666666,8.358333333333333,0.0,785.9604166666667,48.54166666666666,12.854166666666666,2024-05-14,0.284423828125,821.1078747915863
2024-05-15,2024-05-15,5073.1875,0.0099125121411829,100.90084886692615,2113.988983893136,0.2777255648947469,2059.487176558599,0.2690916670129654,4.909197724212947e-06,0.2618541666666666,0.2854791666666667,0.2680416666666667,0.345,0.2742779007336958,0.2080648775806797,0.1069401488197414,12.452083333333334,11.725,10.433333333333334,8.85,0.5252,785.7729166666667,57.92291666666667,10.575,2024-05-15,0.2690916670129654,824.5663848682175
2024-05-16,2024-05-16,5233.0,0.0097541635905849,102.534545887793,2154.406970409216,0.2541627355398289,2106.5220815792613,0.2438456217447916,4.2151579439884895e-06,0.2564166666666667,0.2825,0.2651041666666667,0.3453541666666666,0.2703813204821519,0.2035223771865089,0.1046054171061777,13.4375,12.775,11.320833333333333,9.3375,0.0,785.4,48.00416666666666,11.554166666666667,2024-05-16,0.2438456217447916,820.703656625576
2024-05-17,2024-05-17,5303.291666666667,0.0096840482737057,103.27825923607791,2165.3956027851805,0.2467456258373474,2117.674977460965,0.2369664510091146,4.175369651449634e-06,0.2485416666666666,0.2784583333333333,0.26175,0.3453958333333333,0.264986046367777,0.197232750588546,0.1013727061737622,13.9375,13.2875,11.8875,9.845833333333331,0.0,784.3708333333334,38.75,13.377083333333331,2024-05-17,0.2369664510091146,808.8277453267364
2024-05-18,2024-05-18,5304.770833333333,0.0097652838196366,102.41310992784128,2191.5176747391333,0.2326769508305317,2132.5254072559496,0.2296421781499335,5.12212536268402e-06,0.23875,0.2736041666666667,0.2579583333333333,0.345,0.2583906047714298,0.1895440096626361,0.0974208854320111,13.88125,13.3625,12.258333333333333,10.266666666666667,0.0,786.15,42.1375,13.7625,2024-05-18,0.2296421781499335,813.7651870957567
2024-05-19,2024-05-19,5250.25,0.0097140464932724,102.95946147451822,2189.411210482262,0.2337404093378623,2127.492985117761,0.2323430379231771,5.39987091534943e-06,0.2299583333333333,0.2680625,0.2536666666666666,0.3447499999999999,0.2519063767544964,0.1819849177355179,0.0935357010365109,13.372916666666669,12.775,11.858333333333334,10.3875,0.41169998,785.6291666666666,55.47708333333333,12.772916666666667,2024-05-19,0.2323430379231771,812.8726476727052
2024-05-20,2024-05-20,5526.479166666667,0.0094521908089277,105.81986976738852,2234.909500877103,0.2106840986993532,2190.711616508004,0.2034217347490026,3.750364647647739e-06,0.2206666666666666,0.2629583333333333,0.2488541666666666,0.3437083333333333,0.245217286464225,0.174187004355404,0.0895277683808445,14.8,13.45625,11.975,10.433333333333334,0.0,782.59375,38.83125,14.114583333333334,2024-05-20,0.2034217347490026,820.1711767612609
2024-05-21,2024-05-21,5384.375,0.0098223451108068,101.85917319702304,2158.881679739599,0.2516313707618796,2099.803701579396,0.2471097310384114,5.206766101515628e-06,0.2124374999999999,0.2575624999999999,0.2453541666666666,0.343,0.2391608766324693,0.1671266482810977,0.0858989217533597,11.764583333333334,12.691666666666668,12.5625,10.810416666666669,3.9355998,783.30625,70.18333333333334,7.079166666666667,2024-05-21,0.2471097310384114,876.9185331402132
2024-05-22,2024-05-22,4956.979166666667,0.0099655336075391,100.37848881866078,2082.625192537016,0.2983124604828531,2038.4558746828063,0.2814674377441406,4.017017409536184e-06,0.2563333333333333,0.2548958333333333,0.2410416666666666,0.3412916666666667,0.2563014969148464,0.1871085989564828,0.096169145174926,9.091489361702129,9.572916666666666,9.864583333333334,10.339583333333334,8.2764,787.8333333333334,79.43541666666667,2.46875,2024-05-22,0.2814674377441406,855.5169687933353
