date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,SWC_5,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,PRISM_ppt_mm,BaroPress,airRH,airT,date,CRNS,Bare
2023-07-23,2023-07-23,6254.229166666667,0.0089501408366259,111.7367305719776,2704.035046357372,0.0568270888998442,2620.8521973381366,0.0632489522298177,5.877147768127232e-06,0.0990416666666666,0.0990416666666666,0.0843701256027459,0.0596586879432624,22.98333333333333,0.0,797.1104166666668,40.95625,19.26458333333333,2023-07-23,0.0632489522298177,965.3626555155861
2023-07-24,2023-07-24,6207.145833333333,0.008977403728495,111.39647704651924,2720.844223577955,0.0539928092986397,2622.8193985758467,0.0629501342773437,6.920171760104121e-06,0.0919375,0.0919375,0.0743233167533871,0.0525545212765957,22.82708333333333,0.0,798.1854166666667,47.239583333333336,19.822916666666668,2023-07-24,0.0629501342773437,970.0696030341218
2023-07-25,2023-07-25,6210.541666666667,0.008983879741152,111.31765466278624,2724.0833150166104,0.0534302307373819,2624.2679228232337,0.0627314249674479,7.043684429665818e-06,0.0867916666666666,0.0867916666666666,0.0670460094636755,0.0474086879432624,22.95,0.0,797.90625,44.09791666666666,20.76458333333333,2023-07-25,0.0627314249674479,954.1636607901536
2023-07-26,2023-07-26,6146.083333333333,0.00902618488062,110.79795668887976,2714.163756687557,0.0550544965150293,2608.9264522697827,0.0649363199869791,7.472742333564135e-06,0.0818125,0.0818125,0.0600044044343595,0.0424295212765957,22.102083333333336,0.4466,797.9625,47.26458333333333,20.097916666666663,2023-07-26,0.0649363199869791,952.3332356992206
2023-07-27,2023-07-27,6133.166666666667,0.0090189531075829,110.88458296864938,2711.97889226102,0.0553838950444134,2601.0340337817693,0.0660476684570312,7.899991779102578e-06,0.0778124999999999,0.0778124999999999,0.0543475501848671,0.0384295212765957,21.4625,0.5096,797.0583333333334,60.20625,18.258333333333333,2023-07-27,0.0660476684570312,951.750469862306
2023-07-28,2023-07-28,6175.9375,0.0089825767382664,111.33959423439649,2712.793193209305,0.055502364180605,2612.479976102417,0.0646680196126302,7.119285595258147e-06,0.0749583333333333,0.0749583333333333,0.0503111489755939,0.035575354609929,21.960416666666664,0.0,796.6374999999999,44.14166666666667,21.079166666666666,2023-07-28,0.0646680196126302,947.1173306364855
2023-07-29,2023-07-29,6200.625,0.0090142100077238,110.93982046959871,2722.3404516576425,0.053707458262663,2621.3874084057966,0.0631205240885416,7.131193307505711e-06,0.07225,0.07225,0.0464809872441667,0.0328670212765957,22.214583333333334,0.0321,797.85,49.22916666666666,19.416666666666668,2023-07-29,0.0631205240885416,953.4216915642
2023-07-30,2023-07-30,6136.291666666667,0.0090258762503587,110.7985910901515,2723.704726637808,0.0534855848903416,2611.12341197798,0.064605712890625,7.98348310322444e-06,0.0695208333333333,0.0695208333333333,0.0426213627301902,0.030137854609929,22.9125,0.0,798.1583333333333,44.62708333333333,21.62291666666667,2023-07-30,0.064605712890625,948.8171409485816
2023-07-31,2023-07-31,6105.104166666667,0.0091283210200574,109.58929905885437,2648.561046211244,0.0677033637430861,2509.174447537007,0.0826873779296875,1.0372362758816695e-05,0.0656875,0.0656875,0.0372002107410933,0.0263045212765957,21.860416666666666,0.96519995,797.6,63.0875,18.82708333333333,2023-07-31,0.0826873779296875,990.0950545181378
2023-08-01,2023-08-01,5614.479166666667,0.0094817538291131,105.48364531198727,2473.7100491848046,0.1043849435712312,2338.2138388066646,0.1161359151204427,1.0731768238688167e-05,0.0723125,0.0723125,0.0465693755918151,0.0329295212765957,21.13958333333333,2.6088998,797.2020833333332,77.92083333333333,18.12708333333333,2023-08-01,0.1161359151204427,1027.3884327344622
2023-08-02,2023-08-02,5104.8125,0.0099460105103085,100.56908930688968,2303.221492969074,0.1542825111898957,2179.363337743714,0.1616363525390625,1.053930280073616e-05,0.2106170212765957,0.2106170212765957,0.2421615053186951,0.1712340425531915,21.216666666666665,8.8383,796.9729166666666,76.62083333333334,18.13125,2023-08-02,0.1616363525390625,1020.9845955308252
2023-08-03,2023-08-03,4845.25,0.0101534193509723,98.50462854371987,2176.1352397416567,0.2052589391483646,2066.193083125509,0.2059501485621675,9.866323153288623e-06,0.24825,0.24825,0.2953825742218315,0.2088670212765957,20.964583333333334,13.4688,796.2041666666668,76.60000000000001,16.822916666666668,2023-08-03,0.2059501485621675,1010.4703896075143
2023-08-04,2023-08-04,4966.229166666667,0.0100079950631974,99.93732217713244,2219.1257129144583,0.1872514203563582,2131.413992453244,0.1796531677246093,7.631789569977092e-06,0.2254374999999999,0.2254374999999999,0.2631208273301952,0.1860545212765957,19.66875,1.4441,795.7541666666666,63.40625,16.664583333333333,2023-08-04,0.1796531677246093,1003.8106523062162
2023-08-05,2023-08-05,5070.375,0.0099211784444643,100.80410817468112,2292.61328497904,0.1581476697433018,2200.86900128231,0.1543896993001302,7.719987199970798e-06,0.1885,0.1885,0.2108833138700391,0.1491170212765957,20.175,0.0,795.7854166666666,57.25208333333333,17.5,2023-08-05,0.1543896993001302,1004.3977864156592
2023-08-06,2023-08-06,5207.604166666667,0.0097616862541345,102.4604123432747,2368.9755709736105,0.1330126661060075,2279.6886304171267,0.131170908610026,7.265648111109058e-06,0.1614791666666666,0.1614791666666666,0.1726700849034161,0.1220961879432624,20.347916666666663,0.0,795.3020833333334,59.76458333333333,17.020833333333332,2023-08-06,0.131170908610026,1006.9936819972595
2023-08-07,2023-08-07,5387.833333333333,0.0096131733192951,104.03907723080378,2424.834096824935,0.1167598825304583,2342.6324295109407,0.114966074625651,6.512368055197841e-06,0.1409375,0.1409375,0.1436197813096687,0.1015545212765957,20.808333333333334,0.0,795.2083333333334,51.00208333333333,17.522916666666667,2023-08-07,0.114966074625651,1000.0925721400484
2023-08-08,2023-08-08,5607.479166666667,0.0093872167283175,106.55677559942647,2480.475655154264,0.1026165123754387,2411.860380044063,0.0997428894042968,5.285488774544083e-06,0.124,0.124,0.1196665390969744,0.0846170212765957,20.28333333333333,0.0,793.4979166666667,49.29583333333333,16.1375,2023-08-08,0.0997428894042968,992.5772095097387
2023-08-09,2023-08-09,5711.583333333333,0.0093540081265696,106.92017029347772,2510.190913099879,0.0954496163259436,2433.049279336396,0.0951716105143229,5.870443563303165e-06,0.1114583333333333,0.1114583333333333,0.1019299440022118,0.072075354609929,20.01875,0.0,792.8541666666666,46.47083333333333,15.6,2023-08-09,0.0951716105143229,988.7718670067628
2023-08-10,2023-08-10,5851.125,0.0092764956025172,107.8093941808456,2523.344745162472,0.0921871880675966,2433.769151563009,0.0949338277180989,6.828837778330768e-06,0.1026458333333333,0.1026458333333333,0.0894671869837989,0.063262854609929,20.941666666666663,0.0,792.5520833333334,48.39375,16.739583333333332,2023-08-10,0.0949338277180989,987.4509816036662
2023-08-11,2023-08-11,5661.916666666667,0.0093903837829183,106.49793095451192,2492.658371418773,0.0993370212285696,2381.170100936421,0.1058222452799479,8.668233074059804e-06,0.0954791666666666,0.0954791666666666,0.0793319897867918,0.0560961879432624,20.57708333333333,0.9981,794.6750000000001,71.60208333333334,15.620833333333332,2023-08-11,0.1058222452799479,988.1381190939583
2023-08-12,2023-08-12,5788.458333333333,0.0092657051185099,107.93318245083007,2542.346392657579,0.0879303844433272,2428.556505823238,0.0958849589029948,8.678856820797446e-06,0.0903958333333333,0.0903958333333333,0.0721430708447285,0.051012854609929,21.24375,0.0,795.3562499999999,64.03750000000001,17.464583333333334,2023-08-12,0.0958849589029948,965.0439980145499
2023-08-13,2023-08-13,5937.729166666667,0.0091544363431818,109.24933048253008,2576.9337800770777,0.0807571468828877,2480.237565540624,0.0862134297688802,7.229552614051377e-06,0.0861458333333333,0.0861458333333333,0.0661326632046429,0.046762854609929,21.45,0.44239998,795.7083333333334,61.65416666666667,16.797916666666666,2023-08-13,0.0862134297688802,969.9672393616479
2023-08-14,2023-08-14,5959.645833333333,0.009164893658422,109.11902449959234,2609.2391755595127,0.0741277891794971,2519.841351798777,0.0790367126464843,6.569521238328907e-06,0.0815208333333333,0.0815208333333333,0.0595919254786673,0.042137854609929,22.05,0.0,797.8375,49.68541666666667,17.34375,2023-08-14,0.0790367126464843,959.6155820309033
2023-08-15,2023-08-15,5940.479166666667,0.0091752448628212,109.00040064404868,2628.3750897331392,0.0703598282446394,2531.2145724111165,0.0770492553710937,7.108393478911597e-06,0.0772916666666666,0.0772916666666666,0.0536109806211311,0.0379086879432624,22.62291666666667,0.0,799.5520833333334,50.8875,18.366666666666667,2023-08-15,0.0770492553710937,954.3838384651293
