date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,SWC_5,SWC_10,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,PRISM_ppt_mm,BaroPress,airRH,airT,date,CRNS,Bare
2023-07-09,2023-07-09,6476.0625,0.0088102848949222,113.50898984203312,2676.1723934530883,0.0263956394383895,2621.0344047988133,0.021511986142113,3.896402089390834e-06,0.013625,0.0675208333333333,0.0307107297356477,0.0136082913336602,0.0078781650758607,21.0575,21.15,0.0,791.0166666666668,31.5,17.722916666666666,2023-07-09,0.021511986142113,820.037888079702
2023-07-10,2023-07-10,6419.25,0.0088374552861337,113.16021194354089,2669.9345478744685,0.0274768159770532,2605.3056690620847,0.0233343215215773,4.596531763505737e-06,0.0128958333333333,0.0680625,0.0309570978236227,0.013306140666622,0.0077032428336523,25.754166666666663,22.475,0.0,792.1041666666666,28.354166666666668,19.90833333333333,2023-07-10,0.0233343215215773,818.5616063104902
2023-07-11,2023-07-11,6353.833333333333,0.008883295840799,112.57584213170372,2670.136940724128,0.0274266409664558,2599.669584912805,0.0239733318949854,5.021156717960454e-06,0.01275,0.0675625,0.0307296811270304,0.0135850489746573,0.0078647095187677,23.866666666666667,22.535416666666663,0.0,793.0958333333333,33.735416666666666,20.652083333333334,2023-07-11,0.0239733318949854,816.737349049319
2023-07-12,2023-07-12,6287.75,0.0089010025885473,112.3550681509945,2672.619834597197,0.0269774695825603,2583.7817463988968,0.0258890787760416,6.370088773528399e-06,0.0122083333333333,0.0674791666666666,0.0306917783442651,0.0136315336926632,0.0078916206329536,26.397916666666664,23.19375,0.0,792.8916666666668,36.72708333333333,21.03125,2023-07-12,0.0258890787760416,827.3666346271434
2023-07-13,2023-07-13,6422.333333333333,0.0088225084430699,113.35133121620512,2665.652907040492,0.0282507170422654,2586.691484086489,0.0255196311257102,5.651268783980306e-06,0.0124583333333333,0.0673333333333333,0.0306254484744256,0.0137128819491734,0.0079387150827789,25.672727272727272,23.629166666666663,0.0,792.1979166666666,37.47083333333333,21.13125,2023-07-13,0.0255196311257102,820.3847932131914
2023-07-14,2023-07-14,6503.458333333333,0.0087625167965309,114.12789145325252,2676.955716130688,0.0262423549733154,2609.677696652775,0.0228155226934523,4.777747495785791e-06,0.011625,0.0666875,0.030331701907994,0.014073138513719,0.0081472762177197,24.01707317073171,23.425,0.0,792.6104166666668,36.454166666666666,20.116666666666667,2023-07-14,0.0228155226934523,814.4087452598826
2023-07-15,2023-07-15,6364.854166666667,0.0088920032780973,112.4688089477766,2698.278809783642,0.0227012209620171,2635.1204607318305,0.0200670818949854,4.443092057586759e-06,0.0105833333333333,0.0661875,0.0301042852114017,0.0143520468217543,0.0083087429028351,23.2625,23.516666666666666,0.0,794.6916666666666,33.77291666666667,18.175,2023-07-15,0.0200670818949854,821.5503391861315
2023-07-16,2023-07-16,6319.416666666667,0.0089239943345284,112.06810552163616,2713.897805691873,0.019985122531529,2650.996835663905,0.018278576078869,4.400782544081373e-06,0.0100416666666666,0.0656875,0.0298768685148094,0.0146309551297896,0.0084702095879505,23.451282051282053,23.66875,0.0,796.2062500000001,34.454166666666666,18.904166666666665,2023-07-16,0.018278576078869,817.0455516564689
2023-07-17,2023-07-17,6244.5625,0.0089286558122641,112.01451932476844,2722.103140113385,0.0185976720926638,2652.880504187281,0.0180755615234375,4.839960199199279e-06,0.0098958333333333,0.0656875,0.0298768685148094,0.0146309551297896,0.0084702095879505,24.176315789473687,24.422916666666666,0.0,795.5083333333333,29.88958333333333,21.804166666666664,2023-07-17,0.0180755615234375,825.9425982638046
2023-07-18,2023-07-18,6342.229166666667,0.0089239330104424,112.06608989779602,2718.677340598027,0.0190135287431237,2635.562833513435,0.0198639660346798,5.852950478675848e-06,0.0095625,0.0654166666666666,0.0297536844708219,0.0147820304633087,0.0085576707090547,26.56279069767442,24.84375,0.0,793.9875000000001,29.37291666666667,22.6,2023-07-18,0.0198639660346798,830.2582642060958
2023-07-19,2023-07-19,6135.666666666667,0.0090524052275723,110.47565750922264,2685.46692287328,0.0247588485027377,2563.517898919258,0.0284798362038352,8.820433750321607e-06,0.0108541666666666,0.0650625,0.0295925976440691,0.0149795905148337,0.0086720429443448,26.95909090909091,24.88125,0.0,796.1104166666668,49.27291666666667,21.48958333333333,2023-07-19,0.0284798362038352,844.8147837539942
2023-07-20,2023-07-20,5964.875,0.0091533976118775,109.26126644558096,2603.7546158632854,0.0399695063619127,2482.846613159521,0.0393507215711805,9.023833799949103e-06,0.0185416666666666,0.0630625,0.0286829308577,0.0160952237469748,0.0093179096848064,23.666666666666668,23.210416666666664,6.8655996,796.4541666666668,59.60833333333333,19.972916666666663,2023-07-20,0.0393507215711805,862.3199841763964
2023-07-21,2023-07-21,6052.020833333333,0.0090351142513931,110.702649342101,2672.078359480176,0.0274267886574388,2569.1258449164843,0.0280659993489583,7.442050659797593e-06,0.0271041666666666,0.0620833333333333,0.0430138597324342,0.0014805091913684,0.000857102153382,23.08333333333333,22.10833333333333,0.0,796.7395833333334,57.34583333333333,19.1125,2023-07-21,0.0280659993489583,846.810640501126
2023-07-22,2023-07-22,6288.875,0.0089143538874406,112.18814599004172,2685.011367496625,0.0249254300228422,2610.095361414132,0.0228712293836805,5.32138551251026e-06,0.0284375,0.0626875,0.0440155437165704,0.0027089941240397,0.0015683014403088,24.022916666666664,22.510416666666668,0.0,796.2291666666666,42.62708333333334,19.191666666666663,2023-07-22,0.0228712293836805,830.4127482429353
2023-07-23,2023-07-23,6326.5625,0.0089079904866791,112.26358232736082,2699.698042371457,0.0222945917342778,2626.8261474826013,0.0208548612372819,5.13750934186246e-06,0.020375,0.0641875,0.0403023880388976,0.0018448930049605,0.0010680526514323,24.323809523809523,23.6875,0.0,795.88125,29.791666666666668,21.547916666666666,2023-07-23,0.0208548612372819,835.9595700157626
