,date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND
0,2023-07-01,2023-07-01,5431.391304347826,0.0095957632389927,104.22067976920344,2476.987321399995,0.0863363954598606,2439.2645981630826,0.0816013502038043,2.8731906301339976e-06,802.9130434782609,0.0933478260869565,0.1189565217391304,0.1207826086956521,0.1114782608695652,0.1078185452553569,0.0,0.0,21.47826086956522,19.980434782608697,19.67608695652174,18.06304347826087,,802.9130434782609,59.26086956521739,0.0,2023-07-01,0.0816013502038043,764.5053336166129,3015.2828123378067,2969.362238571386,4498.040480494071,0.08634607422129957,0.13434607422129957,R5,6566.907559091015
1,2023-07-02,2023-07-02,5543.583333333333,0.0094978142413778,105.29286043823797,2493.4427325251445,0.0824239161961199,2463.953907032525,0.0769996643066406,2.2171225996930007e-06,801.8333333333334,0.1014166666666666,0.121,0.120625,0.1094583333333333,0.1119259729598968,0.0048011453340249,0.0024859674515986,24.09166666666667,22.379166666666663,20.491666666666667,17.8125,0.0,801.8333333333334,45.72916666666666,0.0,2023-07-02,0.0769996643066406,749.4463524832689,3035.3142908629256,2999.4169942172293,4558.231892479453,0.08963549216507583,0.13763549216507584,R5,6679.245907429574
2,2023-07-03,2023-07-03,6054.510638297872,0.0090261394972091,110.79543453189804,2682.879864220195,0.0437554516064168,2596.184921282205,0.0558060355808423,6.187294282142495e-06,794.5729166666666,0.1040434782608695,0.1227391304347826,0.1217608695652174,0.1078260869565217,0.1138126623439175,0.0070064841943617,0.0036278617799561,24.15,23.47608695652174,21.38478260869565,18.169565217391305,0.0,794.5729166666666,47.90416666666667,17.583333333333332,2023-07-03,0.0558060355808423,746.0359432714661,3265.9196404679506,3160.3842713124154,4919.337794010225,0.09114644022321701,0.13914644022321704,R5,7064.868767542595
3,2023-07-04,2023-07-04,6183.916666666667,0.0089929332790915,111.206647835133,2669.156356882167,0.0463018111695891,2578.154487688404,0.0584958394368489,6.53830537093703e-06,792.6958333333333,0.0993125,0.1228124999999999,0.1219166666666666,0.106,0.1117280334422987,0.0045697751287053,0.002366167120703,25.34166666666667,23.9375,22.13125,18.52083333333333,0.0,792.6958333333333,43.833333333333336,18.416666666666668,2023-07-04,0.0584958394368489,743.2971971692544,3249.2137593179577,3138.435488593714,4877.900661649015,0.0894769730509719,0.1374769730509719,R5,6990.558672663878
4,2023-07-05,2023-07-05,6223.3125,0.0089645019605854,111.5599790008648,2695.818333008479,0.0415612213354476,2596.728763249173,0.0557467142740885,7.064919101925945e-06,792.7687500000001,0.0955416666666666,0.121125,0.1204791666666666,0.1050208333333333,0.1092027843956109,0.0016180280622004,0.0008377928220372,24.977083333333336,23.191666666666663,21.64583333333333,18.72083333333333,0.19139999,792.7687500000001,49.77708333333334,17.929166666666667,2023-07-05,0.0557467142740885,759.6131461799837,3281.669879566159,3161.046300270521,4906.527776402291,0.0874546369018785,0.1354546369018785,R5,7008.745014023118
5,2023-07-06,2023-07-06,6288.0,0.0089195011622433,112.13305960086927,2700.221889227837,0.0408403824885941,2604.6303184571907,0.0547447204589843,6.809595815773e-06,792.5083333333333,0.09525,0.1196041666666666,0.1191041666666666,0.1032083333333333,0.1082373135845012,0.0004894955563761,0.0002534541106742,24.44255319148936,22.62708333333333,21.28333333333333,18.7625,0.0537,792.5083333333333,53.42291666666667,17.10625,2023-07-06,0.0547447204589843,746.984592598092,3287.0304105897453,3170.665010630333,4906.790980358734,0.0866814432540034,0.1346814432540034,R5,7017.6662433164265
6,2023-07-07,2023-07-07,6437.375,0.0088144851537575,113.46114993295905,2701.6014746787064,0.0405297944604619,2626.210579389068,0.0516713460286458,5.325219802171235e-06,790.7770833333334,0.0950208333333333,0.1209791666666666,0.1195208333333333,0.1019791666666666,0.1086291032484934,0.0009474559278066,0.0004905797334772,26.454166666666666,24.28333333333333,22.09166666666667,18.83125,0.0,790.7770833333334,42.79791666666667,17.416666666666668,2023-07-07,0.0516713460286458,746.712089065218,3288.7098056606114,3196.935064300562,4912.448806275704,0.08699520652474765,0.13499520652474767,R5,7080.656865191797
7,2023-07-08,2023-07-08,6468.5,0.0087930914846541,113.73583012380412,2714.864137490156,0.0382438841290865,2630.482973334015,0.0510431925455729,5.945158604446809e-06,790.1020833333333,0.0918333333333333,0.1206666666666666,0.1197083333333333,0.10125,0.1071385951889173,0.0007947891779685,0.0004115309764339,26.675,24.52916666666667,22.527083333333334,19.1,0.0,790.1020833333333,44.84791666666666,17.849999999999998,2023-07-08,0.0510431925455729,747.786108645197,3304.8546921829184,3202.1359290439686,4924.491888110312,0.08580153878201571,0.13380153878201573,R5,7073.127464720049
8,2023-07-09,2023-07-09,6465.854166666667,0.0087947499674742,113.71317366759916,2744.949599581316,0.033297440398945,2677.148457869509,0.0449867248535156,4.692760227347172e-06,792.2583333333333,0.0886666666666666,0.1191666666666666,0.1190833333333333,0.0997916666666666,0.1050787198747905,0.0032025639373786,0.0016582438472681,24.66046511627907,24.147916666666664,22.402083333333334,19.31458333333333,0.0,792.2583333333333,38.110416666666666,16.916666666666668,2023-07-09,0.0449867248535156,745.6576186653264,3341.4782856752913,3258.942692741799,4962.070699959657,0.08415189542670085,0.13215189542670086,R5,7171.146868592551
9,2023-07-10,2023-07-10,6441.270833333333,0.0088113598655484,113.49747372666002,2754.5814568746373,0.0317769344535132,2676.3977545929865,0.0451227823893229,5.415031422270251e-06,793.3354166666667,0.0860625,0.11875,0.1188125,0.098625,0.1037045674470613,0.004808801707392,0.0024899318171122,26.825,24.785416666666663,22.860416666666666,19.46875,0.0,793.3354166666667,40.40833333333333,17.872916666666665,2023-07-10,0.0451227823893229,743.7322967095662,3353.203324998879,3258.0288476577703,4968.025542861658,0.08305141065170163,0.13105141065170164,R5,7151.158075765731
10,2023-07-11,2023-07-11,6377.395833333333,0.0088552222211732,112.9339817527035,2759.744863020996,0.0309503496142055,2673.509222536228,0.0454495747884114,5.975401605449897e-06,794.3333333333334,0.0847916666666666,0.1177291666666666,0.1182708333333333,0.0968541666666666,0.1026386008885624,0.0060548030339417,0.0031350942787648,25.5,25.04375,22.96875,19.675,0.0,794.3333333333334,42.7125,18.93958333333333,2023-07-11,0.0454495747884114,742.8583787304054,3359.488835494522,3254.512583772048,4968.389038877628,0.0821977353645831,0.1301977353645831,R5,7129.262815088251
11,2023-07-12,2023-07-12,6363.375,0.0088650731432056,112.80933867780308,2764.135941813629,0.0302662136908869,2661.970399591773,0.0469843546549479,7.1172185703162775e-06,794.1395833333332,0.0834375,0.1178958333333333,0.1185833333333333,0.0955416666666666,0.1021126036331642,0.0066696377797057,0.0034534473090823,27.25,26.18125,23.7875,19.95416666666667,0.0,794.1395833333332,44.98541666666667,19.85833333333333,2023-07-12,0.0469843546549479,750.5069269211539,3364.8341775141025,3240.466159634778,4971.856872069348,0.08177649245180546,0.12977649245180548,R5,7091.401774834752
12,2023-07-13,2023-07-13,6490.083333333333,0.0087778868743212,113.9278937975127,2772.145568472825,0.0289993260221148,2673.597619286347,0.0454343159993489,6.826823189916173e-06,793.46875,0.082125,0.1169999999999999,0.118375,0.0939583333333333,0.1011410494137127,0.0078052811416853,0.0040414679246004,27.0,26.57708333333333,24.164583333333336,20.329166666666666,0.0,793.46875,44.3125,19.875,2023-07-13,0.0454343159993489,743.5485110418243,3374.584445264793,3254.620190782789,4978.0181790337265,0.08099842692936597,0.12899842692936597,R5,7109.141992697885
13,2023-07-14,2023-07-14,6534.979166666667,0.0087477031862599,114.32118777510853,2754.8471314350422,0.0316635507744968,2668.116569472176,0.0460866292317708,6.0235641403571575e-06,793.9,0.0807083333333333,0.1154375,0.1180416666666666,0.092625,0.0998872625863719,0.00927082434998,0.0048003061728226,26.25897435897436,26.58333333333333,24.397916666666664,20.6375,0.0,793.9,40.927083333333336,19.672916666666666,2023-07-14,0.0460866292317708,732.4734345719659,3353.526735590747,3247.9480067326517,4936.331338377719,0.0799943364902411,0.1279943364902411,R5,7077.235286928872
