,date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND
0,2023-07-01,2023-07-01,6138.978260869565,0.0090254765734472,110.80311468791297,2559.900514441512,0.057011111602604,2474.418281815269,0.0692523458729619,6.3981633636692985e-06,789.3956521739129,0.0455652173913043,0.1034782608695652,0.1873695652173913,0.0961176010840436,0.0,0.0,19.334146341463416,19.51086956521739,18.443478260869565,,789.3956521739129,56.119565217391305,14.72608695652174,2023-07-01,0.0692523458729619,780.4258849081148,3346.36612518318,3234.6216077881763,4965.499673122515,0.08328597436317521,0.13978597436317522,R7,7240.829049274414
1,2023-07-02,2023-07-02,6217.666666666667,0.0089682122385521,111.51086259858842,2561.628406173009,0.0566381997153108,2484.157589001457,0.0675430297851562,5.776741322441648e-06,788.5354166666666,0.0466666666666666,0.103,0.1876041666666666,0.0964859049382905,0.000429474384299,0.0002209083921356,20.41081081081081,21.429166666666664,18.85833333333333,0.0,788.5354166666666,40.24375,18.497916666666665,2023-07-02,0.0675430297851562,783.0868365231696,3348.624868570138,3247.3530742911717,4971.912592217771,0.08360510993269327,0.14010510993269326,R7,7275.053548367993
2,2023-07-03,2023-07-03,6261.270833333333,0.0089370159400646,111.90083810499078,2572.8889145588546,0.0544120531357558,2502.075499476932,0.0645065307617187,5.243217843148509e-06,787.7854166666666,0.0448125,0.1016666666666666,0.1884583333333333,0.0953947301775793,0.0008429304605466,0.0004335774600979,20.482857142857146,22.447916666666668,19.602083333333333,0.0,787.7854166666666,34.800000000000004,19.429166666666667,2023-07-03,0.0645065307617187,779.4249783089713,3363.344887415463,3270.7758160387257,4984.645171047444,0.08265960617353398,0.13915960617353398,R7,7312.036709432547
3,2023-07-04,2023-07-04,6314.416666666667,0.008899338247393,112.3746812670514,2564.1236888069966,0.0561642373938333,2488.135083870093,0.0668881734212239,5.658060482098889e-06,786.0708333333333,0.0426458333333333,0.0985416666666666,0.188,0.0932640493505294,0.0033274899507163,0.0017115583181054,22.80697674418605,21.822916666666668,19.647916666666667,0.0,786.0708333333333,34.80416666666667,19.735416666666666,2023-07-04,0.0668881734212239,779.4701177562247,3351.886764582123,3252.552555293033,4949.79135894725,0.08081336961814364,0.13731336961814367,R7,7241.311033463308
4,2023-07-05,2023-07-05,6290.666666666667,0.0089166632774203,112.16087186527945,2566.879448713038,0.0556892302999844,2483.97715509932,0.0676752726236979,6.18352539537779e-06,786.2937499999999,0.0421874999999999,0.0965416666666666,0.187875,0.0923439856648179,0.0044003643732359,0.0022634118681818,22.4875,22.29375,19.8625,0.44489998,786.2937499999999,39.85625,19.383333333333333,2023-07-05,0.0676752726236979,780.9953049894762,3355.4891630138945,3247.1172065711025,4947.336235384458,0.08001613373547056,0.13651613373547056,R7,7216.677804201947
5,2023-07-06,2023-07-06,6391.520833333333,0.0088460219928577,113.0564169715516,2575.7281143309897,0.0538511165171952,2503.7171693330306,0.0642534891764323,5.331381090033872e-06,785.9583333333334,0.0413958333333333,0.0944583333333333,0.187625,0.0912219234978655,0.005708786624973,0.0029364239649044,21.01621621621622,22.4,19.979166666666668,0.0,785.9583333333334,34.77291666666667,19.741666666666667,2023-07-06,0.0642534891764323,783.8443124451759,3367.056360531899,3272.921848028716,4954.835945091786,0.07904386601533704,0.13554386601533705,R7,7258.2709867103695
6,2023-07-07,2023-07-07,6501.3125,0.008771207263565,114.0224692131986,2581.588413020696,0.0528288296019287,2509.2501224400808,0.0634396870930989,5.3439753771879015e-06,784.2937499999999,0.0398333333333333,0.0929583333333333,0.1878333333333333,0.0900620922142897,0.0070612509575093,0.0036320899511518,23.373170731707315,22.852083333333336,20.416666666666668,0.0,784.2937499999999,36.53333333333333,19.32708333333333,2023-07-07,0.0634396870930989,780.200638247505,3374.7170898876125,3280.154663032739,4956.162938181651,0.07803887132695483,0.13453887132695486,R7,7257.539974780839
7,2023-07-08,2023-07-08,6514.666666666667,0.0087625973647342,114.13787679573214,2572.625408498152,0.0545080767006885,2506.6493820913006,0.0638834635416666,4.889591101276285e-06,783.6229166666667,0.0391666666666666,0.0907916666666666,0.1871666666666666,0.088876387346633,0.0084438861434444,0.0043432748948909,20.98378378378378,22.5625,20.23333333333333,0.0,783.6229166666667,31.522916666666664,20.45625,2023-07-08,0.0638834635416666,778.1057872601396,3363.000425687227,3276.7549100523174,4928.773061843652,0.0770114571583095,0.1335114571583095,R7,7233.645557548741
8,2023-07-09,2023-07-09,6547.354166666667,0.0087403507523085,114.42535153655837,2609.2866610825217,0.0475158054316179,2564.052855313648,0.0547599792480468,3.273582087355148e-06,785.7416666666667,0.0376458333333333,0.0894583333333333,0.1870416666666666,0.0877207846396703,0.0097914195872146,0.0050364045838667,19.865714285714283,22.945833333333336,20.508333333333333,0.0,785.7416666666667,21.535416666666663,19.558333333333334,2023-07-09,0.0547599792480468,781.0317998988256,3410.9249341058226,3351.7941692639324,4988.895671165408,0.07601012653477514,0.13251012653477515,R7,7381.9233005544975
9,2023-07-10,2023-07-10,6502.875,0.008769562697368,114.03876086972132,2610.2259818699586,0.0472719117663481,2554.4968681877567,0.0561421712239583,4.045549253145348e-06,786.775,0.0366458333333333,0.0888541666666666,0.1875833333333333,0.0871894838447499,0.0104109626062325,0.0053550784261111,21.26176470588236,23.929166666666664,20.99375,0.0,786.775,23.45833333333333,21.13958333333333,2023-07-10,0.0561421712239583,781.1248499150378,3412.1528377864643,3339.3023433393046,4986.022997400386,0.0755497539923291,0.1320497539923291,R7,7345.251693519741
10,2023-07-11,2023-07-11,6390.625,0.0088462466604425,113.05023636688225,2601.7122738044936,0.0488383282246738,2533.430428582606,0.0593719482421875,4.992896364264131e-06,787.7937499999999,0.0356875,0.0873541666666666,0.1876041666666666,0.0862544139306734,0.0115013355985157,0.0059159327013819,22.10571428571429,24.222916666666663,21.304166666666667,0.0,787.7937499999999,28.64375,21.797916666666666,2023-07-11,0.0593719482421875,778.0858122333616,3401.0235051779327,3311.7637653847337,4961.545103789191,0.074739515201377,0.131239515201377,R7,7272.145955595792
11,2023-07-12,2023-07-12,6336.875,0.0088840913752517,112.57207614492847,2585.335535323295,0.0521601822787503,2506.3981720784386,0.064062754313151,5.848644960757309e-06,787.56875,0.0347499999999999,0.0861666666666666,0.1881041666666666,0.0855397241121408,0.0123347261977174,0.0063446031507058,23.694444444444443,24.86875,21.8,0.0,787.56875,31.31458333333333,22.110416666666666,2023-07-12,0.064062754313151,784.2382853778524,3379.6154220960702,3276.4265220260622,4924.053032519362,0.07412023593064404,0.13062023593064404,R7,7184.188685546456
12,2023-07-13,2023-07-13,6490.208333333333,0.0087781396446698,113.9275349474288,2605.12285357372,0.048288526053022,2527.9009828144603,0.0603218078613281,5.657667693980816e-06,786.9041666666667,0.0348958333333333,0.0846666666666666,0.1877291666666666,0.0850039859840138,0.0129594435338783,0.0066659385022794,23.45833333333333,24.8625,21.8875,0.0,786.9041666666667,30.31875,22.847916666666663,2023-07-13,0.0603218078613281,781.9686975235677,3405.48190055017,3304.53553526205,4956.9983288855055,0.0736560184356033,0.1301560184356033,R7,7238.118033632746
13,2023-07-14,2023-07-14,6566.125,0.008726819646812,114.59378073352008,2601.174940485466,0.0489325757605645,2534.995654396249,0.0591087341308593,4.836430929877582e-06,787.3520833333333,0.034125,0.084,0.1882916666666666,0.0845560992758624,0.0134817184598695,0.0069345806340838,23.22058823529412,25.58333333333333,22.39375,0.0,787.3520833333333,27.18958333333333,22.40416666666667,2023-07-14,0.0591087341308593,773.8083992308252,3400.321089593193,3313.809867806093,4945.51983035164,0.07326792426271515,0.12976792426271516,R7,7251.5296257415075
14,2023-07-15,2023-07-15,6407.916666666667,0.0088357458035111,113.19688043015782,2626.955783172409,0.0442922939126984,2572.8218767659178,0.0534464518229166,3.900001795378024e-06,789.4250000000001,0.0324583333333333,0.0820833333333333,0.1877083333333333,0.0830360343657199,0.0152542465880722,0.0078463144955935,21.38823529411765,24.93541666666667,22.347916666666663,0.0,789.4250000000001,23.754166666666663,20.277083333333334,2023-07-15,0.0534464518229166,782.8910743262988,3434.022453439001,3363.257253932003,4980.884287945544,0.07195078686323102,0.12845078686323103,R7,7336.745097580065
15,2023-07-16,2023-07-16,6331.333333333333,0.0088876762773421,112.5241215953344,2641.690078888965,0.0416494197256755,2581.9777516688223,0.0520947774251302,4.285119009496875e-06,790.9125,0.031625,0.0809375,0.1871249999999999,0.0821483622561599,0.0162893496105272,0.0083787396011291,21.38529411764706,24.9125,22.277083333333334,0.0,790.9125,26.477083333333336,20.704166666666666,2023-07-16,0.0520947774251302,781.5566656400442,3453.283494165449,3375.2260431285545,5000.7635935713415,0.07118161830590221,0.12768161830590222,R7,7348.626640957442
16,2023-07-17,2023-07-17,6287.166666666667,0.0089188490614428,112.13090502955812,2643.2184684705107,0.0413475490277146,2579.6692748554524,0.052405039469401,4.563919459875825e-06,790.21875,0.0313958333333333,0.0804791666666666,0.1873125,0.0819295550570857,0.0165444978692788,0.0085099800048823,22.76764705882353,25.629166666666663,22.56875,0.0,790.21875,24.77083333333333,23.00208333333333,2023-07-17,0.052405039469401,783.3285396657857,3455.281443340784,3372.2083443682113,5001.664801108252,0.07099202170166904,0.12749202170166904,R7,7339.474220221919
